verse	content
001	Amo dya ang Mayad nga Balita nahanungud kay Jesu-Cristo nga Anak kang Dios.
002	Nag-umpisa dya katong matuman ang ginsulat ni propeta Isaias
003	Kuon kang Dios, Ipadara ko una kanimo ang akun manugbalita sa pag-aman kang imong aragyan.
004	May nagasinggit rugto sa naligwin nga lugar,
005	Iaman ninyo ang dalan kang Ginoo,
006	kag tadlunga ninyo ang anang mga pagaagyan.
007	Gani nag-abot si Juan rugto sa naligwin nga lugar nga nagapangbawtiso kag nagapangwali, Maghirinulsul kamo kag magbiriya sa inyong mga sala kag magpabawtiso agud to nga patawarun kamo sa inyo mga sala.
008	Duro-duro gid nga mga tawo halin sa probinsya kang Judea kag sa Jerusalem ang nag-aragto kay Juan.
008	Ginpangtuad nanda ang andang mga kasal-anan kag ginbawtisohan sanda ni Juan sa suba kang Jordan.
009	Ang panaptun ni Juan nahuman sa bulbol kang sapat nga kamelyo kag may wagkus nga panit sa anang hawak.
009	Ang anang ginakaun apan kag dugus nga naghalin sa talon.
010	Ginabantala na sa mga tawo, May magaabot sunod kanakun nga mas gamhanan pa kanakun.
010	Bukun ako ti takus bisan sa paghubad lang kang higot kang anang sandalyas.
011	Ginabawtisohan ko kamo sa tubig, pero pagabawtisohan na kamo sa Balaan nga Ispirito.
012	Kang mga tinion man nga to, nag-abot si Jesus halin sa banwa kang Nazaret nga sakup kang probinsya kang Galilea, kag ginbawtisohan tana ni Juan sa suba kang Jordan.
013	Kang nakatakas run si Jesus sa suba, nakita na nga nagabukas ang langit kag nagkunsad kana nga daw pating ang Balaan nga Ispirito.
014	Kag may limug nga nabatian halin sa langit nga nagakuon, Ikaw ang akun hinigugma nga Anak, nga akun gid nahamut-an.
015	Lagi-lagi ginpaagto si Jesus kang Balaan nga Ispirito sa kamingawan
016	nga sa diin rugto tana kang kap-atan ka adlaw nga ginasulay ni Satanas.
016	May mga sapat man rugto nga talonon, kag gin-atipan tana kang mga anghel.
017	Kar-on, kang ginpriso si Juan, nag-agto si Jesus sa Galilea nga nagapangwali kang mayad nga balita nga naghalin sa Dios.
018	Nagkuon tana, Nag-abot run ang nagakaigo nga tion kag nagahirapit run ang paghari kang Dios.
018	Maghirinulsul kamo sa inyong mga sala kag magpati sa Mayad nga Balita.
019	Samtang nagapanaw si Jesus sa binit kang Linaw kang Galilea, nakita na ang magbugto nga sanday Simon kag Andres nga nagaladlad kang pukot tungud hay mga mangingisda sanda ka dya.
020	Ginkun-an sanda ni Jesus, Sunod kamo kanakun kag tudloan ko kamo nga magpangdara kang mga tawo nga magasunod kanakun.
021	Lagi-lagi ginbayaan nanda ang andang mga pukot kag magsunod kana.
022	Nagpadayon pa gid si Jesus sa pagpanaw kag sa uruunahan may nakita pa gid tana nga magbugto nga sanday Santiago kag Juan nga mga bata ni Zebedeo.
022	Sa andang baruto sanda ka dya nga nagapamuna kang andang pukot.
023	Pagkakita kananda ni Jesus, gintawag na dayon sanda; ginbayaan nanda ang andang tatay nga si Zebedeo sa baruto imaw kang mga tawo nga andang ginasuholan, kag magsunod kay Jesus.
024	Nag-agto sanday Jesus sa banwa kang Capernaum.
024	Pag-abot kang Adlaw nga Inugpahuway, nag-agto si Jesus sa sinagoga kag nagpanudlo sa mga tawo.
025	Natingala gid ang mga tawo sa anang pagpanudlo, tungud hay nagapanudlo tana nga may awtoridad, kag bukun ti pareho kang mga manunudlo kang kasugoan.
026	Sa hinali lang, may nagsulud sa sinagoga nga sangka laki nga nasab-an kang malaot nga ispirito
027	kag nagsinggit, Jesus nga taga-Nazaret!
027	Ano ang labut mo kanamun?
027	Nag-abot bala ikaw rugya sa pagpapas kanamun?
027	Kilala ko ikaw!
027	Ikaw ang Balaan nga ginpadara kang Dios!
028	Pero ginmandoan ni Jesus ang malaot nga ispirito, Hipus dyan!
028	Gwa sa tawo nga ria!
029	Ginpakudug kang malaot nga ispirito ang tawo, kag nagsinggit kang matunog kag naggwa sa tawo.
030	Natingala gid ka mayad ang tanan nga mga tawo.
030	Gani nga nagmunohay sanda, Ano bala dya?
030	Bag-o bala dya nga sahi kang pagturon-an?
