verse	content
001	Pagkatapos kang pira ka adlaw, nagbalik si Jesus sa Capernaum.
001	Kag naglapnag ang balita nga rugyan run tana sa anang balay.
002	Gani duro gid nga mga tawo ang nagtiripon kag wara run gid ti lugar nga nabilin bisan pa sa atubang kang gawang.
002	Nagawali si Jesus kananda kang Mayad nga Balita,
003	kang mag-abot ang apat ka mga tawo nga may ginayayungan nga sangka paralitiko.
004	Pero tungud gani kang kadurohon kang mga tawo, indi nanda mapaparapit ang paralitiko kay Jesus.
004	Gani nga gin-ukaban nanda ang atup sa ibabaw nayon ni Jesus.
004	Kag kang maluhotan run ang atup, gintunton nanda ang paralitiko nga nagabatang sa anang baratangan.
005	Kang makita ni Jesus ang kahugut kang andang pagtoo, ginkun-an na ang paralitiko, Anak, ginapatawad run ang imong mga sala.
006	Kar-on, may mga manunudlo kang kasugoan nga nagapurungko rugto kag nagapanghuna-huna sa andang kaugalingun,
007	Andut haw nga nagahambal tana kang pareho karia?
007	Ginapasipalahan na ang Dios!
007	Ang Dios gid lang kabay ang sarang makapatawad kang mga sala?
008	Naman-an lagi ni Jesus ang andang mga ginapanghuna-huna sa andang kaugalingun.
008	Gani nagkuon tana kananda, Andut haw nga nagapanghuna-huna kamo kang amo karia?
009	Indi bala nga mas hulas, ang magkuon sa paralitiko nga dya nga, Napatawad run ang imong mga sala sangsa magkuon nga, Bangon ikaw, darha ang imong baratangan kag magpanaw?
010	Pero pamatud-an ko kaninyo nga ang Anak kang Tawo may awtoridad sa kalibutan sa pagpatawad kang mga sala.
010	Dayon, ginkun-an na ang paralitiko,
011	Ginakun-an ko ikaw, bangon, darha ang imong baratangan kag mag-uli!
012	Dayon man bangon kang paralitiko kag dali-dali nga gindara na ang anang baratangan kag maghalin sa tunga kang tanan nga mga tawo.
012	Natingala gid ang tanan nga nakakita ka dya, kag gindayaw nanda ang Dios nga nagakuon, Wara pa gid kami ti nakita nga pareho kang natabo nga dya!
013	Nagbalik liwan si Jesus sa binit kang Linaw kang Galilea, kag duro nga mga tawo ang nag-arabot kag magtiripon kana kag gintudloan na sanda.
014	Pagkatapos kato, kang nagapanaw tana, nakita na ang sangka manugsukot kang buwis nga ginahingaranan kay Levi nga bata ni Alfeo.
014	Nagapungko tana ka dya sa may ginabaydan kang buwis.
014	Ginkun-an tana ni Jesus, Dali, sunod ikaw kanakun!
014	Amo to kag nagtindug man si Levi kag magsunod kana.
015	Samtang nagakaun si Jesus sa balay ni Levi, duro nga mga manugsukot kang buwis kag mga makasasala ang nagakaun imaw kana kag sa anang mga disipulo, tungud hay duro sanda ka dya nga nagsurunod kana.
016	May mga manunudlo kang kasugoan nga mga Fariseo ang nakakita nga nagadungan si Jesus sa pagkaun imaw sa mga manugsukot kang buwis kag sa mga makasasala.
016	Gani nga ginpamangkot kang mga manunudlo kang kasugoan ang mga disipulo ni Jesus, Andut haw nga nagadungan tana magkaun sa mga tawo nga ria?
017	Pagkabati ka dya ni Jesus, nagsabat tana, Ang mga tawo nga wara ti balatian wara man nagakinahanglan kang doktor, kundi ang mga nagamarasakit lang.
017	Wara ako mag-agto rugya sa pagtawag kang mga matarung nga mga tawo, kundi kang mga makasasala.
018	Sangka bes, ang mga disipulo ni Juan nga Manugbawtiso kag ang mga Fariseo nagapuasa.
018	May mga tawo nga nagparapit kay Jesus kag namangkot kana, Andut nga nagapuasa tana ang mga disipulo ni Juan nga Manugbawtiso kag ang mga disipulo kang mga Fariseo, pero ang imo tana mga disipulo wara haw pagpuasa?
019	Nagsabat si Jesus kananda, Mahimo bala nga magpuasa ang mga bisita sa kasal samtang kaimaw pa nanda ang nobyo?
019	Indi gid!
019	Samtang kaimaw pa nanda ang nobyo, indi nanda mahimo ria.
020	Pero magaabot ang adlaw nga ang nobyo pagabul-un kananda, kag amo run to ang tion kang andang pagpuasa.
021	Kag wara ti bisan sin-o nga nagagamit kang bag-o nga tela agud ilunub sa daan nga bayo.
021	Tungud hay kon himoon na dya, ang bag-o nga lunub nga dya magakuru kag gisiun na ang daan nga bayo nga ginlumban kag tapat pa gid gani nga magabahul ang gisi.
022	Wara man ti bisan sin-o nga nagabutang kang bag-o nga bino sa daan nga surudlan nga panit.
022	Tungud hay kon himoon na dya, busdikun kang bag-o nga bino ang daan nga surudlan nga panit, kag maula ang bino kag ang daan nga surudlan nga panit indi run man mapuslan.
022	Ang bag-o nga bino angay lang nga ibutang sa bag-o nga surudlan nga panit.
023	Sangka Adlaw nga Inugpahuway, samtang nagaagi sanday Jesus sa katrigohan, ang anang mga disipulo nagpangutul kang mga inuhay.
024	Gani ginkun-an kang mga Fariseo si Jesus, Turuka bala, supak sa atun Kasugoan ang ginahimo kang imo mga disipulo tungud hay Adlaw kadya nga Inugpahuway!
025	Pero nagsabat si Jesus, Wara gid bala ninyo mabasahi kon ano ang ginhimo ni David kato anay kang sanda kang anang mga tinawo gin-gutum gid kag nagakinahanglan kang pagkaun?
026	Nagsulud tana sa balay kang Dios katong si Abiatar amo ang Pinakamataas nga Pari, kag ginkaun ni David ang tinapay nga nahalad sa Dios.
026	Suno sa atun kasugoan, ang mga pari lang ang sarang makakaun kang tinapay nga to, pero ginkaun tana to ni David kag ginapanugroan na man ang anang mga tinawo.
027	Kag nagkuon pa gid si Jesus, Ang Adlaw nga Inugpahuway ginhimo para sa kaaraydan kang tawo, bukun ti nga ang tawo ang gintuga para sa pagtuman kang pagsurondan kang Adlaw nga Inugpahuway.
028	Gani ang Adlaw nga Inugpahuway sa idalum kang gahum kang Anak kang Tawo.
