verse	content
001	Pagkatapos kang Adlaw nga Inugpahuway, aga-aga pa gid kang nahauna nga adlaw kang semana, si Maria Magdalena kag ang sangka Maria pa gid, nagpanaw para lantawun ang rulubngan.
002	Golpi lang nga naglinog kang mabaskug; tungud hay may anghel kang Ginoo nga nagkunsad halin sa langit.
002	Ginpaligid na ang bato nga nagatakup sa rulubngan kag ginpungkoan na dya.
003	Ang anang dagway makasirilaw nga pareho kang kilat, kag ang anang bayo tama gid kaputi.
004	Nagkurudug sa kahadluk ang mga gwardya kag nagkaratumba sanda nga daw mga patay.
005	Nagkuon ang anghel sa mga bayi, Indi kamo magkahadluk.
005	Naman-an ko nga ginapangita ninyo si Jesus nga ginlansang sa kros.
006	Wara tana rugya.
006	Ginbanhaw tana, pareho kang anang ginkuon.
006	Dali kamo rugya kag sulnga ninyo ang lugar nga ginhamyangan kana.
007	Panaw kamo lagi, kag sugidan ang anang mga disipulo nga nabanhaw tana kag magauna kaninyo sa Galilea.
007	Rugto ninyo tana makita!
007	Indi gid ninyo paglipati ang ginkuon ko kaninyo.
008	Gani nagdali-dali sanda nga naghalin sa rulubngan.
008	Nagabatyag sanda kang tuman nga kahadluk pero nagakalipay man, kag nagdalagan sanda agud sugidan ang anang mga disipulo.
009	Golpi lang nga ginsug-alaw sanda ni Jesus nga nagakuon, Magkalipay kamo!
009	Dayon nagparapit sanda kana kag ginkupkupan ang anang kahig kag ginsimba nanda tana.
010	Nagkuon si Jesus kananda, Indi kamo magkahadluk.
010	Panaw kamo kag sugidi ninyo ang akun mga kabugtoan nga mag-agto sanda sa Galilea kag rugto nanda ako makita.
011	Samtang ang mga bayi nagapaagto sa mga disipulo, ang iba nga mga gwardya nag-agto sa syudad kag nagpanugid sa mga pangulo kang kaparian kang tanan nga mga natabo.
012	Amo to kag nagsinapol ang mga pangulo kang kaparian kag ang mga kamal-aman kang mga Judio.
012	Kag naghisugot sanda nga tugroan kang bahul nga kantidad ang mga suldado,
013	kag ginkun-an sanda, Ipanugid ninyo nga ang anang mga disipulo nag-abot kang kagab-ihun kag gintakaw ang anang bangkay samtang nagakaturog kamo.
014	Kag kon mabatian man dya kang gobernador, kami lang ang maaram mag-istorya kana, kag indi run kamo magpalibug.
015	Ginbaton kang mga gwardya ang kwarta kag ginhimo nanda kon ano ang ginkuon kananda.
015	Halin kato hasta kadya amo ria ang istorya nga ginapanugid kang mga Judio.
016	Kar-on, ang napulo'g isara ka mga disipulo nag-agto sa Galilea rugto sa bakulod nga sa diin ginkuon ni Jesus nga mag-agto sanda.
017	Kang makita nanda si Jesus, ginsimba nanda tana, bisan pa nga ang iba kananda nagapangduha-duha.
018	Nagparapit si Jesus kananda kag nagkuon.
018	Ang tanan nga awtoridad sa langit kag sa lupa gintugro run kanakun.
019	Gani, panaw kamo kag himoa ninyo nga akun sumurunod ang tanan nga mga tawo sa kalibutan.
019	Bawtisohi ninyo sanda sa ngaran kang Amay, kang Anak kag kang Balaan nga Ispirito,
020	kag tudlo-i ninyo sanda nga magtuman kang tanan nga ginsugo ko kaninyo.
020	Dumduma gid ninyo nga kaimaw ninyo ako pirme hasta sa katapusan kang kalibutan.
