verse	content
001	Darwa run lang ka adlaw kag amo run ang Pista kang Paglampuwas kag kang Tinapay nga Wara ti Tapay.
001	Ang mga pangulo kang kaparian kag ang mga manunudlo kang Kasugoan nagapangita kang padihut sa pagpadakup kay Jesus sa tago kag sa pagpapatay kana.
002	Nagkuon sanda, Indi natun dya paghimoon sa adlaw kang pista hay basi maggirinamo ang mga tawo.
003	Samtang rugto si Jesus sa Betania, sa balay ni Simon nga aruon, kag kang nagakaun tana, may sangka bayi nga nagparapit kana nga nagadara kang surudlan nga alabastro nga buta kang agwa nga puro nardo, kag tama gid dya ka mahal.
003	Ginbuka na ang surudlan kag ginbu-bo ang agwa sa ulo ni Jesus.
004	Ang iba nga mga tawo rugto nag-ugut kag nagmunohay, Andut nga gin-uyangan lang ang agwa nga ria?
005	Mabaligya pa raad dya kang sobra sa tatlo ka gatos ka kwarta nga pilak, kag ang bayad ipanugro sa mga imol!
005	Kag ginkaraan nanda ang bayi.
006	Pero ginhambalan sanda ni Jesus, Pabay-i lang ninyo tana;
006	indi ninyo tana pagpahilabti.
006	Mayad ang anang ginhimo nga dya kanakun.
007	Kaimaw ninyo pirme ang mga imol kag bisan ano oras sarang ninyo sanda mabuligan kon gustohon ninyo.
007	Pero ako tana indi ninyo kaimaw pirme.
008	Ginhimo na ang anang masarangan;
008	ginbu-boan na kang agwa ang akun lawas sa pag-aman sa akun lubung.
009	Sugidan ko kamo, bisan diin sa bug-os nga kalibutan iwali ang mayad nga balita, ang anang ginhimo nga dya isambitun man bilang pagdumdum kana.
010	Si Judas Iscariote tana nga isara sa napulo'g darwa ka mga disipulo, nag-agto sa mga pangulo kang kaparian agud itugyan si Jesus kananda.
011	Kang mabatian nanda dya, nalipay gid sanda kag ginsaadan nanda tana nga tugroan kang kwarta.
011	Gani, umpisa kato, nangita si Judas kang kahigayonan sa pagluib kay Jesus.
012	Sa nahauna nga adlaw kang Pista kang Tinapay nga wara ti Tapay nga amo ang adlaw nga ginaihaw ang tinday nga karnero para sa Pista kang Paglampuwas, ang mga disipulo nagpamangkot kay Jesus, Sa diin mo gusto nga ihanda namun para kanimo ang pagkaun para sa Pista kang Paglampuwas?
013	Dayon ginsugo ni Jesus ang darwa sa anang mga disipulo kag ginkun-an, Agto kamo sa syudad kag sug-alawun kamo kang sangka laki nga nagadara kang sangka tibud nga may tubig.
013	Sundon ninyo tana,
014	kag kon sa diin nga balay tana magsulud, hambalan ninyo ang tagbalay, Nagapamangkot ang Maestro kon sa diin nga kwarto tana kag ang anang mga disipulo magakaun sa Pista kang Paglampuwas.
015	Kag ipakita na kaninyo ang sangka bahul nga kwarto sa ibabaw nga naaman run nga daan kag nasangkapan run.
015	Rugto kamo maghimus para kanatun.
016	Nagpanaw ang mga disipulo kag mag-agto sa syudad kag nakita nanda ang tanan suno sa ginkuon kananda ni Jesus.
016	Kag naghimus sanda rugto kang pagkaun para sa Pista kang Paglampuwas.
017	Pagkagabii, nag-abot si Jesus imaw kang anang napulo'g darwa ka mga disipulo.
018	Kang nagakaraun run sanda sa lamesa, nagkuon si Jesus, Sugidan ko kamo, nga ang isara kaninyo magaluib kanakun, tana nga nagakaun imaw kanakun.
019	Nasubuan gid ang mga disipulo kag kada isara kananda nagpamangkot kana, Ako bala, Ginoo?
020	Nagsabat si Jesus, Isara kaninyo nga napulo'g darwa kag kaimaw ko nga nagasawsaw kang tinapay sa yahong.
021	Tungud hay ang Anak kang Tawo mapatay suno sa nasulat run nga daan.
021	Pero makaluluoy gid ang madangatan kang tawo nga magaluib sa Anak kang Tawo.
021	Mayad pa nga wara run lang tana matawo sa kalibutan.
022	Samtang nagakaun sanda, nagbuul si Jesus kang tinapay kag nagpangamuyo sa pagpasalamat.
022	Ginpamihak-pihak na dya kag ginpanugro kananda kag magkuon, Batona ninyo;
022	amo dya ang akun lawas.
023	Dayon nagbuul tana kang kupa kag nagpangamuyo sa pagpasalamat, kag gintugro kananda, kag tanan sanda nag-inum rugto.
024	Nagkuon si Jesus kananda, Amo dya ang akun dugo nga nagaparig-un kang kasugtanan kang Dios;
024	ang akun dugo nga gin-ula para sa duro nga mga tawo para sa kapatawaran kang mga kasal-anan.
025	Sugidan ko kamo, indi run ako liwan mag-inum kang bino nga halin sa ubas hasta sa adlaw nga mag-inum ako kang bag-o nga bino sa tion kang paghari kang Dios.
026	Pagkatapos nanda ka kanta kang pagdayaw, naggwa sanda kag mag-agto sa Bukid kang mga Olibo.
