verse	content
001	Pagkatapos karia, naghalin si Jesus sa lugar nga to kag mag-agto sa mga lugar nga sakup kang Judea kag sa tabok kang suba kang Jordan.
001	Tama ruman ka duro nga mga tawo ang nagtiripon kana kag ginpanudloan na sanda suno sa anang kinaandan.
002	May mga Fariseo nga nagparapit kay Jesus agud tirawan tana.
002	Nagpamangkot sanda kana, Sugidi kami, ginatugot bala sa kasugoan nga bulagan kang bana ang anang asawa?
003	Nagsabat si Jesus, Ano haw ang sugo ni Moises kaninyo?
004	Nagkuon sanda, Nagtugot si Moises nga ang bana maghimo kang kasulatan kang pagbulaganay sa anang asawa, kag dayon pahalinun na.
005	Pero nagkuon si Jesus kananda, Ginsulat ni Moises ang sugo nga dya tungud hay mga awut kamo ti ulo.
006	Pero halin kang pagtuga kang kalibutan, ang Dios nagtuga kananda nga laki kag bayi.
007	Tungud ka dya ang laki magabiya sa anang tatay kag nanay kag magtingub sa anang asawa,
008	kag sanda nga darwa mangin isara.
008	Gani bukun run sanda ti darwa kundi isara run lang.
009	Gani, ang gintingub run kang Dios indi dapat nga ibulagun kang bisan sin-o.
010	Kang sa balay sanda run, namangkot ang mga disipulo kana nahanungud sa mga butang nga dya.
011	Nagkuon tana kananda, Ang bisan sin-o nga magabulag sa anang asawa kag mangasawa liwan kang iba, dya nga tawo nakasala kang pagpanginbayi batok sa anang una nga asawa.
012	Sa amo man, ang bayi nga magabulag sa anang bana kag mamana liwan kang iba, nakasala man tana kang pagpanginlaki.
013	Kar-on, may mga tawo nga nagpangdara kay Jesus kang mga magagmay nga mga bata agud nga matungtongan na sanda kang anang alima.
013	Pero ginsaway sanda kang mga disipulo.
014	Ugaring kang makita dya ni Jesus, nag-ugut tana kag ginhambalan na ang mga disipulo, Pabay-i lang ninyo ang mga bata nga magparapit kanakun kag indi ninyo sanda pagpunggi, tungud hay ang pagaharian kang Dios amo ang mga tawo nga pareho kananda.
015	Sugidan ko kamo, ang bisan sin-o nga indi magbaton kang paghari kang Dios pareho kang mga bata nga dya indi makapasakup rugya ka dya.
016	Kag ginpangsabak na ang mga bata kag gintungtongan na kang anang alima ang kada isara kananda kag ginbindisyonan.
017	Kang manugpanaw run si Jesus, may sangka tawo nga nagdalagan parapit kana kag nagluhod sa anang atubang kag nagpamangkot, Mayad nga Maestro, ano bala ang akun dapat himoon agud to nga makaangkun ako kang kabuhi nga wara ti katapusan?
018	Nagkuon si Jesus kana, Andut haw nga ginatawag mo ako nga mayad?
018	Wara gid ti iba nga mayad kundi ang Dios gid lang.
019	Naman-an mo run kon ano ang ginakuon sa kasugoan: Indi ikaw magpatay, indi ikaw magpakighilawas, indi ikaw magpanakaw, indi ikaw magbutig sa imo pagtistigo, indi ikaw magpangdaya, kag tahuda ang imong tatay kag nanay.
020	Nagsabat ang tawo, Maestro, natuman ko run ang tanan nga ria halin pa kang bata ako.
021	Ginturuk tana ni Jesus nga may pagpalangga, kag magkuon, May sangka bagay pa nga nakulang kanimo.
021	Panaw kag ibaligya ang imong mga pagkabutang kag ang kwarta ipanugro sa mga imol, kag makaangkun ikaw kang manggad sa langit, pagkatapos, balik ikaw rugya kag magsunod kanakun.
022	Pagkabati kang tawo ka dya, nasubuan gid tana ka mayad kag nagpanaw nga masinurub-un tungud nga tama gid tana ka manggaranun.
023	Dayon, nagturuk si Jesus sa palibot kag nagkuon sa anang mga disipulo, Daw ano ka budlay para sa mga manggaranun nga tawo ang magpasakup sa paghari kang Dios.
024	Natingala gid ang mga disipulo sa mga ginpanghambal na nga dya.
024	Pero nagkuon liwan si Jesus kananda, Mga anak, tama gid ka budlay ang magpasakup sa paghari kang Dios.
025	Mas mahapus pa sa kamelyo ang mag-agi sa buho kang dagum sangsa manggaranun nga magpasakup sa paghari kang Dios.
026	Tungud ka dya, labi pa gid nga natingala ang mga disipulo, kag nagpinamangkotanay sanda, Kon amo, sin-o run lang bay ang maluwas?
027	Ginturuk sanda ni Jesus kag nagkuon, Kon sa tawo indi gid dya mahimo, pero lain tana sa Dios, tungud hay ang tanan nga butang mahimo na.
028	Dayon nagkuon si Pedro, Kami tamun, ginbayaan namun ang tanan kag nagsunod kanimo.
029	Nagsabat si Jesus, Sugidan ko kamo, wara ti bisan sin-o nga nagbiya kang anang balay ukon mga kabugtoan ukon nanay ukon tatay ukon mga kabataan ukon mga kalupaan tungud kanakun kag sa Mayad nga Balita,
030	nga indi makabaton kang balus nga sanggatos ka pilo sa kadya nga mga panag-onmga balay, mga kabugtoan, mga nanay, mga kabataan, kag mga kalupaan, imaw man ang mga paghingabot.
030	Kag sa paraaboton nga mga panag-on makaangkun tana kang kabuhi nga wara ti katapusan.
031	Pero duro nga mga dungganun kadya ang mangin kubus sa urihi kag duro nga mga kubus kadya ang mangin dungganun sa urihi.
032	Sa dalanun sanday Jesus patukad sa Jerusalem, kag nagauna si Jesus sa anang mga disipulo.
032	Natingala sanda, kag ang iba tana nga mga nagasurunod nahadluk.
032	Gintipon ruman ni Jesus ang anang mga disipulo kag naghambal tana kananda nahanungud sa anang ginapaabot nga matabo kana.
033	Nagkuon tana, Pamati kamo, nagatukad kita paagto sa Jerusalem nga sa diin ang Anak kang Tawo igatugyan sa mga pangulo kang Kaparian kag sa mga manunudlo kang kasugoan, kag sintensyahan nanda tana kang kamatayun kag itugyan sa mga bukun ti Judio.
034	Pagayagutaun nanda tana, dupraan kag hanoton kag pagapatyun; pero pagkatapos kang tatlo ka adlaw mabanhaw tana.
035	Nagparapit kay Jesus ang mga bata ni Zebedeo nga sanday Santiago kag Juan kag magkuon kana, Maestro, may ipangabay raad kami kanimo nga himoon mo para kanamun.
036	Nagsabat si Jesus, Ano raad haw ang gusto ninyo nga himoon ko para kaninyo?
037	Nagsabat sanda, Papungkoa kami sa tupad nimo kon maghari run ikaw; ang isara sa tuo nayon kag ang isara tana sa wala nayon.
038	Pero nagkuon si Jesus kananda, Wara kamo kamaan kon ano ang inyo ginapangayo.
038	Masarangan bala ninyo atubangun ang mga pag-antos nga akun pagaantoson?
038	Masarangan man bala ninyo atubangun ang kamatayun nga akun pagaagumun?
039	Nagsabat sanda, Huud, masarangan namun!
040	Nagkuon si Jesus kananda, Magaantos gid man kamo pareho kang akun pag-antos kag mapatay gid man kamo pareho kanakun.
041	Pero wara ako ti kinamatarung nga magpili kon sin-o ang magapungko sa akun tuo ukon wala, kundi ang Dios amo ang magatugro ka dya sa mga tawo nga anang gintigan-an.
042	Kang mabatian dya kang napulo ka disipulo, nag-ugut sanda kanday Santiago kag Juan.
043	Gani gintipon sanda ni Jesus kag ginkun-an, Nakamaan kamo nga ang mga tawo nga ginakabig nga mga manugdumara kang mga bukun ti Judio, amo ang nagagahum kananda, kag ang nagapangulo kananda amo ang ginasunod nanda.
