verse	content
001	Nagkuon si Jesus sa anang mga disipulo, Indi gid malikawan nga magaabot ang mga butang nga mangin kabangdanan sa pagpakasala.
001	Pero makaluluoy lang ang tawo nga amo ang mangin kabangdanan kang pagkasala kang anang isigka-tawo.
002	Mas mayad pa nga ipamatohan ang anang liug kang garalingan nga bato kag itagbung tana sa tunga kang dagat sangsa tana ang mangin kabangdanan nga makasala ang isara sa mga kabataan nga dya.
003	Gani mag-andam kamo!
004	Kon makasala ang imo isigka-tumuluo, sawaya tana.
004	Kag kon maghinulsul tana, patawara tana.
005	Kon makapito tana ka beses nga makasala kanimo sa sulud kang sangka adlaw, kag makapito man tana ka beses nagaagto kanimo kag nagakuon, Ginahinulsulan ko ang ginhimo ko nga sala, kinahanglan patawarun mo tana.
006	Nagkuon ang mga apostoles sa Ginoo, Dugangi pa gid ang amun pagtoo!
007	Nagsabat ang Ginoo, Kon may pagtoo kamo nga bisan pareho lang ka gamay sa liso kang mustasa, sarang kamo makakuon sa kahoy nga sicamoro nga dya, Gabuta kag itanum ang imo kaugalingun sa dagat!
007	kag dya magatuman kaninyo.
008	Pananglitan may surugoon ikaw nga nagaarado ukon nagabantay kang mga karnero.
008	Sa anang pag-uli halin sa uma, ginakun-an mo bala tana nga magdali kag magkaun run?
009	Wara, sa baylo, nagakuon ikaw kana, Himusi ako ka akun yapon, dayon mag-ilis ikaw kag sirbihan ako rugya samtang nagakaun ako.
009	Kag pagkatapos nga makakaun ako pwede run ikaw makakaun.
010	Ang surugoon wara ginapasalamatan sa paghimo kang ginasugo kana tungud hay amo dya ang anang katungdanan.
011	Amo man ria kaninyo.
011	Sa tapos nga mahimo ninyo ang tanan nga ginsugo kaninyo, makuon kamo, Mga surugoon lang man kami;
011	ginhimo lang namun ang amun katungdanan.
012	Samtang nagapaagto si Jesus sa Jerusalem, nag-agi tana sa may dulonan kang Samaria kag Galilea.
013	Kang nagapasulud tana sa sangka baryo, ginsug-alaw tana kang napulo ka mga tawo nga aruon.
013	Nagatirindug sanda rugto sa marayu
014	kag nagasiringgitan nga nagakuon, Jesus!
014	Agalun!
014	Maluoy ikaw kanamun!
015	Kang makita sanda ni Jesus nagkuon tana kananda, Panaw kamo kag mag-agto sa mga pari kag magpaturuk kananda.
016	Samtang nagapanaw sanda, nag-arayad sanda.
017	Ang isara kananda, kang matalupangdan na nga nag-ayad run tana, nagbalik nga nagadayaw sa Dios sa mabaskug nga limug.
018	Nagluhod tana sa may kahig nayon ni Jesus kag nagpasalamat kana.
018	Ang tawo nga dya Samaritanhun.
019	Namangkot si Jesus, Napulo kabay kamo nga nag-arayad?
019	Ang syam tana sa diin run?
020	Wara gid ti nagbaralik sa pagpasalamat sa Dios magluwas lang sa pangayaw nga dya?
021	Kag nagkuon si Jesus sa tawo, Tindug run kag magpanaw.
021	Ang imong pagtoo amo ang nag-ayad kanimo.
022	Sangka tion, may mga Fariseo nga namangkot kay Jesus kon san-o magaumpisa ang paghari kang Dios.
022	Nagsabat si Jesus kananda, Ang pag-umpisa kang paghari kang Dios indi maman-an paagi sa mga butang nga makita.
023	Wara man ti makakuon nga, Sulnga, dyaay run!
023	ukon, Rugto run!
023	tungud hay ang paghari kang Dios rugyan mismo kaninyo.
024	Dayon nagkuon si Jesus sa mga disipulo, Magaabot ang tion nga magahandum kamo nga raad sangka adlaw makita ninyo liwan ang Anak kang Tawo, pero indi dya matabo.
025	May mga magakuon kaninyo, Rugto tana run!
025	ukon Dyaay tana run!
025	Indi kamo maggwa sa pagsunod kananda.
026	Tungud hay ang pag-abot kang Anak kang Tawo, mangin pareho sa kirab kang kilat nga nagasanag sa kalangitan halin sa pihak paagto sa pihak.
027	Pero kinahanglan anay nga mag-agum tana kang duro nga mga pag-antos kag sikwayun kang mga tawo sa ka dya nga panag-on.
028	Ang kahimtangan kang kalibutan sa pag-abot kang Anak kang Tawo, mangin pareho sa panag-on ni Noe.
029	Ang mga katawhan kato nagapinagusto lang ka kaun, ka inum kag pangasawa kag pamana, hasta nga mag-abot ang adlaw nga nagsulud si Noe sa arka kag nag-abot ang anaw kag nagkaramatay ang tanan nga mga tawo.
030	Amo man karia sa panag-on ni Lot.
030	Ang mga tawo nagapinagusto lang ka kaun kag inum, nagabinaklanay kag nagabinaligyaanay, nagapananum kag nagapatindug kang mga balay.
031	Pero katong adlaw nga maghalin si Lot sa Sodoma, ginpauranan dya kang Dios kang kalayo kag asupre kag nagkarapapas ang tanan nga tawo rugto.
032	Amo gid ria ang kahimtangan kang kalibutan sa adlaw nga ang Anak kang Tawo magpahayag.
033	Sa amo to nga adlaw, ang tawo nga nataboan nga rugyan sa atup kang anang balay indi run magnaog kag magbuul kang anang mga pagkabutang sa sulud kang balay.
033	Kag ang tawo tana nga rugto sa uma, indi run man mag-uli sa balay.
034	Panumduma ninyo ang natabo sa asawa ni Lot.
035	Ang tawo nga nagatinguha nga luwasun ang anang kabuhi maduraan tana ka dya, pero ang tawo tana nga maduraan kang kabuhi, amo ang makaangkun ka dya.
036	Sugidan ko kamo, sa amo to nga gabii, kon may darwa ka tawo nga nagaturog sa sangka baratangan, ang isara pagabul-un, ang isara tana mabilin.
037	Kon may darwa ka bayi nga nagagaling, ang isara pagabul-un, kag ang isara tana mabilin.
038	Kag kon may darwa man ka tawo nga nagaobra sa uma, ang isara pagabul-un kag ang isara tana mabilin.
039	Dayon namangkot kana ang mga disipulo, Sa diin bay, Ginoo?
040	Nagsabat si Jesus, Kon sa diin gani ang patay nga lawas, rugto man nagatiripon ang mga pispis nga buwitre.
