verse	content
001	Kang nagahinamput run sanday Jesus sa Jerusalem marapit sa mga banwa kang Betfage kag Betania, rugto sa Bukid kang mga Olibo, ginsugo ni Jesus ang darwa na ka mga disipulo
002	nga nagakuon, Agto kamo sa sunod nga baryo.
002	Pag-abot ninyo rugto, may makita kamo nga sangka tinday nga asno nga nabangut kag wara pa gid masakyi.
002	Hubadi ninyo dya kag dar-un rugya.
003	Kon may mamangkot gani kaninyo kon andut nga ginahimo ninyo ria, sabtun ninyo nga, Kinahanglan dya kang Ginoo kag ibalik na man dayon.
004	Gani nagpanaw sanda kag nakita nanda sa dalan ang sangka tinday nga asno nga nabangut sa pwertahan kang sangka balay, kag ginhubadan nanda dya.
005	Ang mga tawo rugto nga nagatirindug namangkot kananda, Andut nga ginahubadan ninyo ang tinday nga ria?
006	Nagsabat sanda suno sa ginkuon ni Jesus kananda, kag ginpabay-an sanda nga maghalin.
007	Gindara nanda ang tinday nga asno kay Jesus kag ginhapinan nanda kang andang mga kunup ang likod na ka dya kag nagsakay si Jesus rugya ka dya.
008	Duro nga mga tawo ang naghurumlad kang andang mga kunup sa dalan, samtang ang iba tana nagpanapas kang mga marabong nga sanga sa kaumahan kag ginpangladlad sa dalan.
009	Ang mga tawo nga nagauna kay Jesus kag ang mga nagasurunod kana nagasiringgit, Hosanna!
009	Pakamayadun ang nagaabot nga ginpadara kang Ginoo!
010	Pakamayadun ang magaabot nga ginharian kang atun ulang nga si David.
010	Dayawun ang Dios sa kalangitan!
011	Nagsulud si Jesus sa Jerusalem kag nag-agto tana sa templo kag nagpanghulung-hulung sa palibot.
011	Tungud hay sirum run, naggwa si Jesus kag nag-agto sa Betania imaw kang napulo'g darwa ka mga disipulo.
012	Pagkadason nga adlaw, samtang nagapabalik sanday Jesus halin sa Betania, nakabatyag tana kang gutum.
013	May nakita tana sa unahan nga kahoy nga higera nga marabong ang anang mga dahon.
013	Gin-agtonan na dya kag turukun kon may bunga.
013	Pero kang maparapitan na run dya, nasapwan na nga puro lang man dya dahon tungud hay bukun pa ti tagburunga kang higera.
014	Gani ginkun-an na ang kahoy nga higera, Halin kadya wara run gid ti may magkaun kang imong bunga.
015	Ang ginkuon na nga dya nabatian kang anang mga disipulo.
016	Pagkaabot nanda sa Jerusalem, nagsulud si Jesus sa templo kag ginpanabog na ang mga nagapamaligya kag nagapamakal.
016	Ginpamaliskad na ang mga lamesa kang mga manugbaylo kang kwarta kag ang mga purongkoan kang mga manugbaligya kang pating.
017	Gindumilian na ang bisan sin-o nga magdara kang bisan ano nga mag-agi sa templo.
018	Gintudloan na ang mga tawo, Indi bala nga nasulat sa kasulatan nga nagkuon ang Dios Ang akun balay pagatawgun nga balay-parangamuyoan para sa tanan nga mga katawhan halin sa nagkalain-lain nga mga nasyon?
018	Pero ginhimo ninyo dya nga paranagoan kang mga takawan.
019	Nabatian dya kang mga pangulo kang kaparian kag kang mga manunudlo kang Kasugoan.
019	Gani, nagpangita sanda kang paagi nga mapatay si Jesus.
019	Nahadluk sanda kana tungud hay ang tanan nga mga tawo nanamian gid sa anang mga ginapanudlo.
020	Pagkasirum, naggwa sanday Jesus sa syudad.
021	Pagkaaga, samtang nagapanaw sanda sa dalanun, nakita nanda ang kahoy nga higera nga laya run hasta gid sa anang mga gamot.
022	Nadumduman ni Pedro ang natabo kag nagkuon tana kay Jesus, Maestro, turuka bala, ang kahoy nga higera nga imo ginsumpa laya run!
023	Nagkuon si Jesus kananda, Magtoo kamo sa Dios!
024	Sugidan ko kamo, ang bisan sin-o nga magkuon sa bukid nga dya nga maghalin kag magsaylo sa dagat, kag wara nagapangduha-duha sa anang tagipusoon kundi nagatuo nga ang anang ginkuon matabo gid, matuman gid dya.
025	Gani ginakuon ko kaninyo nga kon mangamuyo gani kamo sa pagpangayo kang bisan ano nga butang, magtuo kamo nga inyo run dya nabaton kag maangkun gid ninyo dya.
026	Sa tion nagapangamuyo kamo, kon may ginalainan kamo kang buut patawara anay ninyo tana agud to nga ang inyo Amay sa langit magapatawad man kaninyo sa inyo mga kasal-anan.
027	Pero kon indi gani kamo magpatawad sa iba, indi man kamo pagpatawarun kang inyo Amay sa langit.
028	Nag-abot ruman sanday Jesus sa Jerusalem kag kang nagapanaw tana sa templo, ginparapitan tana kang mga pangulo kang kaparian, mga manunudlo kang Kasugoan kag kang mga kamal-aman.
029	Ginpamangkot nanda si Jesus, Ano ang imo awtoridad sa pagpanghimo kang dya nga mga butang?
029	Kag sin-o ang nagtugro kanimo kang awtoridad sa paghimo ka dya?
030	Nagkuon si Jesus kananda, May pamangkot man ako kaninyo; sabta ninyo ako, kag isugid ko kaninyo kon ano ang akun awtoridad sa paghimo kang dya nga mga butang.
031	Sugidi ninyo ako, sa diin naghalin ang awtoridad ni Juan sa pagpangbawtiso, sa Dios bala ukon sa tawo?
032	Kag nagbinaisay sanda nga nagakuon, Kon magkuon kita nga sa Dios maghalin, makuon tana nga, Andut nga wara kamo magpati kana?
033	Pero kon magkuon kita nga Sa tawo maghalin Nahadluk sanda sa mga tawo tungud hay ginakilala kang mga tawo nga si Juan matuod nga propeta.
034	Gani nagsabat sanda kay Jesus, Wara tamun kamaan.
035	Kag ginkun-an man sanda ni Jesus, Indi ko man pag-isugid kaninyo kon ano ang akun awtoridad sa paghimo kang dya nga mga butang.
