verse	content
001	Kag nagkuon pa gid si Jesus, Sa pagkamatuod sugidan ko kamo, may iba nga nagatirindug rugya nga indi mapatay hasta nga makita nanda ang paghari kang Dios nga may gahum.
002	Pagkaligad kang anum ka adlaw, gin-imaw ni Jesus sanday Pedro kag ang magbugto nga si Santiago kag Juan kag nagtukad sanda sa sangka mataas nga bukid nga sandahanun lang.
002	Samtang nagaturuk sanda kay Jesus, nakita nanda nga nagbaylo ang anang dagway.
003	Ang anang bayo nagbanaag sa ka puti nga tama ka makasirilaw nga wara ti bisan sin-o sa kalibutan nga makapaputi kang pareho ka dya.
004	Nakita nanda si Elias imaw ni Moises nga nagapakig-istorya kay Jesus.
005	Kag nagkuon si Pedro kay Jesus, Maestro, mayad gid nga rugya kita!
005	Mahimo kami kang tatlo ka karakamalig, ang isara para kanimo, ang isara tana para kay Moises kag ang isara pa gid para kay Elias.
006	Wara tana kamaan kon ano ang anang hambalun tungud hay sobra gid ang andang kahadluk.
007	Dayon, ginlikupan sanda kang panganod, kag may limug nga halin sa panganod nga nagakuon, Amo dya ang akun hinigugma nga Anak, pamatii ninyo tana.
008	Sa hinali, kang magturuk sanda sa palibot, wara run sanda ti nakita nga imaw nanda magluwas lang kay Jesus.
009	Kang nagapadulhog run sanda sa bukid, ginmandoan sanda ni Jesus nga indi gid nanda pagpanugid sa bisan kay sin-o ang andang nakita, hasta nga ang Anak kang tawo mabanhaw halin sa mga minatay.
010	Gani ginhipsan lang nanda dya.
010	Pero nagpinamangkotanay sanda kon ano ang buut hambalun kang anang ginkuon nga pagkabanhaw halin sa mga minatay.
011	Kag ginpamangkot nanda si Jesus, Andut haw nga nagakuon ang mga manunudlo kang Kasugoan nga kinahanglan magauna ka abot si Elias?
012	Nagsabat tana kananda, Matuod gid man nga magauna ka abot si Elias sa pag-aman kang tanan nga mga butang.
012	Kag andut haw nga ginakuon sa Kasulatan nga ang Anak kang Tawo kinahanglan nga mag-agum kang duro nga mga pag-antos kag pagasikwayun?
013	Pero ginakuon ko kaninyo nga nag-abot run si Elias kag ginhimo nanda kana kon ano ang gusto nanda himoon, suno sa nasulat sa kasulatan nahanungud kana.
014	Kang nakabalik run sanday Jesus sa iba nga mga disipulo, nakita nanda nga napalibotan sanda kang tama ka duro nga mga tawo, kag nagapakigbais kananda ang mga manunudlo kang kasugoan.
015	Pagkakita kang mga tawo kay Jesus, natingala gid sanda ka mayad, kag nagdinalagan sanda sa pag-abi-abi kana.
016	Nagpamangkot si Jesus sa anang mga disipulo, Ano ang ginapakigbais ninyo kananda?
017	Nagsabat ang sangka tawo halin sa karak-an, Maestro, gindara ko ang akun bata nga laki rugya kanimo tungud hay nasab-an tana kang malaot nga ispirito nga amo ang nagpaapa kana.
018	Kada aboton tana, ginalampus tana kang malaot nga ispirito.
018	Dayon, nagaburora ang anang ba-ba kag nagabagrut ang anang mga unto kag nagatiskug tana.
018	Ginpangabay ko ang imong mga disipulo nga paggwaun nanda ang malaot nga ispirito, ugaring indi man sanda makasarang.
019	Nagkuon si Jesus kananda, Kamo nga mga tawo sa kadya nga panag-on wara gid kamo ti pagtoo!
019	Hasta san-o pa ayhan nga magapakig-imaw ako kaninyo?
019	Hasta san-o pa ayhan ang akun pag-agwanta kaninyo?
019	Dar-a rugya kanakun ang bata!
020	Kag gindara nanda kana ang bata.
021	Kang makita kang malaot nga ispirito si Jesus, ginpakudug na lagi ang bata.
021	Natumba dya sa lupa kag nagligid-ligid nga nagaburora ang anang ba-ba.
022	Ginpamangkot ni Jesus ang tatay kang bata, Halin pa kan-o nga nagatulad tana karia?
023	Nagsabat ang tatay, Halin pa ria kang bata pa tana.
024	Masami nga ginatablug na dya sa kalayo kag itagbung sa tubig agud nga mapatay.
024	Gani kon makasarang ikaw, maluoy ikaw kanamun, kag buligi man kami.
025	Nagsabat si Jesus, Ano ang buut mo hambalun kang, kon makasarang kaw?
025	Ang tanan nga butang mahimo gid sa tawo nga may pagtoo.
026	Lagi-lagi nagsinggit ang tatay kang bata, Nagatuo ako pero kulang pa.
026	Buligi ako sa kakulangan ko nga dya.
027	Kag kang matalupangdan ni Jesus nga ang mga tawo nagadinagusu run paagto kananda, ginmandoan na ang malaot nga ispirito, Ikaw nga malaot nga ispirito nga nagapabungul kag nagapaapa, ginamandoan ko ikaw nga maggwa kana kag indi run gid magbalik liwan kana!
028	Nagsinggit ang malaot nga isipirito kag ginpakudug ka mayad ang bata kag naggwa.
028	Ang bata daw sa bangkay run kon turukun, gani nga ang kalabanan sa mga tawo nagkuon, Patay run ria!
029	Pero ginkaptan ni Jesus sa alima ang bata kag ginbuligan dya nga makatindug, kag nagtindug dya.
030	Kang makasulud run sanday Jesus sa balay kag kang sandahanun run lang, ginpamangkot tana kang anang mga disipulo, Andut nga indi tamun haw ka sarang magtabog kang malaot nga ispirito nga to?
031	Nagsabat si Jesus kananda Indi nyo gid man masarangan nga itabogon ang amo to nga sahi kang malaot nga ispirito kon bukun ti paagi sa pangamuyo.
032	Naghalin sanday Jesus sa lugar nga to kag nag-agi sa Galilea.
032	Indi malyag si Jesus nga may makamaan kon diin tana,
033	tungud hay nagapanudlo tana sa anang mga disipulo nga ang Anak kang Tawo igatugyan sa alima kang mga tawo.
033	Pagapatyun nanda tana pero sa ikatlo nga adlaw mabanhaw tana.
034	Pero wara nanda mahangpi ang buut hambalun kang ginapanudlo na nga dya kag nahadluk man sanda mamangkot kana.
035	Nag-abot sanda sa Capernaum.
035	Kag kang sa balay run si Jesus ginpamangkot na ang anang mga disipulo, Ano ang ginabaisan ninyo sa dalanun?
036	Pero naghipus lang sanda tungud hay kang rugto sanda sa dalanun nagabinaisay sanda kon sin-o gid kananda ang labaw sa tanan.
037	Nagpungko si Jesus kag gintawag na ang napulo'g darwa na ka disipulo kag nagkuon kananda, Ang bisan sin-o nga gusto mangin una, kinahanglan nga mangin urihi tana sa tanan kag mangin alagad kang tanan.
038	Dayon, nagbuul tana kang sangka bata kag ginpatindug sa tunga nanda.
038	Ginsabak na dya kag nagkuon kananda,
039	Ang bisan sin-o nga magabaton sa sangka bata nga pareho ka dya tungud sa akun ngaran, nagabaton kanakun.
039	Kag ang bisan sin-o nga nagabaton kanakun, bukun ti ako ang anang ginabaton kundi ang nagpadara kanakun.
040	Nagkuon si Juan kay Jesus, Maestro, may nakita kami nga tawo nga nagapanabog man kang demonyo nga ginagamit ang imo ngaran kag gintapna namun tana tungud hay bukun tana ti kaimaw natun.
041	Pero nagsabat si Jesus, Indi ninyo tana pagtapnaa tungud hay wara ti bisan sin-o nga nagahimo kang makatiringala nga butang sa akun ngaran kag dayon maghambal kang sayud nahanungud kanakun.
042	Tungud hay ang bisan sin-o nga wara nagakontra kanatun kadampig natun.
043	Sugidan ko kamo, ang bisan sin-o nga magapainum kaninyo kang tubig tungud hay ana kamo ni Cristo magabaton gid tana kang padya.
044	Ang bisan sin-o nga mangin kabangdanan nga makasala ang isara sa mga kabataan nga dya, mas mayad pa nga pamatohan ang anang liug kang bahul nga garalingan nga bato kag itagbung sa dagat.
045	Gani kon ang imong alima amo ang mangin kabangdanan kang imong pagpakasala, utda dya.
045	Mayad pa nga makaagum ikaw kang kabuhi nga wara ti katapusan nga sampihak ang imong alima sangsa darwa ang imong alima kag sa impyerno ikaw maagto, rugto sa kalayo nga wara ti katapusan ang anang pagdaba-daba,
046	nga sa diin ang mga ulod wara nagakapatay kag ang kalayo wara ti katapusan ang anang pagdaba-daba.
047	Kag kon ang imong kahig amo ang mangin kabangdanan kang imong pagpakasala, utda dya.
047	Mayad pa nga makaagum ikaw kang kabuhi nga wara ti katapusan nga sampihak ang imong kahig sangsa darwa ang imong kahig kag itablug ikaw sa impyerno,
048	nga sa diin ang mga ulod wara nagakapatay kag ang kalayo wara ti katapusan ang anang pagdaba-daba.
049	Kag kon ang imong mata amo ang mangin kabangdanan kang imong pagpakasala, lukita dya.
049	Mayad pa nga magpasakup ikaw sa paghari kang Dios nga sampihak ang imong mata sangsa timbang ang imong mata kag itablug ikaw sa impyerno,
050	nga sa diin ang mga ulod wara nagakapatay kag ang kalayo wara ti katapusan ang anang pagdaba-daba.
051	Tungud hay ang kada isara pagapaputliun paagi sa kalayo pareho kang haralad nga ginaasinan.
052	Mapuslanun ang asin pero kon madura run gani ka dya ang anang kapait, paano mo pa dya maggamit sa pag-unaw?
053	Mangin pareho kamo kang asin nga mapuslanun;
053	magpakighidait kamo sa isara kag isara.
