verse	content
001	Dayon naghalin si Jesus sa lugar nga to imaw kang anang mga disipulo kag nag-uli sa anang kaugalingun nga banwa.
002	Pag-abot kang Adlaw nga Inugpahuway, nagpanudlo tana sa sinagoga.
002	Duro nga mga tawo ang natingala gid kang mabatian nanda tana.
002	Nagkuon sanda, Sa diin na ginpamuul ang tanan nga mga ginapanghambal na nga ria?
002	Ano nga klase kang kaaram ang gintao kana?
002	Paano tana makahimo kang mga milagro?
003	Indi bala nga ahaw panday lang man ria nga bata ni Maria?
003	Indi bala nga bugto tana nanday Santiago, Jose, Judas kag Simon?
003	Rugya man kabay nagauli ang anang mga bugto nga bayi?
003	Gani nga wara ginbaton si Jesus kang mga tawo.
004	Ginkun-an sanda ni Jesus, Ang propeta ginatahod bisan diin magluwas lang sa anang kaugalingun nga banwa kag kang anang mga himata kag pamilya.
005	Gani nga wara tana makahimo kang mga milagro rugto magluwas lang sa pag-ayad kang pira ka bilog nga mga masakitun paagi sa pagtungtong kang anang alima kananda.
006	Natingala gid si Jesus tungud hay wara sanda ti pagtoo kana.
007	Amo to kag nag-agto si Jesus sa palibot nga mga baryo kag magpanudlo sa mga tawo.
008	Dayon, gintipon na ang napulo'g darwa ka mga disipulo kag ginpapanaw nga tag darwa-darwa.
008	Gintugroan na sanda kang gahum sa pagpanabog kang mga malaot nga ispirito.
009	Ginbilinan na sanda, Indi kamo magdara kang bisan ano sa inyo nga pagpanaw magluwas lang sa baston; indi man kamo magbalon kang pagkaun ukon puyo-puyo ukon kwarta.
010	Magsuksok kamo kang sandalyas pero indi kamo magdara kang inyong irislan nga bayo.
011	Ginkun-an na pa gid sanda, Kon sa diin nga balay kamo batonon, rugyan kamo tiner hasta nga maghalin kamo sa lugar nga ria.
012	Kon may mga lugar nga indi magbaton kaninyo kag indi magpamati kaninyo, tataka ninyo ang yab-ok sa inyo mga kahig sa inyong paghalin, bilang patimaan nga wara run kamo ti sarabtun kananda.
013	Gani nagpanaw sanda kag nagpangwali nga ang mga tawo kinahanglan maghinulsul sa andang mga sala.
014	Duro nga mga demonyo ang andang ginpanabog kag ginpanghaplasan nanda kang lana ang mga nagamarasakit nga mga tawo kag ginpang-ayad sanda.
