verse	content
001	Kar-on may mga Fariseo kag mga manunudlo kang Kasugoan nga nagharalin pa sa Jerusalem ang nagtiripon kay Jesus.
002	Napanilagan nanda nga ang iba sa mga disipulo ni Jesus nagakaun nga wara makapanghugas kang andang alima suno sa paagi nga gintudlo kang mga Fariseo.
003	Tungud hay ang mga Fariseo, kag ang tanan nga mga Judio wara nagakaun kon wara makapanghugas kang andang alima nga suno sa gintudlo kang andang mga kamal-aman.
004	Kag kon mag-abot sanda halin sa tindahan wara sanda pagkaun kon indi nanda mahugasan ang andang lawas.
004	Duro pa gid nga mga turumanun ang andang ginasunod pareho kang husto nga paghugas kang mga tasa, kuron, kag mga surudlan nga saway.
005	Gani ginpamangkot kang mga Fariseo kag mga manunudlo kang Kasugoan si Jesus, Andut haw nga ang imo mga disipulo wara pagtuman kang mga turumanun nga gintudlo kang atun mga kamal-aman?
005	Nagakirinaun lang sanda nga wara makapanghugas kang andang mga alima.
006	Nagsabat si Jesus, Husto gid man ang ginkuon ni propeta Isaias nahanungud kaninyo nga mga hipokrito.
006	Pareho kang anang ginsulat, Kuon kang Dios,
007	Ang mga katawhan nga dya nagapadungug kanakun sa andang mga pulong
008	pero ang andang mga tagipusoon marayu gid kanakun.
009	Wara ti pulos ang pagsimba nanda kanakun,
010	tungud hay ginatudlo nanda ang pagturon-an nga ginhimo kang tawo
011	nga kuno kanakun maghalin.
012	Nagkuon pa gid si Jesus, Ginpatumbayaan ninyo ang mga Kasugoan kang Dios, kag ginsunod ninyo ang mga turumanun nga ginhimo kang tawo.
013	Padayon pa gid si Jesus sa pagkuon, Nami gid kamo maghimo kang mga padihut sa pagsikway kang kasugoan kang Dios agud to nga matuman ninyo ang inyo turumanun.
014	Pareho kang ginsugo ni Moises, Tahoda ninyo ang inyo tatay kag nanay kag, ang bisan sin-o nga magpasipala sa anang tatay ukon nanay kinahanglan nga mapatay.
015	Pero ang ginatudlo tana ninyo amo nga kon ang sangka tawo may burolig sa anang tatay ukon nanay, pero kon magkuon tana nga, Korban dya kon sayudon, ana run dya kang Dios
016	indi run tana kinahanglan nga magbulig sa anang tatay ukon nanay.
017	Sa paghimo ninyo ka dya, ginabalewara ninyo ang pulong kang Dios, paagi sa pagpasulabi ninyo kang mga turumanun nga inyo ginapaalinton sa mga tawo.
017	Kag duro pa gid nga mga butang nga pareho ka dya ang inyo ginahimo.
018	Ginpanawag ruman ni Jesus ang mga tawo nga magparapit kana kag magkuon kananda, Pamati kamo tanan kanakun, kag hangpa ninyo dya
019	bukun ti ang ginakaun kang tawo ang makadagta kana, kundi ang nagagwa kana.
020	Kamo nga mga nagaparamati, intiendiha ninyo ka mayad ang inyo nabatian.
021	Kang ginbayaan ni Jesus ang mga tawo kag nagsulud sa balay, ginpamangkot tana kang anang mga disipulo nahanungud sa paraanggidan nga dya.
022	Nagsabat tana kananda, Pareho man bala kamo kang iba nga wara ti panghangup?
022	Wara bala kamo kamaan nga ang bisan ano nga ginakaun kang tawo indi makadagta kana?
