verse	content
001	Naghambal si Jesus sa mga tawo paagi sa mga paraanggidan, May sangka tawo nagtanum kang ubas sa anang uma.
001	Ginkudalan na dya palibot kag nagkutkot tana kang buho para purugaan kang ubas.
001	Nagpatindug man tana kang mataas nga barantayan.
001	Pagkatapos, ginpaagsa na ang anang ubasan kag nagpanaw sa iba nga lugar.
002	Kang pag-abot kang tag-arani kang ubas, nagpadara tana kang anang surugoon sa mga agsador sa pagbuul kang anang huray sa patubas.
003	Pero gindakup kang mga agsador ang surugoon kag ginbakol nanda dya kag ginpabalik nga wara gid ti dara.
004	Dayon nagsugo liwan ang tag-iya kang lain nga surugoon.
004	Ginlampusan dya kang mga agsador sa ulo kag ginpakahuy-an.
005	Nagsugo pa gid tana kang sangka surugoon pero ginpatay nanda dya.
005	Amo man dya ang natabo sa iba pa gid nga mga surugoon nga anang ginpadara.
005	Ang iba ginpamakol nanda kag ang iba tana ginpamatay.
006	Isara run lang ang nabilin nga sarang na mapadara; ang anang pinalangga nga bata.
006	Kang urihi, ginpadara na ang anang bata kananda.
006	Nagkuon tana sa anang kaugalingun, Tahaun gid nanda ang akun bata!
007	Pero nagmunohay ang mga agsador, Dyaay ang manunubli!
007	Dali, patyun natun tana agud to nga mangin atun run ang anang paranubliun!
008	Gani gindakup nanda dya kag ginpatay, kag gintablug sa gwa kang ubasan.
009	Kar-on, ano bay ang himoon kang tag-iya kang ubasan?
009	Agtonan na kag pamatyun ang mga agsador kag ipaagsa na sa iba ang anang ubasan.
010	Wara bala ninyo mabasa ang bahin kang kasulatan nga dya?
011	Ang bato nga wara maluyagi kang mga manughimo kang balay,
012	amo pa ang nangin pinakapamusod nga bato.
013	Ang Ginoo ang naghimo ka dya
014	kag tama gid dya ka makatiringala!
015	Gintinguhaan kang mga pangulo kang mga Judio nga dakpun si Jesus tungud hay naman-an nanda nga sanda ang ginatumud sa paraanggidan nga dya.
015	Pero nahadluk sanda sa mga tawo gani ginbayaan nanda tana kag maghalin.
016	May mga Fariseo kag mga sumuronod ni Herodes nga ginpaagto nanda kay Jesus agud dakup-dakupun tana paagi sa anang mga hambal.
017	Nagparapit sanda kana kag nagkuon, Maestro, naman-an namun nga nagahambal ikaw kang matuod kag wara ikaw nagapadara-dara sa tawo tungud hay wara ikaw ti pinilian.
017	Kag ginatudlo mo kon ano ang kabubut-un kang Dios sa tawo.
017	Kar-on, ginatugot bala kang Kasugoan ang magbayad kang buwis sa Emperador kang Roma, ukon wara?
018	Dapat bala nga magbayad kita ukon indi?
019	Pero naman-an ni Jesus nga nagapakuno-kuno lang sanda, gani nagkuon tana kananda, Andut haw nga ginadakup-dakup ninyo ako?
019	Taw-i ninyo ako kang sangka kwarta nga pilak, kag turukun ko.
020	Gintugroan nanda tana.
020	Kag ginpamangkot sanda ni Jesus, Kay sin-o itsura kag ngaran ang nabutang rugya?
021	Nagkuon sanda kana, Ana kang Emperador!
022	Gani nagkuon si Jesus kananda, Itugro ninyo sa Emperador ang para sa Emperador kag itugro ninyo sa Dios ang para sa Dios.
022	Kag natingala gid sanda kana.
023	May mga Saduceo nga nag-agto kay Jesus.
023	Sanda ka dya wara nagapati nga may pagkabanhaw.
023	Namangkot sanda kay Jesus,
024	Maestro, nagsulat si Moises para kanatun nga, Kon mapatay ang sangka tawo kag mabilin ang anang asawa nga wara sanda ti bata, kinahanglan nga pangasaw-un kang bugto kang napatay ang balo agud to nga makapamata sanda para sa napatay.
025	May pito ka magburugto nga laki.
025	Nangasawa ang kagurangnan kag napatay nga wara ti bata.
026	Ginpangasawa kang ikarwa nga bugto ang balo, kag napatay man dya nga wara sanda ti bata.
026	Amo man ria ang natabo sa ikatlo nga bugto.
027	Tanan sanda nga pito nagpangasawa sa bayi kag napatay nga wara sanda ti bata.
027	Kang urihi run, napatay man ang bayi.
028	Kar-on, sa adlaw nga ang mga patay banhawun, sa kay sin-o tana asawa tungud hay sanda nga pito nakapangasawa kana?
029	Nagkuon si Jesus kananda, Nagsayup gid kamo tungud hay wara kamo nakamaan kang ginakuon sa kasulatan ukon kang gahum kang Dios.
030	Tungud hay kon banhawun run gani ang mga patay, indi run sanda ka dya mag-arasawahay; mangin pareho run sanda kang mga anghel sa langit.
031	Kar-on, kon parte ruman tana sa pagkabanhaw kang mga patay, wara ninyo haw mabasahi sa libro ni Moises sa mga dinalan nahanungud sa nagadaba-daba nga purongpong?
031	Nasulat rugto nga naghambal ang Dios kay Moises, Ako ang Dios ni Abraham, ang Dios ni Isaac, kag ang Dios ni Jacob.
032	Bukun tana ti Dios kang mga patay kundi kang mga buhi.
032	Gani, sayup gid kamo.
033	May sangka manunudlo kang kasugoan rugto nga nakabati kang andang pagbinaisay.
033	Natalupangdan na nga mayad ang pagsabat ni Jesus kananda.
033	Gani nagparapit tana kay Jesus kag namangkot, Ano bala nga sugo ang labing importante sa tanan?
034	Nagsabat si Jesus, Amo dyaay ang labing importante nga sugo, Pamati, Israel, ang Ginoo nga atun Dios, tana gid lang ang Ginoo;
035	higugmaun mo ang Ginoo nga imo Dios sa bug-os nimo nga tagipusoon, sa bug-os nimo nga kalag, sa bug-os nimo nga panghuna-huna kag sa bug-os nimo nga ikasarang.
036	Ang ikarwa amo dyaay, Higugmaun mo ang imo isigka-tawo pareho kang imo paghigugma sa imong kaugalingun.
036	Wara run ti iba pa nga sugo nga makalabaw sa darwa nga dya.
037	Nagsabat ang manunudlo kang kasugoan, Igsakto ikaw, Maestro.
037	Matuod gid ang imong ginkuon nga isara lang ang Dios kag wara run gid ti iba magluwas kana.
038	Kag higugmaun tana sa bug-os nga tagipusoon, sa bug-os nga panghuna-huna kag sa bug-os nga ikasarang.
038	Kag higugmaun man kang tawo ang anang isigka-tawo pareho kang anang paghigugma sa anang kaugalingun.
038	Dya tanan labing importante sangsa paghalad kang mga sinunog nga sapat kag kang iba pa nga mga haralad sa Dios.
039	Nakita ni Jesus nga maaram tana magsabat, gani ginkun-an na dya, Marapit run ikaw nga magpasakup sa paghari kang Dios.
040	Pagkatapos ka dya wara run ti nangahas nga magpamangkot kay Jesus.
041	Samtang nagapanudlo si Jesus sa templo, namangkot tana, Paano makakuon ang mga manunudlo kang Kasugoan nga ang Mesias kaliwat ni David?
042	Si David mismo nagkuon paagi sa pagtuytoy kang Balaan nga Ispirito,
043	Ang Ginoo nagkuon sa akun Ginoo,
044	Pungko ikaw sa akun tuo nayon
045	hasta nga mapyerde ko ang imong mga kaaway.
046	Si David mismo nagtawag kana nga Ginoo, gani paano bay nga nangin kaliwat tana ni David?
046	Malipayun nga nagpamati kana ang tama ka duro nga mga tawo.
047	Sa anang pagpanudlo nagkuon si Jesus, Mag-andam kamo sa mga manunudlo kang kasugoan.
047	Nanamian sanda ka dya maglagaw-lagaw nga nagabayo kang malabug, kag bugnohon nga may pagtahod kang mga tawo sa tindahan.
048	Gusto gid nanda magpungko sa mga importante nga purongkoan sa mga sinagoga kag sa mga purongkoan sa tabadan nga gintigana para sa mga dungganun nga tawo.
049	Ginapamuul nanda ang mga pagkabutang kang mga bayi nga balo kag ginatabon-tabonan lang nanda ang andang mga malain nga ginahimo kang mga malawid nga pagpangamuyo.
049	Mas tama gid ka budlay nga silot ang andang maaguman.
050	Nagpungko si Jesus sa atubang kang burutangan kang kwarta sa templo.
050	Ginaturuk na ang raku nga mga tawo nga nagahulog kang andang kwarta sa burutangan.
050	Raku nga mga manggaranun ang naghurulog kang daragkul nga kantidad.
051	Dayon may nag-abot nga sangka imol nga bayi nga balo kag naghulog kang darwa ka metal nga sinsilyo nga nagatumbas kang gamay nga kwarta.
052	Gintawag ni Jesus ang anang mga disipulo kag nagkuon kananda, Sugidan ko kamo nga mas bahul pa ang ginhulog kang imol nga bayi nga dya sangsa tanan nga naghulog kang kwarta.
053	Tungud hay ang iba nga to naghulog kang sobra sa andang manggad pero ang bayi tana nga dya bisan sa anang kaimolon gintugro na ang anang tanan, nga amo run lang ang nabilin nga anang pangabuhian.
