verse	content
001	Aga pa gid kang masunod nga adlaw, nagsinapol ang mga pangulo kang kaparian imaw kang mga kamal-aman kag mga manunudlo kang Kasugoan kag kang tanan nga mga katapo kang Konseho.
001	Gin-gapos nanda si Jesus kag gindara kag gintugyan kay Pilato.
002	Ginpamangkot tana ni Pilato, Ikaw bala ang hari kang mga Judio?
003	Nagsabat si Jesus, Ginhambal mo run.
004	Gin-akusar kang mga pangulo kang kaparian si Jesus kang duro nga mga butang.
005	Gani ginpamangkot liwan tana ni Pilato, Wara gid bala ikaw ti isabat kananda?
005	Nabatian mo kon ano ka duro ang andang akusasyon batok kanimo.
006	Pero wara run magsabat si Jesus, gani natingala gid si Pilato.
007	Kar-on, kada pista kang paglampuwas kinabatasan ni Pilato nga maghilway kang sangka priso nga ginapangayo kang mga tawo.
008	May sangka priso rugto nga ginahingaranan kay Barabas.
008	Tana ka dya napriso imaw kang mga rebelde nga nakapatay kang magpakigbato sanda sa gobyerno.
009	Nag-abot ang duro nga mga tawo kag ginpangayo nanda kay Pilato nga himoon para kananda ang anang kinabatasan nga ginahimo.
010	Ginpamangkot sanda ni Pilato, Gusto bala ninyo nga hilwayun ko para kaninyo ang Hari kang mga Judio?
011	Tungud hay nasat-uman na nga gintugyan kana kang mga pangulo kang kaparian si Jesus tungud sa kahisa.
012	Pero ginsudyot kang mga pangulo kang kaparian ang mga tawo nga si Barabas ang pangayoon nga hilwayun para kananda.
013	Nagkuon liwan si Pilato kananda, Ano bay ang akun himoon sa tawo nga ginatawag ninyo nga Hari kang mga Judio?
014	Nagsinggit sanda, Ilansang tana sa kros!
015	Nagkuon si Pilato kananda, Andut haw?
015	Ano gid haw nga sala ang nahimo na?
016	Pero gintudohan pa gid nanda ka singgit, Ilansang tana sa kros!
017	Tungud hay gusto ni Pilato nga malipay ang mga tawo, gani ginhilway na si Barabas para kananda.
017	Si Jesus tana, ginpahanot na kag gintugyan kananda agud ilansang sa kros.
018	Gindara kang mga suldado si Jesus sa sulud kang palasyo kang gobernador, nga ginatawag pretoryo, kag gintipon nanda ang bilog nga batalyon kang mga suldado.
019	Ginkunupan nanda tana kang kunup nga kolor granate kag naghimo sanda kang koro-korona nga puro tunuk kag ginbutang dya sa anang ulo.
020	Dayon ginasaludohan nanda tana nga nagakuon, Dayawun ikaw nga Hari kang mga Judio!
021	Ginapakdol nanda tana sa ulo kang surusungkod, ginadupraan kag ginaluhod-luhodan nga nagapakuno-kuno nga ginasimba nanda tana.
022	Pagkatapos nanda ka yaguta kana, gin-uba nanda ang kunup nga granate kag ginpasuksok nanda liwan kana ang anang bayo.
022	Dayon gindara nanda sa gwa agud ilansang sa kros.
023	Sa dalanun nasug-alaw nanda ang sangka tawo nga ginahingaranan kay Simon nga nagapasulud sa syudad halin sa uma.
023	Tana ka dya taga-Cirene kag tatay ni Alejandro kag Rufo.
023	Ginpirit tana kang mga suldado nga magpas-an kang kros ni Jesus.
024	Gindara nanda si Jesus sa lugar nga ginatawag Golgota nga kon sayudon, Lugar kang Bagol.
025	Gintugroan nanda tana kang bino nga nasimbugan kang mira pero wara na dya gin-inum.
026	Dayon, ginlansang nanda tana sa kros kag ginhururay ang anang bayo kag naggabot-gabot sanda para maman-an kon ano nga parte ang mabuul kang kada isara kananda.
027	Alas-nwebe ti aga kang ginlansang nanda si Jesus sa kros.
028	Nasulat sa ibabaw nayon kang kros ang andang akusasyon batok kana, Ang Hari kang mga Judio.
029	May darwa man ka kriminal nga andang ginlansang rugto imaw kay Jesus, ang isara sa anang tuo nayon kag ang isara tana sa anang wala.
030	Gani natuman ang ginakuon sa Kasulatan nga, Ginkabig tana nga isara man sa mga kriminal.
031	Ang mga nagaaragi rugto nagaulung-ulung kang anda mga ulo nga nagayaguta kana, Gub-un mo gali ang templo kag patindugun dya sa sulud kang tatlo ka adlaw!
032	Panaog dyan sa kros kag luwasa ang imong kaugalingun.
033	Ginyaguta man tana kang mga pangulo kang kaparian imaw kang mga manunudlo kang Kasugoan nga nagakinun-anay, Ginluwas na ang iba pero indi na maluwas ang anang kaugalingun.
034	Turukun ta nga magpanaog kadya sa kros ang Cristo nga hari kang Israel, agud to nga mapati kita kana.
035	Ang darwa nga ginlansang imaw kay Jesus nagpasipala man kana.
036	Pagkaudto-adlaw, nagdulum ang bilog kalibutan hasta mag-alas tres sa hapon.
037	Pagka alas-tres ti hapon, nagsinggit si Jesus sa mabaskug nga limug, Eloi, Eloi, lema sabactani?
037	nga kon sayudon, Dios ko, Dios ko, andut haw nga ginpabay-an mo ako?
038	Kang mabatian dya kang mga nagatirindug rugto, nagkuon sanda, Pamatii ninyo, ginatawag na si Elias.
039	May sangka tawo nga nagdalagan kag nagtusmaw kang espongha sa langgaw kag ginbutang dya sa punta kang sanga kang kahoy kag gintunghol sa ba-ba ni Jesus kag magkuon, Turukun ta kon maabot gid man si Elias sa pagbuul kana sa kros.
040	Nagsinggit kang matunog si Jesus kag nabugto ang anang ginhawa.
041	Ang kurtina sa templo napihak sa tunga, halin sa ibabaw paidalum.
042	Ang kapitan kang mga suldado nga nagatindug sa atubang ni Jesus, kang makita na kon paano nabugto ang ginhawa ni Jesus, nagkuon tana, Matuod gid man nga ang tawo nga dya Anak kang Dios!
043	May mga bayi man sa uruunahan nga nagaturuk kang nagakaratabo nga dya.
043	Ang iba kananda amo sanday Salome, Maria Magdalena kag si Maria nga nanay nanday Santiago nga bataun kag Jose.
044	Sanda ka dya nagsunod kay Jesus kag nag-alagad kana kang rugto pa tana sa Galilea.
044	May iba pa gid nga mga bayi rugto nga nag-imaw kay Jesus paagto Jerusalem.
045	Pagkagabii, tungud hay adlaw to kang pag-aman ukon bisperas kang Adlaw nga Inugpahuway,
046	si Jose nga taga-Arimatea nga sangka dungganun nga katapo kang konseho, nga nagahulat man nga mag-abot ang adlaw nga maghari ang Dios, nangisug nga magparapit kay Pilato kag ginpangayo ang bangkay ni Jesus.
047	Natingala gid si Pilato kang mabatian na nga patay run si Jesus.
047	Gani ginpatawag na ang kapitan kag ginpamangkot kon patay run gid man si Jesus.
048	Pagkamaan ni Pilato sa kapitan nga patay run gid man si Jesus, nagpasugot tana nga ibul-un ni Jose ang bangkay ni Jesus.
049	Nagbakal si Jose kang tela nga lino kag gintaltal ang bangkay ni Jesus sa kros.
049	Ginputos na dya kang tela nga lino kag ginbutang sa rulubngan nga gin-giab sa bato;
049	dayon nagpaligid tana kang bato nga magatakup sa pwertahan kang rulubngan.
050	Nakita nanday Maria Magdalena kag ni Maria nga nanay ni Jose kon sa diin ginlubung si Jesus.
