verse	content
001	Kaya summakay ti Jesus ten abeng sakay ummarabes ten dibelyu, sakay tummulos siya ten sadili na a banuwan.
002	Kddemt di haud ay tehud a sangan a tolay a nng-angay knni Jesus ti essa a lupug a mgkatdug ten pgkatdugan na.
002	Dikona a ketan ni Jesus ni sakonya ti kadikl en pnnampalataya di ay kinagi na ten tolay a lupug, Anak, begskkan mu i isip muwen!
002	Gapu pinatawad dn en kasalanan mu hidi.
003	Nadid, tehud a sangan a tagapagtoldu nen Kautusan a ked haud sakay kinagi di ten sadili di, Awan ti galang ten Diyos i tolayid a iyn!
004	Peru tukoy ni Jesus en ked ten isip di kaya kinagi na dikodi, Bakin magisip kam ti kona han?
005	nya beman i mas alistuwid a kagiyn, pinatawad dn en kasalanan mu, oni en kagiyn a, tumakng ka sakay maglakad ka?
006	Patunayan ku dikomoy a en Anak nen Tolay ay tehud a kapangyariyan a magpatawad ti kasalanan ti lutaiday, sakay kinagi na ten tolay a lupug, Tumakng ka, tawidn mu i pgkatdugan muwen sakay umuli ka dn.
007	Pagdaka a tummakng en lupug sakay ummuli.
008	Ten dikona a ketan iyud nen tolay hidi ay nentingan hidi sakay nagpuri hidi ten Diyos a nangatd ten tolay hidi ti konahud a kapangyariyan.
009	Nadid, dikona a lummakad ti Jesus haud ay netan na ti Mateo a mggetnud ten pgsingeran ti buwes.
009	Kinagi dikona ni Jesus, Mkkuyug ka dikoku a magin tagapagserbi ku.
009	Kaya tummakng ti Mateo sakay nkkuyug dikona.
010	Nadid mentras a kuman de Jesus sakay en disepulus na hidi ten bilay ni Mateo, ay dummemt en mgsinger hidi ti buwes sakay en makasalanan hidi, nksabay hidi a kumman knni Jesus.
011	Dikona ketan iyud nen Pariseo hidi ay tinanung di en disepulus hidi ni Jesus, Bakin maistu moyen ay mkpggatubeng a kuman ti mgsingiren hidi ti buwes sakay ti makasalananen hidi?
012	Peru nasanig iyud ni Jesus kaya tinbbig na hidi, En mangailangan ti mggamot ay en tolay hidi a tehud a saket, bakn a en awan hidi ti saket.
013	Intendiyn moy i kahuluganid ni iddi: Habag i gustu kuwid bakn a en alay moy.
013	Gapu ummangayk hddi tnni dulawn ku en makasalanan hidi, bakn a en matuwid hidi.
014	Ummangay knni Jesus en disepulus hidi ni Juan a Mgbinyag, sakay intanung di, Sikami sakay en Pariseo hidi ay mgkulsyon.
014	Bakin i disepulus muwen hidi ay awan mgkulsyon?
015	Tummbbig ti Jesus, Maari beman a maglungkut en bisita hidi ten kasalan mentras a kakaguman di en lllaki a kinasal?
015	Ni dumemt en panahun a awan dn siya ay haud palla hidi a magkulsyon.
016	Awan ti magppol ti bigu a risatu ten dati dn a damit, gapu ni kumrrn en bigu a risatu ay mabatak na en inppulan kaya lalu a lumawa en pisad nen damit.
017	Awan bi ti magask ti bigu a alak ten dati a pggaskkan a gamet ti koblet ni hayup.
017	Ni konahud i mangyariyid ay pumddek en dati a pggaskkan, mebulak en alak sakay masida en pggaskkan.
017	Nan en bigu a alak ay dapat a iyask ten bigu a pggaskkan, tnni parehu a magmalay.
018	Nadid, mentras a mkpgguron ti Jesus dikodi ay tehud a dummemt a essa a pinunu nen Judio hidi.
018	Lummuhud siya ten atubengn ni Jesus sakay kinagi na, Kkkatay la nen anak ku a bbbi;
018	peru ni mkkuyug ka dikoku sakay itupu mu i lima muwen dikona ay mabiyag siya a ruway.
019	Kaya tummakng ti Jesus sakay en disepulus na hidi sakay nkkuyug hidi ten pinunu.
020	Nadid ay tehud a ummunud dikodi a essa a bbbi a sapulu ay ti duwwa dn a taon a mgdadigiyn.
020	Ummadeni siya sakay tinawidan na en garayan nen badu ni Jesus.
021	Gapu kinagi nen bbbi ten sadili na, Matawidan ku la i badu naen ay magpiyyak dn.
022	Lummingat ti Jesus sakay dikona a netan na siya ay kinagi na, Anak begskkan mu i isip muwen, pinagpiyya ka nen pnnampalataya mu.
022	Ti odas biyid a iyud ay nagpiyya en bbbi.
023	Kddemt ni Jesus ten bilay nen pinunu ay netan na en mgtugtug hidi ti pangpatay sakay en makpal a tolay a mamagsangetan.
024	Kinagi ni Jesus dikodi, Lumuwas kam pa.
024	Awan patay i anaken, tidug la siya!
024	Dikona a makagi na iyud ay pingtatawaan di siya.
025	Dikona a mapaluwas na dn en tolay hidi ay summddp siya ten kuwartu, sakay tinawidan na en lima nen anak sakay ummikat.
026	En bareta tungkul ti iyud a nangyari ay kummalat ti buuwid a iyud a lugar.
027	Nadid, kllakad ni Jesus haud ay inunud siya nen duwwa a burk a lllaki.
027	Mentras a ked hidi ten dilan ay impkraw di, Anak ni David, kagbiyan mu kami pay!
028	Dikona nakasddp dn ti Jesus ten bilay ay ummadeni dikona en duwwa a burk.
028	Tinanung hidi ni Jesus, Manampalataya kam beman a mapagpiyya takam?
028	Opo, Panginoon!
028	tbbig nen duwwa a burk.
029	Tinawidan ni Jesus en mata di sakay kinagi na, Magpiyya kam gapu ten pnnampalataya moy.
030	Naketa ngani hidi.
030	Sakay mahigpit hidi a binilin ni Jesus a dyan di iyud kagiyn maski kndeya.
031	Peru ten dikona lummakad dn hidi, ay imbbbareta di ti lugarid a iyud en ginamet ni Jesus dikodi.
032	Dikona palakad dn hidi ay inyangay di knni Jesus en essa a bulol a hinayup.
033	Pinalakad ni Jesus en dimonyo sakay pagdaka a nakapagupos en bulol.
033	Minagtaka en tolay hidi sakay kinagi di, Maski ni nengkan ay awan palla ti nangyari a kona had ti Israeliday!
034	Peru kinagi nen Pariseo hidi, En pinunu nen dimonyo hidi i nangatddid dikona ti kapangyariyan a magpalayas ten dimonyo hidi.
035	Linebut ni Jesus en atanan a banuwan sakay baryu haud.
035	Nagtoldu siya ten sinagoga di sakay impangaral na ten sinagoga en Maganda a Bareta tungkul ten pghari nen Diyos.
035	Pinagpiyya na bi en atanan a tolay a tehud a saket.
036	Dikona a ketan ni Jesus en makpal a tolay, ay nahabag siya dikodi gapu mabalisa hidi sakay awan hidi ti mapagagidan ti tulung, kumn hidi a tupa a awan ti magalaga.
