verse	content
001	Nadid, kttapos ni iyud, ay ummangay ti Jesus ti Jerusalem ten piyesta nen Judio hidi.
002	Ti banuwanid a iyud ay tehud a dikl a dipositu ni dinom a kadeni nen Pintuwan nen Tupa hidi.
002	Iyud a dinom ay ngngngaranan nen Judio hidi a Betesda, ten gilid na ay tehud a limma a bilay.
003	Napisanpisan haud en te manga saket hidi, kona ten burk, pilay sakay lupug.
004	Gapu tehud a panahun a dumibbbi en Anghel nen Panginoon sakay kibugn na en dinom.
004	En medipalongu a tumabsung ay magpiyya siya nyaman en saket na.
005	Nadid, tehud haud a lllaki a tllu a pulu ay ti walu dn a taon a tehud a saket.
006	Netan siya ni Jesus, tukoy na a iyud a lllaki ay nalay dn a tehud a saket.
006	Tinanung na siya, Gustu mu beman a magpiyya?
007	Tummbbig en tehud a saket, Maistu, awan biyay ti mangtulung dikoku a tumabsung ni tehud dn a mangkibug ti dinomen, patamuwk palla ay tehud dn a nakadipalongu dikoku.
008	Kinagi ni Jesus dikona, Tumakng ka, betbitn mu i abk muwen, sakay maglakad ka.
009	Ti odasid a iyud ay nagpiyya en lllaki, inalap na en abk na sakay naglakad.
010	Iyud a aldew ay Aldew nen Kimang.
011	Kaya kinagi nen pinunu nen Judio hidi ten lllaki a nagpiyya, Aldew nadid nen Kimang!
011	Labag ten Kautusan a magbetbet ka ti abk muwen.
012	Peru kinagi na dikodi, En nagpapiyya dikoku i nangkagiyid a betbitn ku i abk kuwidi sakay maglakadk.
013	Deya beman nagkagiyid dikomu a betbitn mu i abk muwen sakay maglakad ka?
013	kagi di.
014	Peru awan tukoy nen lllaki ni deya en nagpapiyya dikona, gapu awan dn ti Jesus ten kakpalan nen tolay.
015	Kllipas ni iyud, ay netan ni Jesus ten Templo en lllaki a pinagpiyya na.
015	Kagi na dikona, Nadid ta nagpiyya ka dn, ay dyan ka dn maggamet ti kasalanan, bakay mas maduks pa i mangyariyid dikomu.
016	Kllakad nen lllaki ay ummangay siya ten Judio hidi sakay kinagi na dikodi a ti Jesus i nagpapiyyaid dikona.
017	Kaya sapul haud, ay inusig dn nen pinunu hidi nen Judio hidi ti Jesus gapu ten pgpapiyya na ten Aldew nen Kimang.
018	Peru kinagi ni Jesus dikodi, En Ama ku ay tulos-tulos a magtarabahu a hanggan nadid, konak labi haud.
019	Gapu ti iyud, ay lalu di a pinagsikapan a pabunu ti Jesus gapu linabag na dn en batas nen Aldew nen Kimang ay kinagi na pa a en Diyos i Ama naid, gustu naid a kagiyn ay ipantay na en sadili na ten Diyos.
020	Kaya kinagi ni Jesus dikodi, Kagiyn ku dikomoy en katutuhanan a awan ti magamet en Anak a gubwat ten sadili na la;
020	nan en ketan na a gamitn nen Ama ay siya labi iyud i gamitn naid.
020	En gamitn nen Ama ay siya labi en gamitn nen Anak.
021	Gapu mahal nen Ama en Anak, kaya ipeta na ten Anak en atanan a gggamitn na, sakay higit pa ti hidi iyn en gamet a ipeta dikona nen Ama tnni lalu kam a humanga.
022	Ni biyagn nen Ama en patay hidi, ay kona labi hud, a biyagn nen Anak en deyaman a gustu na a biyagn.
023	Awan maghatul en Ama, nan inyatd na ten Anak en atanan a kapangyariyan a maghatul,
024	tnni parangalan nen atanan en Anak a kona ten pgparangal di ten Ama.
024	En awan magparangal ten Anak ay awan labi magparangal ten Ama a nangutus ten Anak.
025	Kagiyn ku dikomoy en tatarudan, en mgsanig ten upos ku sakay en sumampalataya ten nangutus dikoku ay magkahud ti biyag a awan ti katapusan.
025	Awan dn siya mahatulan nan neagton dn siya ten biyag gubwat ten kamatayan.
026	Tandaan moy iddi: dumemt en odas, nadid dn ngani, a masanig nen patay hidi en boses nen Anak nen Diyos sakay en mgsanig dikona ay mabiyag.
027	Ni konya a en Ama ku a mismu en paggubwatan nen biyag, kona labi hud en Anak ay intdenan na ti konahud a kapangyariyan.
028	Sakay intdenan na bi ti kapangyariyan en Anak a maghatul gapu siya en Anak nen Tolay.
029	Dyan kam magtaka ti kagiyn kuwidi, gapu dumemt en odas a masanig nen patay hidi en boses na.
030	Mabiyag hidi a ruway;
030	atanan nen naggamet ti maganda ay magkahud ti biyag a awan ti katapusan, sakay en atanan a naggamet ti maduks ay maparusaan.
031	Kinagi ni Jesus, Awank ti gamitn a ayun la ten sadili ku, maghatulk a ayun ten kagiyn dikoku nen Ama kaya tama en pghatul ku.
031	Awan ku sunudn en sadili ku nan en sunudn ku ay en nangutus dikoku.
032	Ni sikn la en mangpatunay tungkul ten sadili ku, ay en pgpatunay ku ay awan tatarudan.
033	Peru tehud a magtistigu tungkul dikoku, sakay en ikagi na ay tatarudan.
034	Tehud kam a inutusan tenhud knni Juan, sakay pinatunayan na en tungkul ten katutuhanan.
035	Peru mas maganda ni en patunay ay awan naggubwat ti tolay, kinagi ku la iyd tnni maligtas kam.
036	Ti Juan ay kumn a en demlag nen simbuwan a magdemlag, sakay nasiyaan kam ti sangan la a panahun ten demlag na.
037	Peru tehud a mangpatunay dikoku a higit pa ten pgpatunay ni Juan.
037	En gggamitn ku hidi a inyutus nen Ama dikoku.
037	Hidi iyd en mangpatunay a pinaangayk hddi nen Ama.
038	Sakay en Ama a nangutus dikoku ay magpatunay bi tungkul dikoku.
038	Maski nikan ay awan moy palla nasanig en boses na, sakay awan moy palla netan en idsura na.
039	Awan nanatili dikomoy en upos na gapu awan kam summampalataya ten inutusan na.
040	Mggaadaln kam ten Kasulatan, gapu en paniwala moy ay haud moy a maaryok en biyag a awan ti katapusan.
040	Hidi iyn a Kasulatan ay magpatunay tungkul dikoku!
041	Peru umd kam padi a magpasakup dikoku tnni magkahud kam ti biyag.
042	Awan ku gustuwn a puriyn ni tolay.
043	Peru tukoy takam, tukoy ku a awan kam ti pgmahal ten Diyos.
044	Pinaangayk hddi nen Ama ku, peru awank moy tanggapn.
044	Peru ni tehud a iba a angay hddi a ayun la ten sadili na, ay siya en tanggapn moy.
045	Sakay en gustu moy la ay papuri nen balang essa, awan moy ginustu en papuri a gubwat ten eessa a Diyos.
045	Konya kam a makapaniwala dikoku?
046	Dyan moy isipn a sikn i mngkasuwid dikomoy ten Ama, ti Moises a inasaan moy i mngkasuwid dikomoy.
047	Ni talaga maniwala kam knni Moises, ay maniwala kam bi dikoku, gapu en insulat na ay tungkul dikoku.
048	Nadid gapu awan kam maniwala ten insulat ni Moises, ay awan moy bi mapaniwalaan en kagiyn ku?
