verse	content
001	Nadid, kttapos ay nangpili en Panginoon ti pittu a pulu ay ti duwwa a lllaki.
001	Tgdaduwwa hidi a inutusan na a umangay ten balang banuwan sakay lugar a angayan na.
002	Kinagi na, Makpal en gapasn, peru kulang en maggapas.
002	Idasal moy ten makkkao ten gapasn a mngpaangay pa siya ti mggapas.
003	Kadmoy dn!
003	Utusan takam a kona ten tupa ten ditngnga nen asu hidi ti talon.
004	Dyan kam magtawid ti pilak, hembeg, oni sandalyas.
004	Dyan kam magabala a umimang a mkpgguron ten matagbu moy hidi ten dilan.
005	Kssddp moy ten balang bilay a angayan moy ay kagiyn moy dikodi a, Maghari nakuwan en kapayapaan ti bilayid a iddi.
006	Nadid ni mahal nen mgyan hidi ten bilay en kapayapaan ay magkahud ngani hidi ti kapayapaan.
006	Peru ni awan ay soli dikomoy en kapayapaan moy.
007	Ni hdya en bilay a pgyanan moy ay haud kam la, dyan kam mggaagton-agtonn.
007	Ni nyaman en ihayin di dikomoy ay kann moy sakay inumn moy en ipenom di dikomoy.
007	Gapu en tarabahador ay tehud a karapatan mangtanggap ten hornal na.
008	Ni tanggapn di kam ten hdyaman a banuwan, ay kann moy ni nyaman en ihayin di dikomoy.
009	Pagpiyyan moy en tehud hidi a saket haud, sakay kagiyn moy dikodi a, Adeni dn a dumemt en pghari nen Diyos dikomoy.
010	Peru ni awan di kam tanggapn ten banuwan a angayan moy ay lumuwas kam ten dilan sakay kagiyn moy a,
011	Ipagpag mi en alikabuk nen banuwan moy a ked ti babsset miyiday, iyd ay tanda a tehud kam a parusa gapu ten awan moy pngtanggap dikomi.
011	Peru tandaan moy ummadeni dn nakuwan en pghari nen Diyos dikomoy!
012	Siguradu a kddemt nen Aldew nen Pghatul ay mas madggi en parusa ten tolay hidi ti banuwanid a iyud, nan ten dinanas nen taga-Sodoma hidi!
013	Kahabaghabag kam a taga-Corazin hidi!
013	Kahabaghabag kam a taga-Bethsaida hidi!
013	Makpalk dn a impeta dikomoy a himala peru awan kam la sibu-sibulan a magsisi.
013	Ni ti Tiro sakay ti Sidon i nngpetaan kuwid ten himala hidi a impeta ku hddi, ay nanalay dn nakuwan hidi a nagsulot ti kostal, sakay nggetnud ten abu, tanda a nagsisi dn hidi ten kasalanan di.
014	Ten Aldew nen Pghatul ay mas madggi i parusa moyid nan ten parusa nen taga-Tiro hidi sakay nen taga-Sidon hidi.
015	Sakay sikam a taga Capernaum hidi, gugustu moy a itaas i sadili moyen a hanggan dilanget, peru mebaba kam a hanggan ti impiyerno!
016	Kttapos ay kinagi pa ni Jesus ten disepulus na hidi, Ni deyaman mangsanigid dikomoy ay sikn i sinanig diyid, en awan mangtanggap dikomoy ay sikn i awan diyid tinanggap.
016	Sakay en awan mangtanggap dikoku ay en nangutus dikoku i awan diyid tinanggap.
017	Tunay ti saya a nagsoli en pittu a pulu ay ti duwwa.
017	Kinagi di, Panginoon maski en dimonyo hidi ay summunud dikomi ni utusan mi hidi ten ngaran mu.
018	Kinagi ni Jesus, Netan ku ti Satanas a natknig a gubwat dilanget a kumn a kilat.
019	Tandaan moy, intdenan takam ti kapangyariyan tnni awan kam maanya, maski yudakn moy en biklat hidi sakay nnepet, sakay maski kontran moy en kapangyariyan nen kadima.
020	Peru dyan kam masaya gapu ten kssunud nen mgkaduks hidi a ispiritu dikomoy, nan dapat moyid a kasayaan ay nelista dn en ngaran moy dilanget.
021	Ti odasid a iyud ay pinutat nen Banal a Ispiritu ti Jesus ti kasayaan.
021	Kinagi na, Magpasalamatk dikomu Ama a Panginoon dilanget sakay ti lutaiday, gapu awan mu impakapospos hidi iyd a bagay ten mgkarunung hidi.
021	Impakapospos mu la hidi iyd ten kaparehu nen anak hidi a bbbadit.
021	Opo Ama, magpasalamatk gapu iyd en kaluuban mu.
022	Inyatd dn nen Ama ku dikoku en atanan a bagay.
022	Awan ti iba a makatukoy ni deya en Anak ni awan en Ama la.
022	Kona labi hud ten Ama awan ti iba a makatukoy ni deya siya ni awan en Anak la, sakay en pinili hidi nen Anak a pngpakapospusan na tungkul ten Ama.
023	Kttapos ay ummatubeng ti Jesus ten disepulus na hidi sakay kinagi na ti palihim, Pinagpala kam, gapu netan moy en bagay hidi a netan moy nadid!
024	Tandaan moy, makpal a propeta sakay hari en masor a maketa ten netan moy nadid, peru awan di netan.
024	Gustu di bi a masanig en nasanig moy peru awan di nasanig.
025	Tehud a ummadeni knni Jesus a essa a tagapagtoldu nen Kautusan, gapu gustu na siya a purbaan.
025	Kinagi na, Maistu nya dapat kuwid a gamitn tnni magkahudk ti biyag a awan ti katapusan?
026	Tummbbig ti Jesus, nya beman en nakasulat ten Kautusan?
026	nya nabasa muwid haud?
027	Tummbbig siya, Mahaln mu en Panginoon mu a Diyos ti buu a pusu, buu a kaluluwa, buu a begsk, sakay ti buu a isip, sakay Mahaln mu en kaparehu mu a tolay a kona ten pgmahal mu ten sadili mu.
028	Tama en tbbig mu, kagi ni Jesus.
028	Ni masunud mu iyd ay magkahud ka ti biyag a awan ti katapusan.
029	Para pangbura na ten kkkatagama na ay tinanung na a ruway ti Jesus, Deya beman kaparehu kuwid a tolay?
030	Tummbbig ti Jesus, Tehud a essa a tolay a patamu ti Jerico, gubwat siya ti Jerusalem.
030	Hinarang siya nen tulisan hidi, inalap di pati sulot na a badu.
030	Binlbg di siya a ngari-ngari dn a matay dikona lakadan di.
031	Sakay netaun a nagtalib haud en essa a padi.
031	Peru ten pkketa na ten tolay a bumbbangtad ten dilan ay lummisi siya sakay ngpagilid ten dilan.
032	Nagtalib bi en essa a Levita, peru inileng na la en tolay a nablbg sakay tulos-tulos la en lakad na ten gilid nen dilan.
033	Peru tehud a Samaritano a magbiyahi a nagkon haud.
033	Pkketa na ten bumbbangtad ay kinagbiyan na.
