verse	content
001	Nadid, kttapos ni Jesus a nagtoldu ten tolay hidi, ay ummangay siya ten banuwan a Capernaum.
002	Tehud haud a essa a kapitan nen sundalu hidi a Romano.
002	Tehud siya a alipin a mahal na a tehud a saket sakay magipepatay dn.
003	Dikona natukuyan nen kapitan en tungkul knni Jesus, ay inutusan na en sangan a pinunu nen Judio hidi tnni ipkpgguron di knni Jesus a angen na pagpiyyan en alipin.
004	Dikona makaadeni en inutusan hidi knni Jesus ay nkpgguron hidi ti mahusay dikona, kinagi di a, Panginoon, nerarapat la a tulungan mu en kapitan
005	gapu mahal na en bansa tam.
005	Ti katunayan na ay nagpagamet na kitam ti essa a sinagoga.
006	Nkkuyug ti Jesus dikodi, peru dikona adeni dn siya ten bilay ay natagbu na en amigu hidi nen kapitan.
006	Inutusan hidi nen kapitan para pekagi na knni Jesus en kona hddi: Panginoon, dyan ka dn magabala, gapu awank karapatdapat a angayan mu ten bilay ku.
007	Sakay awank pa bi karapatdapat a umatubeng dikomu, nan kagiyn mu la ay magpiyya dn en alipin ku.
008	Sakupk nen pinunu hidi a mas mataas nan sikn, sakay tehudk bi a nasakupan a sundalu hidi; ni kagiyn ku ten essa a, Angay ka hudi!
008	ay sumunud iyud.
008	Ni kagiyn ku bi ten essa a, Karon hd!
008	ay umadeni iyud.
008	Ni kagiyn ku bi ten alipin ku a, Gamitn mu iddi!
008	ay gamitn na iyud.
009	Nagtaka ti Jesus dikona nasanig na iyud, ummatubeng siya ten makpal a tolay a umunonud dikona sakay kinagi na, Kagiyn ku dikomoy a, maski ti Israel ay awank naketa ti kona hddi a kadikl ni pnnampalataya.
010	Ten kssoli nen inutusan hidi ten bilay nen kapitan, ay dinemttan di en alipin a nagpiyya dn.
011	Kttapos ay ummangay ti Jesus ten essa a banuwan a nginaranan di a Nain.
011	Nkkuyug en disepulus na hidi sakay en tunay a kakpal a tolay.
012	Dikona adeni dn siya ten pintuwan nen banuwan, ay natagbu di en tolay hidi a angay manglbbng ten eessa a anak a lllaki nen bilu a bbbi.
012	Makpal a tarud en mkpanglbbng.
013	Dikona netan nen Panginoon en ina nen natay ay kinagbiyan na, kaya kinagi na dikona, Dyan ka magsanget.
014	Kttapos ay ummadeni siya sakay tinawidan na en pppgyanan nen patay.
014	Ummimang bi en magusung hidi ten patay, sakay kinagi ni Jesus, Binata, kagiyn ku dikomu, umikat ka!
015	Ummetnud en binata sakay nagupos.
015	Sakay inyatd siya ni Jesus ten ina na.
016	Nentingan hidi a atanan sakay nagpuri hidi ten Diyos.
016	Kinagi di, Dummemt dikotam en dakila a propeta!
016	Binisita nen Diyos en banuwan na.
017	Kummalat en bareta tungkul ten ginamet ni Jesus ten buu a Judea sakay ten banuwan hidi a ked ten palebut.
018	Nadid, imbareta nen disepulus hidi ni Juan dikona en atanan ni pangyayariyid a hidi iyd.
018	Kaya dinulaw ni Juan en duwwa dikodi
019	sakay pinaangay na hidi ten Panginoon tnni itanung di ni siya dn en nepangaku a dumemt, oni maguray pa hidi ti agum.
020	Kddemt di knni Jesus ay kinagi di, Pinaangay kami hddi ni Juan a Mgbinyag gapu petanung na ni siko dn en impangaku a dumemt, oni maguray kami pa ti iba?
021	Ti odasid a iyud ay makpal en pinagpiyya ni Jesus ten tehud hidi a manga saket, mahigpit a bbbatiyn, en sinddp hidi ni mgkaduks a ispiritu sakay makpal bi a burk en pinaketa na.
022	Kinagi ni Jesus ten disepulus hidi ni Juan, Sumoli kamon knni Juan sakay kagiyn moy dikona en netan moy sakay nasanig; maketa dn en burk hidi, makalakad dn en pilay hidi, nagpiyya dn en kinetong hidi, makasanig dn en bngngg hidi, nabiyag a ruway en patay hidi, sakay ipppangaral en Maganda a Bareta ten pubri hidi.
023	Pinagpala en tolay a awan magduda dikoku!
024	Kllakad nen disepulus hidi ni Juan ay tehud a kinagi ti Jesus ten tolay hidi tungkul knni Juan, Bakin ummangay kam ten kaparangan?
024	nya beman gustu moyid a ketan?
024	Gustu moy beman a maketa ti kugun a idppay-dppay ni pars?
025	nya beman i talagaid a angen moy ilingn ten kaparangan?
025	Essa a tolay a nakabadu ti mgkamahal?
025	En tolay hidi a magbadu ti mgkamahal sakay mahusay ti kalagayan ti biyag, ay mgyan ten palasyu nen hari hidi.
026	Kagiyn moy dikoku ni nya i talagaid a gustu moy a ketan?
026	Essa beman a propeta?
026	Tama kam.
026	Peru kagiyn ku dikomoy a mas mataaas pa siya nan ten propeta.
027	Gapu ti Juan en kinagi nen kasulatan a,
028	Siya iddi en paangayn ku a mgdipalongu dikomu,
029	tnni ihanda na en paglakadan mu.
030	Kagiyn ku dikomoy, a awan palla ti neenak a mas mataas nan ti Juan.
030	Peru mas mataas knni Juan en kababaan ten kahariyan nen Diyos.
031	En atanan a tolay a nakasanig dikona, maski en mgsinger hidi ti buwes ay summunud ten Diyos.
031	Bininyagan hidi a atanan ni Juan.
032	Peru en Pariseo hidi sakay en tagapagtoldu hidi nen Kautusan ay inadiyan di en kaluuban nen Diyos para dikodi, awan hidi nagpabinyag knni Juan.
033	Kinagi pa ni Jesus, nya wd i maari kuwid a pngparehuwan ten tolay hidi nadid?
033	nya kaparehu diyid?
034	Kona hidi ten anak a bbbadit a mamggetnud ten palengki.
034	Ipppkraw di ten balang essa a,
035	Tinugtugan mi kam ti plauta, peru awan kam nagsayaw!
036	Nagkansiyon kami ti panglbbng, peru awan kam nkpagsanget!
037	Gapu ummangay hddi ti Juan a Mgbinyag, mgkulsyon siya sakay awan umminom ti alak, peru kinagi moy a hinayup siya.
038	Dikona dummemt bi en Anak nen Tolay, ay kuman sakay uminom.
038	Peru kinagi moy a, Ilingn moy i tolayen, maunas sakay lasinggeru!
038	Amigu pa nen mgsinger hidi ti buwes sakay nen makasalanan hidi!
039	Peru en karunungan nen Diyos ay ketan a tama ten pamamag-itan nen gamet nen tagasunud na hidi.
040	Nadid, inimbitaan ni Simon a Pariseo ti Jesus a angay kuman ten bilay na.
040	Ummangay ti Jesus sakay nkpggatubeng siya a kumman.
041	Ti banuwanid a iyud ay tehud a essa a bbbi a makasalanan.
041	Ten pkkabareta na a pasiyaan a kuman ti Jesus ten bilay nen Pariseo ay ummangay siya haud.
041	Nagtawid siya ti essa boti a putat ti mahal a pgpasrrub.
042	Kddemt na haud ay ummadeni siya ten adggan ni Jesus a adeni ten bsset na, sakay nagsanget, binisa na ten luwa na en bsset ni Jesus.
042	Pinahidan na ten buuk na, sakay inmmuwan na.
042	Kttapos ay binulakan na ten pgpasrrub.
043	Dikona a ketan iyd nen Pariseo a nangimbita knni Jesus ay nagisip siya ti kona hddi: Ni talaga a propeta i tolayiday ay dapat nakuwan a tukoy na a essa makasalanan i bbbiyen a nagtawid ti bsset naen.
044	Bilang katbbigan ten ked ten isip ni Simon ay kinagi ni Jesus, Simon, tehudk a kagiyn dikomu.
044	nya iyud, Maistu?
044	kagi ni Simon.
045	Tulos a kinagi ni Jesus, Tehud a duwwa a tolay a nangddem ti pilak ten essa a mgpautang; en inddem nen essa ay limma datos a pilak a silber, sakay en essa bi ay limmapulu a pilak a silber.
046	Dikona parehu hidi a awan nakabayad ten utang di ay pinatawad hidi nen nangutangan di.
046	Nadid i tanung kuwid dikomu, ay deya ten duwwa en mas mangmahal ten nagpautang dikodi?
047	Tummbbig ti Simon, Palagay kuwid ay en pinatawad ten dikl ti inutang.
047	Tama ka, kagi ni Jesus.
048	Kttapos ay sinulig na en bbbi sakay kinagi na knni Simon a, Netan mu i bbbiyidi?
048	Summddppk ti bilay muwidi peru awan ka dlla nangatd ti dinom a pagugasan ku ti bsset kuwiday.
048	Peru i bbbiyidi ay binisa na ten luwa na i bsset kuwidi, sakay pinahidan na ten buuk na.
049	Awank mu inmmuwan a binati, peru siya ay awan umimang a mggammuwn ti bsset kuwiday sapul ten kssddp na.
050	Awan mu pinahidan ti langis i ulu kuwiday, peru siya ay pinahidan na ti pgpasrrub i bsset kuwiday.
051	Kaya kagiyn ku dikomu, kagi ni Jesus, En dikl a pgmahal a impeta na mangpatunayid a pinatawad dn en makpal na a kasalanan.
051	Peru en napatawad ten sabadit la a kasalanan ay sabadit labi en pgmahal a mepeta na.
052	Kttapos ay kinagi na ten bbbi a, Pinatawad ka dn ten kasalanan mu hidi.
053	En kaguman na hidi a kumman ay magtanung dn ten sadi-sadili di, Deya wd iyd a katolay, pati pgpatawad ti kasalanan ay pangahasan na?
054	Peru kinagi ni Jesus ten bbbi a, Inligtas ka nen pnnampalataya mu, umuli ka dn a mapayapa.
