verse	content
001	Nadid, kllakad di haud, ay ummangay hidi ten prubinsiya a Judea sakay ummarabes hidi ten dinom ti Jordan.
001	Kinalibungbungan dmman siya nen makpal a tolay sakay tinolduwan na hidi kona ten dati na a gggamitn.
002	Tehud a sangan a Pariseo a ummadeni knni Jesus.
002	Gustu di siya a purbaan kaya tinanung di siya, Tama beman ten Kautusan a maari a hiwalayan nen lllaki en kabinga na?
003	Tinanung bi hidi ni Jesus, nya beman en kinagi ni Moises?
004	Kinagi di, Impayag ni Moises a maari a hiwalayan nen lllaki en kabinga na kttapos a magkahud ti kasulatan ni pghiwalay.
005	Peru kinagi ni Jesus dikodi, Kaya insulat ni Moises i kautusanid a iyud ay gapu maktug i pgguluwan moyen.
006	Peru sapul pa dikona lalangn nen Diyos i munduwiday, ay linalang na dn en tolay a lllaki sakay bbbi.
007	Iyd en dahilan kaya a lakadan nen lllaki en ama na ay ten ina na sakay magagum dn hidi ay ten kabinga na,
008	en duwwa ay magin essa dn.
008	Bakn dn hidi a duwwa nan essa dn hidi.
009	En pinagagum nen Diyos ay awan dapat a paghiwalayn nen deyaman.
010	Kddemt di ten bilay, ay tinanung nen disepulus hidi ti Jesus tungkul ten pghiwalay.
011	Kinagi na dikodi, Ni deyaman a lllaki en humiwalay ten kabinga na sakay mkkabinga a ruway ti iba ay nagkasala ti pngngalunya ten kabinga na.
012	Kona labi hud ten bbbi a humiwalay ten kabinga na, sakay mkkabinga ti iba ay nagkasala ti pngngalunya ten kabinga na.
013	Tehud a katolayan a nng-angay ten anak di hidi knni Jesus tnni ipkpgguron di a itupu na en lima na dikodi, peru nagsarantaan hidi nen disepulus hidi.
014	Nagsaranta ti Jesus dikona ketan na iyud.
014	Kinagi na dikodi, Pabayan moy la a umadeni dikoku i anaken, dyan moy hidi sawayn gapu en kona hidi dikodi en mebilang ten kahariyan nen Diyos.
015	Tandaan moy, ni deyaman en awan mangtanggap ten kahariyan nen Diyos a kona ten kttanggap nen badit a anak ay awan paghariyan nen Diyos.
016	Kttapos ay kinlkl ni Jesus en anak hidi, intupu na en lima na ten ulu di sakay indasal na hidi a pagpalan nen Diyos.
017	Dikona magrektat dn de Jesus ay tehud a essa a lllaki a gumggenan a ummadeni dikona, sakay lummuhud ten atubengn na.
017	Nagtanung siya, Mahusay a Maistu, nya dapat kuwid a gamitn tnni magkahudk ti biyag a awan ti katapusan?
018	Kinagi ni Jesus, Bakin dulawnnk mu a mahusay?
018	Awan ti iba a mahusay nan en Diyos la.
019	Awan beman tukoy mu dn en kautusan nen Diyos a dyan ka mamunu, mangalunya, magtakaw, dyan ka magtistigu ten awan ti katutuhanan, dyan ka magdaya sakay igalang mu en ama mu ay ten ina mu.
020	Kinagi nen lllaki, Maistu, sinunud ku dn hidi iyn a atanan sapul pa dikona anakk.
021	Dikona umileng ti Jesus ten lllaki ay tehud a pgmahal a kinagi na, Tehud pa a essa a bagay a kulang dikomu.
021	Kammudn ilaku mu en atanan nen ari-ariyan mu hidi sakay iyatd mu ten pubri hidi en naglakuwan mu tnni magkahud ka ti kayamanan dilanget.
021	Kttapos ay sumoli ka sakay mkkuyug ka dikoku.
022	Pkkasanig na ten kinagi ni Jesus ay minalungkut siya a lummakad gapu mayaman siya a tarud.
023	Liningat ni Jesus en ked hidi ten palebut na sakay kinagi na ten disepulus na hidi, Talaga a mahirap a makasddp en mgkayaman hidi ten kahariyan nen Diyos!
024	Nagtaka en disepulus na hidi ten kinagi na.
024	Peru kinagi a ruway ni Jesus, Anak ku hidi, talaga a tunay ti hirap a makasddp ten kahariyan nen Diyos!
025	Mas alistu pa a makasddp en kamelyo ten bbut nen digum nan ten essa a mayaman a mebilang ten kahariyan nen Diyos.
026	Lalu a minagtaka en disepulus hidi ten nasanig di kaya nagtanung hidi, Ni konahud, ay deya wd i maligtasid?
027	Inileng hidi ni Jesus sakay kinagi na dikodi, Awan iyd kaya a gamitn nen tolay, peru ten Diyos ay maari.
027	Gapu atanan a bagay ay kaya a gamitn nen Diyos.
028	Nagupos ti Pedro, Panginoon, inadggan mi dn en atanan tnni makasunud kami la dikomu.
029	Kinagi ni Jesus, Tandaan moy: ni deyaman en manglakad ten bilay na, kkkapatkaka na, dddikl na, anak na, sakay ten luta na hidi tnni sumunud dikoku, sakay para ten Maganda a Bareta,
030	ay makatanggap nadid a panahun ti datos a bilay, kkkapatkaka, dddikl, anak sakay luta, peru tehud a kaguman a pggusig.
030	Sakay ten dumemt a panahun ay magkahud siya ti biyag a awan ti katapusan.
031	Peru makpal a mgdipalongu en medimudyan, sakay makpal ten mgdimudyan en medipalongu.
032	Dikona a ked hidi ten dilan a tamu ti Jerusalem ay mgdipalongu ti Jesus.
032	Magkbba-kbba en disepulus na hidi sakay tehud bi a nteng en tolay hidi a umunonud dikona.
032	Imbukud a ruway ni Jesus en sapulu ay ti duwwa a disepulus na sakay kinagi na en mangyari dikona.
033	Kinagi ni Jesus, Angay kitam nadid ti Jerusalem, kddemt tam haud ay itokyon di en Anak nen Tolay ten pinunu hidi nen padi hidi, sakay ten tagapagtoldu hidi nen Kautusan.
033	Hatulan di siya ti kamatayan sakay iyatd di siya ten Hentil hidi.
034	Imemenos di siya, loktaban, haplitn, sakay tulos di a bunuwn.
034	Peru kllipas nen tllu a aldew ay mabiyag siya a ruway.
035	Sakay ummadeni de Santiago ay ti Juan a anak ni Zebedeo knni Jesus.
035	Kinagi di, Maistu, tehud kami nakuwan a ipkpgguron dikomu.
036	Tinanung hidi ni Jesus, nya beman iyud?
037	Kinagi di, Ni mggetnud ka dn ten kahariyan mu ay ipkpgguron mi nakuwan a makaetnud kami a kasadt mu, essa ten kawanan mu sakay essa bi ten kawiri mu.
038	Peru kinagi ni Jesus dikodi, Awan moy tukoy i agidn moyen dikoku.
038	Mainom moy beman en tasa nen kahirapan a inumn ku?
038	Matggd moy beman en binyag a ibinyag dikoku?
039	Opo, kagi di.
040	Kinagi ni Jesus, En tasa a inumn ku ay inumn moy ngani, sakay mabinyagan kam ngani ten binyag a tanggapn ku.
041	Peru bakn a sikn i mangpiliyid ni deya i mggetnudid ten kawanan ku sakay ten kawiri ku.
041	En Diyos en mng-atd ti lugarid a hidi iyn ten nnglaanan na.
042	Dikona a masanig iyud nen sapulu a disepulus, ay nagsaranta hidi ten matkaka a Santiago ay ti Juan.
043	Kaya pinaadeni hidi ni Jesus sakay kinagi na, Tukoy moy dn a en pinunu nen Hentil hidi ay ipeta di a talaga a hidi i mamunuwid, sakay en kataasan i masunudid.
044	Peru bakn a kona han i dapatid a mangyari dikomoy.
044	Nan ni deyaman dikomoy en masor a magin kataasan ay dapat a magin tagapagserbi moy.
045	Sakay ni deyaman en masor a magin pinunu ay dapat a magin alipin nen atanan.
046	Gapu en Anak nen Tolay ay ummangay hddi bakn a para pagserbiyan nan para magserbi sakay tnni mng-alay ten biyag na para ten katubusan nen makpal.
047	Nadid, dummemt de Jesus ti Jerico.
047	Dikona palakad dn hidi a kaguman na en disepulus na hidi sakay en makpal a tolay, ay tehud hidi a nataliban a essa a burk, mggetnud siya ten gilid nen dilan a mklimus.
047	Siya ay ti Bartimeo a anak ni Timeo.
048	Dikona a masanig nen burk a en magtalib ay ti Jesus a taga-Nazaret, ay impkraw na, Jesus, anak ni David, kagbiyank mu pay!
049	Sinaway siya nen tolay hidi tnni umimang, peru lalu na pa a binegskkan a impkraw, Anak ni David, kagbiyank mu pay!
050	Ummimang ti Jesus sakay kinagi na, Dulawn moy siya hddi.
051	Dinulaw di en burk sakay kinagi di, Magsaya ka!
051	Padulaw ka ni Jesus.
051	Nay, umgkat ka dn.
052	Inwatek nen burk en alikbkb na sakay lummuksu a tummakng, sakay ummadeni knni Jesus.
053	Tinanung siya ni Jesus, nya gustu muwid a gamitn ku dikomu?
054	Kinagi nen burk, Maistu, gustu ku a maketak a ruway.
055	Kinagi ni Jesus, Nagpiyya ka dn gapu ten pnnampalataya mu.
056	Ti odasid a iyud ay naketa dn siya a ruway, sakay ummunud knni Jesus.
