verse	content
001	Amyan so asa ka tao a meyngaran so Lasalo a tey makdeng so ingingnen a meyvahay do Potani.
001	Do dang rana am peyilyan da Madiya kano kaka na a meyngaran so Marta.
002	Si Madiya rana am iya o nimapaglo so mahangno a haneng do ai ni Yeso a kalinas na jya no avok na so ai ni Yeso.
002	O meyngen a si Lasalo am kakteh na no nang.
003	O rarwa kakteh na am mapasonson sira so tao a mangay ji Yeso.
003	Maniring sira am, Mo Panirsirngen, yameyngen o ney malipetpet na jimo a kagagan mo.
004	Maniring si Yeso do pakamizngan na sya am, Jyabo kato na rana wakwakan ni Lasalo no ingingnen na ori a.
004	O ikakman na sang am azwain si Ama ta do to a kapacyazway na no Anak na.
005	Ikaglaw ni Yeso si Marta kano kakteh na a si Madiya.
005	Akman sang si Lasalo a ikaglaw na.
006	Mamizing na si Lasalo a meyngen am todavezed pa dang si Yeso a miseysan so kadwa araw.
007	Karahan am maniring do macinanao jya am, Meyoli tamo pa do Yotay a pongso.
008	Maniring o macinanao jya am, Mo Mangnanao, no kano nang asyo am apwa agsahan da imo no veysen no tao do Yotay.
008	Ikongo mo kakzan no mo kapeysinaoli pa do dang.
009	Maniring si Yeso am, Yadwa o ikarwa no vatvatek no na ikazngang.
009	No malam o tao do maraw am jyabo kacikad na, do kapakacita na so zezak a amzezak so karawan a.
010	Am no mangonong do mahep am jyabo kaji na nikadan, do kaji na makacittan so mazngang a.
011	Iptad na o ciring na ni Yeso am maniring pa am, Yamitkeh si Lasalo a kagagan ta.
011	Mangay ko pa yokain.
012	Maniring o macinanao jya am, Mo Panirsirngen, no si manoyong a mitkeh am ji meyvangon pa ori a.
013	O peypeypangayan no ciring ni Yeso am yarana nimawakwak si Lasalo.
013	Am ji da tenngi no tao o ciring na.
013	Ta ipanci da yato ngitkeh.
014	Karahan am ji na rana naywa o ciring na ni Yeso jira.
014	Maniring am, Yarana nimawakwak si Lasalo.
015	Apyapya o kaji ko ngyanan do dang.
015	Ta si macita nyo na o vazay ko am ji nyo nganoyngi rana yaken a.
015	So yangay tamo pala.
016	O meyngaran so Tomase a ngaranan da si Nimeytovong a nimatazak a tao am maniring do karwan da macinanao ji Yeso am, Macihza tamo jya, kapacikawakwak ta jya.
017	Makaranes si Yeso do Potani am katenngan na rana si Lasalo a kapat araw a nibobo da.
018	Masngen o Potani do Yelosaleng.
019	Aro o tao do Yotay a nimapo do Yelosaleng a mangay mapadnadna so pahad da Marta kani Madiya, do kanimawakwak no kakteh da.
020	Mamizing ni Marta si Yeso a nimai am makowbot a mangay amrapong sya.
020	Si Madiya am to ngyan do sahad no vahay da.
021	Maniring si Marta ji Yeso am, Mo Panirsirngen, no ka mina to ngyan do jya am jyabo na mina kawakwak a.
022	Am ko katenngan o kamizing na jimo ni Ama ta do to do pasyasyan mo jya sicyaikwaya.
023	Maniring jya si Yeso am, O kakteh mo ori am mirwa pa ori a mavyay.
024	Maniring si Marta am, Ko katenngan o keypirwa na mavyay no marateng o araraw no keypirwa da meyvangon no nimawakwak rana tao do ikavos rana no karawan.
025	Maniring si Yeso am, Yaken o mapeyvangon so nimawakwak a tao.
025	Yaken o yapwan no inawan no tao.
025	Tana nimawakwak rana sira o omanoyong jyaken am mirwa pa sira mavyay.
026	O mavyay pa omanoyong jyaken am amyan rana jira so to meyyonong a ikavyay no pahad da.
026	So ji da rana wakwaki no pahad da.
026	Anoyngan mo ori an?
027	Maniring si Marta am, Mo Panirsirngen, ko anoyngan.
027	Ko anoyngan imo a Misayya a mai do karawan a Anak na ni Ama ta do to.
028	Teyka na o ciring na ni Marta am mangay rana do vahay da a kahes na si Madiya.
028	Maniring am, Yana nimai o Mangnanao.
028	Yana ipanci imo.
029	Mamizing na o ciring na am meybezbez a mangay ji Yeso.
030	No kano nang am ji pa nimangay si Yeso do ili da, ta todavezed pa do niyanan da da Marta.
031	O aro a tao do Yotay a nimangay mapadnadna so pahad da Madiya meyketeh am macita da si Madiya meybezbez a makowbot.
031	Karahan am onotan da.
031	Ta ipanci da mangay amlavi do heseb no kakteh na.
032	Makaranes ji Yeso si Madiya am meylilitod do tangain na.
032	Maniring am, Mo Panirsirngen, no ka mina to ngyan do jya am jyabo na kanimawakwak no kakteh namen a.
033	Macita na si Madiya kano aro a tao do Yotay amlavi am meyngen onowned na do pakacittan na sira.
034	Maniring jira am, Do wanjin nyo nibobwan nya.
034	Maniring sira am, Mo Panirsirngen, sijya pala, kacita mo sya.
035	Karahan am mina to meykaoo a amlavi si Yeso.
036	Maniring sira o tao do Yotay am, Asyo na tey karilaw si Lasalo eya.
