verse	content
001	Amyan so asa ka tao a macyagom do Vadisay a meyngaran so Niketemo a panirsirngen no tao do Yotay.
002	Ipisa kahep na am mangay ji Yeso.
002	Maniring jya am, Mo Mangnanao, namen katenngan imo a mangnanao a nitovoy ni Ama ta do to a yamangnanao so tao.
002	No yabo si Ama ta do to a yasomidong jimo a meyvazay a mapatwaw so kayapo mo jya am abo tao a makapeyvazay sya.
003	Maniring si Yeso am, To ko na macitangayan jimo am no si ji mirwa a matazak a tao o tao am ji macikaop do italamozong na ni Ama ta do to a tao.
004	Maniring si Niketemo ji Yeso am, Makongo so wanjin o rarakeh rana mangay pa matazak a tao.
004	Manngwa, meysinaoli pa malikey ahanasen da?
005	Maniring si Yeso am, To ko na macitangayan jimo am no jya nimalikey o tao do ranom a kano Seyzi am ji macikaop do italamozong na tao ni Ama ta do to.
006	O nimapodpod do tao am tao saon am.
006	Am no si mapodpod o tao do Seyzi na ni Ama ta do to am manoyong o akman sang a anak na ni Ama ta do to.
007	Ji mo ngyakan o kapanci ko no katazak mo a tao an.
008	Na to ngonongonongi o na pabzotan sya no pagpag.
008	No nyo mamizing o na pavyoten a pagpag am nyo jyatenngi o na kapwan.
008	Nyo jyatenngi o na angayan.
008	O nimapodpod do Seyzi am akman sang an.
009	Maniring si Niketemo am, Ta to na akmani so sang!
010	Maniring si Yeso am, Imo am ka mangnanao do Isedi a tao.
010	Manngwa, tolang ori a ji mo a tenngi a vazay?
011	To ko na macitangayan jimo am o namen katenngan a kano namen nimacita o namen patwawen.
011	Am yanyo ji ngapa o yakman sang a yanamen patwawen.
012	O yako ipanci jinyo a vazay do karawan am nyo ji nganoyngi.
012	No si ipanci ko jinyo o vazay do teyngato am jyabo kanoyong nyo jya.
013	Abo pa o tao a nimangay do teyngato.
013	O Nipamnekan na ni Ama ta do to a tao am ori o nimapo do teyngato.
014	Maniring pa si Yeso am, No kakwa pa am nimapatnek si Moyse do kayo so nipariparing da mavowaw do kabwan no nihakawan no tao.
014	So icyakman ko sang a Nipamnekan na ni Ama ta do to a padketen da do kayo a patneken no makwa.
015	So ikamimin no omanoyong jyaken a tao a makahap so to meyyonong a ikavyay no pahad da.
016	Yatey rako na karilawan no tao do karawan ni Ama ta do to.
016	Mangay do na veyvowen a Anak na o yana nitoro.
016	So ikamimin da no omanoyong jya tao a ji rana meydednai no peyoyaoyyan na ni Ama ta do to, ta mahap da rana o to meyyonong a ikavyay no pahad da.
017	Ta o nitovoyan na so Anak na do teyrahem am beken a pasingsingtan na o tao do teyrahem.
017	Ta patazadangen na sira do teyngato.
018	Omanoyong do Anak ni Ama ta do to a tao am ji na mancyan sira meyraraten.
018	O ji nganoyong jya am ori o ipanci na amyan so raraten.
018	Ta ji da nganoyngi o veyvowen na Anak ni Ama ta do to.
019	O Anak ni Ama ta do to am akmey zezak a nimai do teyrahem a amzezak so tao do karawan.
019	Am ji dakzan no tao o kazngangan, ta ikeykakza da pa o kasarisaryan.
019	Ta meyraraten pa sira.
019	Ori o peypeypangayan no na pancyan nira a meyraraten.
020	O meyraraten a tao am ikaoya da o mazngang.
020	Am ori o ji da macisngeni do kazngangan, ta ikanyahey da o kapakateneng da jira meyraraten.
021	Am o apya so icicirawat a ji meyraraten a tao am ikakza da o kazngangan a mapatwaw so apya vazay da do kownot da ji Ama ta do to.
022	Mavitos ori am meypangay si Yeso a kano macinanao jya do Yotay.
022	So niseysan da dang so makanateng so araraw a manaktak so tao.
023	Akman sang si Yowani, ta manaktak do meyngaran so Aynon a masngen do Saleng, ta arako do dang o ranom.
023	So ikaro no tao a mangay jya kataktak na jira.
024	No kano nang am ji da pa nipteng si Yowani.
025	Tatasa ka macinanao ji Yowani o macinekanekad do asa ka tao do Yotay.
025	O ikazyak da am kataktak do tao.
026	Maniring sira ji Yowani am, Mo pa manakem, mo Mangnanao, o mina kararay mo do Yotan a ayo asyo, a ipeylimwang mo so ngaran asyo?
026	Ta iya rana am yamanaktak sicyaikwaya.
026	Da karo no tao a yamangay komala sya.
027	Maniring si Yowani am, No abo si Ama ta do to a omoyat do tao am abo do tao o makapakavos so vazay.
028	Kamo mamimin a makateneng jyaken a beken a Misayya.
028	Ta nipanci ko na jinyo.
028	Ta yaken rana am nitovoy na yaken ni Ama ta do to a meywadwad so rarahan na.
029	Akman so meysinmo a tao.
029	No mapasakay o tao am masaray sira o kagagan na makamizing sya.
029	Am o nitomamtamek jya tao o angayan no mavakes ang.
029	Yaken rana am yako akman so kagagan na yatey masaray a makamizing sya.
030	Mangay o kapeyparo da no tao a mangay amrapong si Yeso.
030	Mangay o kapeypapereh no tao a omanod jyaken.
031	O nimapo do teyngato am to na pa meyhavasi o makakaday do karawan.
031	O nimapo do karawan am teyrahem o malavat na.
031	Am o apo do teyngato am to na pa meyhavasi o makakaday.
032	Patwawen na o nimacita na kano nimamizing na.
032	Am to da nazibwan no tao o nanao na.
033	Am o mahap so nanao na tao am pacyanoyngan da si Ama ta do to a tey manoyong.
034	O nitovoy ni Ama ta do to o mapatwaw so ciriciring na ni Ama ta do to.
034	Ta oyatan no Seyzi.
035	O Ama na am marilaw no Anak na.
035	So na nitorwan no makakaday jya a italamozong na.
036	Omanoyong do Anak na am mahap na o to meyyonong a ikavyay no pahad na.
036	O ji nganoyong do Anak na am abo jya o ikavyay no pahad na, ta meydedna jya o peyoyaoyyan na ni Ama ta do to.
