verse	content
001	Apnezak do ikadwa na araw am meykaygi rana sira o panipanirsirngen da no mapatanatanang so nakem da si Ama ta do to a kano kamanrarakehan a kano mangnanao no iwawalam ni Ama ta do to a kano aro a panipanirsirngen.
001	Karahan am pamnekan da na o vazay da.
001	Meyratateng am vaoden da na si Yeso a yangay ji Pilato.
002	Maniring si Pilato jya am, Panirsirngen da imo no tao do Yotay?
002	Maniring si Yeso am, Noon, manoyong ori.
003	So nikaro no marahet a vazay a iraherahet da si Yeso no panipanirsirngen da no mapatanatanang so nakem da si Ama ta do to.
004	Am ori o nipacicyan na pa si Yeso ni Pilato.
004	Maniring am, Amizing pala o aro a vazay a da iraherahet jimo.
004	Manngwa, yabo ciring mo a yamo ipasapa jira?
005	Akman sang ta abo o asa ka ciring a nipasapa na jira ni Yeso.
005	Am ori o savasavakan na nya ni Pilato.
006	Mangday no mamaring sira so kanen do Iyeci o kato na mangozayan jya ni Pilato do kapamnekan da no tao a mapasaway so asa ka tao a nipteng da.
007	Nimacinao o meyngaran so Palapa a macizavoz do aptengen da.
007	Iya rana ori am mapasobsobna do seyvo a kapanwakwak na so tao.
008	Malovot sira o aro a tao a manci ni Pilato so kapasaway na so asa ka tao.
009	Maniring si Pilato jira am, Manngo kamo a apyapya kapasaway ko so panirsirngen nyo a tao do Yotay an?
010	Am katenngan na rana ni Pilato o nyahapan da si Yeso a itoro jya no panipanirsirngen no mapatanatanang so nakem da si Ama ta do to do keynanahet da nya.
010	Am ori o nyangayan da nya jya.
011	Am kapasozisozi da so aro a tao no panipanirsirngen da no mapatanatanang so nakem da si Ama ta do to a manci ni Pilato a mapasaway si Palapa.
012	Ipidwa na pacicin sira o aro a tao ni Pilato am maniring jira am, Kongwen ko so wanjin o nyo ipanci a panirsirngen nyo a tao do Yotay ang.
013	Maniring sira o aro a tao a amlololos am, Padketen do jyojika!
014	Maniring si Pilato am, Ikongo na mina vazay a yamarahet.
014	Ikeykavevek da amlololos no aro a tao.
014	Maniring sira am, Padketen do jyojika!
015	Ji na pasovoy o aro a tao ni Pilato am to na rana norwan jira si Palapa a kapanci na rana no tao a somipsipzot ji Yeso a katoro na rana ni Yeso jira yangay da padketen do jyojika.
016	Karahan am yangay da no itaysang no Loma si Yeso do tezantehed no vahay ni Pilato a kapeylovolovot da na so aro a itaysang.
017	Meyratateng am payoben da si Yeso so akmey ayob no panirsirngen a kapamalikawag da so akmey tazici a pasakopen da jya,
018	a kalogologod da nya.
018	Maniring sira am, Makapintek ka Panirsirngen no tao do Yotay an.
019	Karahan am bakbakan da no vazit o oo na a kacicipa da jya a kapeylilitod da amlogologod nya.
020	Teyka da peyyaliliman am opsowen da na o nipeyyayob da sya akmey ayob no panirsirngen a kapayob da na jya so meyngongyod a ayob na a kangay da rana nya padketen do jyojika.
021	Makanavak do rarahan na am masinmo da o asa ka tao a meyngaran si Simong a omoli a apo do takey.
021	Masinmo da ori am pahanhanen da ori a somabway no jyojika ni Yeso.
021	Si Simong rana am tao do Cidinay a inyapwan da ni Yadisanta kani Lovo.
022	Yangay da si Yeso do meyngaran so Keketa.
022	O peypeypangayan no nang am Yanga no oo no tao.
023	Amyan sira do dang am peyyopen da si Yeso so nipazavozan da so kosozi a makopad a ranom.
023	Am ji na ngyopa ni Yeso.
024	Padketen da rana si Yeso do jyojika am macipangoyongoyot sira amvonong so mina ayob na.
025	Ikasyam no vatvatek do apnezak am padketen da si Yeso do jyojika.
026	O nivatvatkan da raraten na am, Iya ya am Panirsirngen da no tao do Yotay,
027	a kapazanod da so rarwa nimanakaw a tao ji Yeso a padketen do jyojika.
027	Asa am pain da do wanan na.
027	O asa am pain da do ozi na.
028	So na nipangononong rana no akman sang a ciring do Seysyo.
028	Ta o domket dang am, Nipazasing da do meyraraten a tao.
029	O meyhatay do dang a tao am to da ligaligana o oo da mapasnesnek si Yeso.
029	Maniring sira am, Ka jyapya yamanci no kakavakava mo so rako a panaralayan a kapakatlo na araw no ipatnek mo sya.
030	Peyhekas do jyojika sicyaikwaya kavyay mo so kataotao mo am.
031	Akman sang sira o panipanirsirngen da no mapatanatanang so nakem da si Ama ta do to a kano mangnanao no iwawalam ni Ama ta do to a meykeykaming nya.
031	Maniring sira am, Na mavyay o karwan no tao a na jyatenngi o kataotao na avyain.
032	Kizisto a Panirsirngen no Isedi, peyhekas pala do jyojika, ta citahen namen, ta ori o anoyngan namen jimo.
032	Akman sang sira o kararay na nipadket da do jyojika mapeyleylak sya.
033	Meyigen o araw am mina todakedep o teyrahem so atlo a ka vatvatek.
034	Ikatlo na ka vatvatek do makoyab am amlololos si Yeso.
034	Maniring am, Idi, Idi, lama sapahetani.
034	O peypeypangayan na am, Mo Ama do to, mo Ama do to, mo peymakarwan jyaken.
035	Mamizing da no tao am maniring sira am, Na tawagan si Idiya.
036	Amyan so asa ka tao a mangay omahap so nitahem do makopad a ranom a akmey tapaik a palibden do anaro a avyao a itoro ji Yeso ipeyyop na sya.
036	Maniring am, Nanalahen ta pala ang, ta ala mai si Idiya mangay mapakas sya do jyojika an.
037	Ipisa kalolos na ni Yeso am mazavat o inawan na.
038	O bengbeng no rako a panaralayan a milakayob am mina todapising.
039	O amyan do tangain no jyojika a panirsirngen no itaysang no Loma am macita na si Yeso a amlololos a mawakwak am maniring am, Manoyong o tao eya Anak no Tao do to.
040	Amyan so aro a mavakes a makacita sya a macyatovang jya.
040	Sira rana am Matelyan Madiya kano ina na ni Yake a kani Yoseyvo a Madiya kani Salomey a kano karwan da icyamavavakes da.
041	No keyyan ni Yeso do Cyadidi am sira ori o nimacilolo jya a mapeyveyveken sya.
041	Amyan pa sira so aro a mavavakes a nimacihza jya do Yelosaleng.
042	Maseyrem rana do vekhas na no ipeywalam da no tao do Yotay am nimai si Yoseyvo.
042	Iya rana am tao do Adimatay a tey kanig da ori no panipanirsirngen a kararay na.
042	Iya rana am tey saray na no nang o kapananala na so katalamozong na nyaten ni Ama ta do to.
042	Ji na mamman si Pilato.
042	Am ori o yangay na a manci nya ji Pilato so kakas na so kataotao ni Yeso a pakakasahen.
043	Nisavasavak na ni Pilato o mina kapakamizing na rana si Yeso a nimawakwak.
043	Am ori o nipancyan na no asa ka panirsirngen no itaysang no Loma a mai.
043	Maniring jya am, Manngwa, yarana nimawakwak si Yeso?
044	Mamizing na do panirsirngen da no itaysang no Loma o kanimawakwak na rana ni Yeso am ori o nipyan na si Yoseyvo a mahap rana so kataotao na ni Yeso.
045	Karahan am manazang si Yoseyvo so milakayob a kangay na rana omkas so kataotao ni Yeso a pongosan no milakayob a mangay pakakasahen do nidokdokan na rana mao a kalolog na so rako a veysen a pazevngen na do heseb na.
046	Si Matelyan Madiya kano ina na ni Yoseyvo a Madiya am nimacilolo sira.
046	So pakatenngan da do nipakakasan da si Yeso.
