verse	content
001	Mamizing da no tao a macyagom do Vadisay si Yeso a manara so macilocilolo jya a kapakamizing da sya arwaro pa so nitaktakan a kani Yowani.
002	Am beken a si Yeso o manaktak, ta o macinanao jya am ori o manaktak.
003	Mamizing na ni Yeso o akman sang a ciring am karwan na rana do Yotay a kangay na rana do Cyadidi,
004	a kapeyliktaw na do Samadiya.
005	Makaranes do Samadiya am amyan dang so asa ka ili a meyngaran so Siha.
005	O ili rana ori am masngen ori do hakawan ni Yoseyvo a nyamoon na ji ama na a meyngaran so Yakebo.
006	Amyan dang o atbod a imong na ni Yakebo no kakwa.
006	Ikongo do nimazikna si Yeso a omalam, am ori o nilisna na do katangked no atbod ang.
006	No kano nang am akmey meyigen o araw.
007	Amyan so Samadiya mavakes a mangay tomavo.
007	Maniring si Yeso jya am, Ney pa dang so ranom a inomen ko.
008	O macinanao jya am nimangay sira manazang so kanen da do ili.
009	Maniring o mavakes am, Imo am tao do Yotay ka.
009	Yaken am tao do Samadiya ko.
009	Ikongo o mo to macyami jyaken so ranom.
009	O tao do Yotay a kano tao do Samadiya am ji sira masyakan so kanekanen.
010	Maniring si Yeso am, No mo katenngan o itoro na jimo ni Ama ta do to a mo kapakateneng do yamacyami jimo so ranom am ka ji mapasyasi jya.
010	Ji na mantan imo so to meyyonong a ikavyay no pahad mo a ranom a.
011	Maniring o mavakes am, Mo kahakay, yamarahem o tovong eya a yabo o tatano mo.
011	Makongo ka mangap so to meyyonong a ikavyay a ranom.
012	O tovong rana ya am nyamoon namen ji Yakebo a inapo namen.
012	Sira rana am nimamimin sira asa ka vahay a kano vinyay da a niminom so ranom do jya.
012	Manngwa, ka mahamahama pa ka nya?
013	Maniring si Yeso am, O amyop so ranom eya am mawaw pa sira.
014	Am o amyop so itoro ko a ranom am to sira meyyonong a ji rana awaw.
014	O itoro ko jya ranom am akmey atbod do onowned na a komalangboy.
014	So ikanoyong na makahap so to meyyonong a ikavyay no pahad na.
015	Maniring o mavakes am, Mo kahakay, itoro mo jyaken o ranom mo ori an, kato ko meyyonongan a jyawaw a kaji ko na ngayyan do jya tomavo.
016	Maniring jya si Yeso am, Angay pancyaney o kahanghangan mo a kai nyo do jya.
017	Maniring o mavakes am, Yabo kahanghangan ko.
017	Maniring si Yeso am, Yamanoyong na kabo no kahanghangan mo.
018	Am imo rana am yalalima rana sira o kahanghangan mo.
018	O katovong mo sicyaikwaya am beken a meyngongyod a katovong mo do vahay.
018	Yamanoyong o ciring mo jyaken.
019	Maniring o mavakes am, Mo kahakay, ko imo citahen eya am ala panoyonoywan na imo so ciring ni Ama ta do to.
020	O ineynapo namen a Samadiya am niraralay da si Ama ta do to do tokon eya.
020	Am kwan nyo a tao do Yotay am do Yelosaleng o raralayan ni Ama ta do to.
021	Maniring jya si Yeso am, Mo kavakes, anoyngan mo yaken.
021	No si marateng rana o araraw na am jyabo rana o tao a mai do tokon eya kado Yelosaleng a amraralay ni Ama ta do to a.
022	Inyo rana tao do Samadiya am nyo jyatenngi o yanyo iraralay.
022	Yamen a tao do Yotay am namen katenngan o namen iraralay.
022	Ta o mapatazadang so tao a mangay do teyngato am apo do tao do Yotay.
023	So na ikanoyong sicyaikwaya yanimakaranes.
023	O manoyong a omraralay ni Ama ta do to a tao am oyatan no Seyzi o onowned na omraralay ni Ama ta do to.
023	Ta o akman rana sang a tao am isaray na ni Ama ta do to.
024	Jyakman so tao si Ama ta do to a amyan so kataotao.
024	Am ori o iyapo na do Seyzi no omoyat do tao a manoyong a omraralay ni Ama ta do to.
025	Maniring o mavakes jya am, Ko katenngan na kai no Misayya.
025	No si mai ori am miminen na o vazay a ipanci jyaten.
026	Maniring si Yeso am, Yaken o mo ipanci ang.
026	So na ika iya no yamacisirsiring jimo.
027	Mai rana sira o macinanao ji Yeso am macita da si Yeso a macisirsiring do asa ka mavakes.
027	Am ori o nyeyyakan da nya.
027	Am abo o asa ka tao jira a manci nya do mavakes so, Ikongo mo icyakza.
027	Abo jira o manci nya ji Yeso so, Ikongo mo sirsirngan sya.
028	Iptad na no mavakes o peraranom na kangay na rana do ili a manci nya do aro a tao.
029	Maniring am, Citahey kamo o yasa ka tao a yato mimin so mina vazay ko a yapatwawen.
029	Ala Misayya o ito.
030	Karahan am karwan da o ili da no aro a tao a mangay tomita si Yeso.
031	Meyratateng am gacigatan da si Yeso no macinanao jya a omoran do velek na.
032	Maniring si Yeso am, Yana myan so kanen ko, am nyo jyatenngi ori.
033	Maniring sira do ipeykalakalavaten da am, Ala yamyan so tao a yanimanta nya so kanen na an?
034	Maniring si Yeso jira am, O kanen ko am onotan ko a pakavosen o vazay no yanitomovoy jyaken.
035	No kamo maniring am, Yamakapat rana vehan a yakapanlangi.
035	Am to ko na macitangayan jinyo am cita kamo pala o nihakawan nyo a yarana mazako.
035	Jyapiya rana ori a langin a.
036	O mapanop so tao a omanoyong do nanao ko am arako o nakem ko jya.
036	Sira rana omonot do nanao ko am mahap da o to meyyonong a ikavyay no pahad da.
036	Katonodan no nang o amhakakaw a tao.
036	Ta o pamowahen no asa ka tao am macivonong sira o karwan tao.
036	So ikanoyong da tey masaray a tomaham do nihakawan da.
036	Akman so meylimwang no ciriciring na ni Ama ta do to a kano omanop so tao a omanoyong jya an, ta tey masaray sira an.
037	O ciriciring da no tao no kakwa am, Pamowahen no asa ka tao.
037	Macivonong sira o tao do nihakawan na.
037	So ikatey manoyong no akman sang a ciring da.
038	Ko inyo ipanoyon a yamangay omlangi so beken a zikna nyo.
038	Am manoyong kamo a macivonong do zikna da no tao.
039	Aro do ili ang o niomanoyong rana ji Yeso.
039	Ta maniring o mavakes do aro a tao am, Na to mimina rana o mina vazay ko a yapatwawen.
040	Macita da no aro a tao do Samadiya si Yeso am gacigatan da macisan jira.
040	Ori o nisan na dang so kadwa araw.
041	Nikarapan o tao a omanoyong do nanao na ni Yeso.
042	Ta maniring sira do mavakes am, Beken a ciring mo an o namen ipanganoyong rana sicyaikwaya.
042	Ta namen nipacimatan a yaniomamizing so ciring na.
042	Am ori o namen anoyngan rana jya a mapatazadang so tao do karawan.
043	Kadwa araw si Yeso a nimisan dang a kangay na rana do Cyadidi.
044	Nipanci na rana ni Yeso no kakwa o kaji da panadnadan so panoyonoywan na so ciring ni Ama ta do to no macikeylyan jya.
045	Am makaranes si Yeso do Cyadidi am aro tao a somaray nya.
045	Ta no kangay da do Yelosaleng a macipamaring so kanen do Iyeci am nimacita da o vazay na.
046	Meysinaoli si Yeso do Cyana a macinapnap do Cyadidi.
046	Do dang rana am nipeyvaliw na so ranom a potaw cyo.
046	Am amyan so asa ka meynakem a tao.
046	O anak no nang am meyngen do Cyapaynong.
047	Mamizing na si Yeso a nimakaranes rana do Cyadidi apo do Yotay am mangay ji Yeso a manci nya a mangay do Cyapaynong a omiwakwak do anak na a toda jyangangay so inawan.
048	Maniring si Yeso jya am, No si macita nyo o vazay a yongkad no kayapo ko ji Ama ta do to am, ori o ipanganoyong nyo.
049	Maniring o meynakem a tao ori am, Mo kahakay, macihza ka pa jyaken do yana ikavyay pa no anak ko.
050	Maniring si Yeso jya am, Angay rana.
050	Ta yarana nimapya o anak mo.
050	So nyanoyngan na rana no tao ang do ciring ni Yeso a mangay rana.
051	Amyan pa do rarahan am masinmo na rana o lamlamsoy na.
051	Maniring sira do meynakem a tao am, Yapya rana o anak mo.
052	Karahan am pacicin na sira.
052	Maniring am, No kango o kapya na no anak ko.
052	Maniring sira am, Ikasa na vatvatek no kakyab do makoyab am nimacipinda dang o kaji na rana paingwatan sya.
053	Naknakmen na am todey meyyangay o cinapya na no kapacisirsiring na jya.
053	Ta maniring si Yeso jya no kano nang am, Yapya rana o anak mo.
053	Am ori o nipacipindan no kanoyong da na jya nira ori a asa ka vahay.
054	O vazay rana ori am ikadwa na no vazay ni Yeso do Cyadidi no kapo na do Yotay a yongkad no kayapo na ji Ama ta do to.
