verse	content
001	Makanateng so araraw am macinao do pamarmarngan da so kanen no tao do Yotay o yangay na ni Yeso do Yelosaleng.
002	Amyan do Yelosaleng so ngaranan da Pazezevngen no kagling.
002	Am amyan do siri na so meybebneng a ranom.
002	O ingaran da jya no Sipolay a tao am Peyseta.
002	O livolivon no meybebneng a ranom am meykalima o tezantehed do dang.
003	O tezantehed rana ori am meycyeyreyray sira dang o meykeyngeyngen a tao.
003	Sira rana ori am amyan jira ang so mavota kano ji makakalam a kano ji makapeygonagonay a tao.
003	Sira rana ori am panalahen da o kapeygonagonay no ranom.
004	Ta o tinsi ni Ama ta do to am mangay na gonagonain o ranom ang.
004	Anoyngan da o kato na rana apyan no ingingnen no ney manma a somivoz do ranom ang.
005	Amyan dang so asa ka tao a nimeyngen so wao so ikasikapat 38 so awawan.
006	Macita na ori ni Yeso a ji meyvangon am katenngan na o kownay na rana nimeyngen.
006	Maniring jya am, Kokay.
006	Mo ikakza o kavonas rana no ingingnen mo an?
007	Maniring o meyngen a tao ori am, Mo kahakay, no kapeygonagonay no ranom am yabo yamarilaw nyaken a yamapangay jyaken do ranom.
007	Yako naknakmen o yako kagonagonay so peyvongvongwan ko a somivoz do ranom am yarana myan so tao a yanimanmanma pa ka nyaken a nisomivoz.
008	Maniring si Yeso jya am, Tanek rana kahap mo na so atpil mo a omalam.
009	Makarahan am jya nimeyyahahay a mapya o tao ang, kahap na rana so atpil na omalam rana.
010	No kanang am nimacinao do araraw no ipeywalam no tao.
011	Maniring sira o panipanirsirngen no tao do Yotay do nimapya rana tao ori am, Sicyaraw eya am ipeywalam no tao.
011	So ji mo ngapi so atpil mo.
012	Maniring am, Yamaniring jyaken o tao a niomiwakwak jyaken am, Ahap rana o atpil mo a kangay mo rana.
013	Maniring sira am, Sino o yanimanci nimo a yamahap so atpil a mangay rana.
014	Am ji na tenngi no nimapya rana a tao ang o niomiwakwak jya.
014	Ta nikarwan na rana sira o aro a tao do dang ni Yeso.
015	Mownay am masinmo ni Yeso o tao a nikeywakwakan rana do rako a panaralayan.
015	Maniring jya am, Yaka na manoyong a yapya rana.
015	Ji mo na peyneynama o kapeyraraten mo.
015	Ta arakorako pa o alalaw a mangay jimo.
016	Karahan am mangay rana o tao ori a manci nya do tao do Yotay o mina keywakwak na jya ni Yeso.
017	Nimacipinda no kano nang o kapacioya da rana ji Yeso do kato na mangiwakwakan do ipeyweywalam no tao.
018	Maniring si Yeso jira am, Yato meyvazay si Ama.
018	So ko to nginarai sya.
019	To da na mamneki no tao do Yotay o kawakwak da si Yeso do kapakamizing da so ciring na.
019	Ta ji na ngahapa o icicirawat da, do kaji meyvazayan do ipeyweywalam no tao.
019	Maciyoman pa o kapakamizing da so ciring na manci no kapeyyama na si Ama ta do to a mapakto so kataotao na ji Ama ta do to.
020	Maniring pa jira si Yeso am, To ko na macitangayan jinyo am no ko to mangozai o kataotao ko am abo mahap ko a vazay.
020	Am ko na nimacita o vazay ni Ama.
020	Am ori o ko to ngamooni sya peyvazain.
020	O vazay ni Ama na am vazay no Anak na.
021	Am yatey rako o aryarilaw na jyaken ni Ama.
021	Yana mamimin o vazay na yana nipacita jyaken, mangay katoro na nya jyaken so arakorako pa vazay a isavasavak nyo.
022	O vazay na ni Ama mapeyvangon so nimawakwak a tao am akman ko sang a to mangozay do nakenakem ko a omvyay so tao.
023	Beken a si Ama o mapacici a mapeykapyapinpin so tao.
023	Ta na nitoro rana jyaken o oyowyat a mapacici a mapeykapyapinpin so tao do karawan,
024	mangay kazwazway da jyaken no tao do karawan.
024	Akman sang si Ama a azwazwain da.
024	Am o to nazibo nyaken a Anak na ni Ama am akman sang si Ama a da to nazibwan.
025	To ko na macitangayan jinyo am omamizing so ciring ko a tao a omanoyong do yanitomovoy jyaken am mahap na o to meyyonong a ikavyay no pahad na.
025	So ikanoyong na ji na meydednai no peyoyaoyyan na ni Ama ta do to.
025	Ta nimaliklik na rana o apwa kawakwakan no pahad na.
026	To ko na macitangayan jinyo am oya rana o araraw na.
026	So na rana ikanoyong a yarana nimakaranes no ipakamizing da so ciring ko no kabwan na pa no to meyyonong a ikavyay no pahad da a tao.
026	Am o mahap so ciring ko o makahap so to meyyonong a ikavyay no pahad da.
027	Si Ama ta do to o yapwan no to meyyonong a ikavyay no pahad no tao.
027	So icyakman na sang no Anak na.
028	Na nitoro jyaken ni Ama ta do to o oyowyat a yamapacici a mapeykapyapinpin so tao.
028	Ta yaken rana am Nipamnekan na ni Ama ta do to a tao.
029	Ji nyo ngyakan, ta no marateng rana o araraw am mamimin sira o nibobo a tao a makamizing so ciring ko,
030	a kapeyvangon da do heseb da.
030	O apya so mina vazay no kamavyay da pa am mavyay sira a kapacitovong da rana ji Ama ta do to do teyngato.
030	O nimeyraraten no kamavyay da pa am peyvangonen ko sira kapanci ko no raraten da.
031	Abo angangayan ko ya no si to ko mangozai o nakenakem ko.
031	Ko to mangozai o ciring na jyaken ni Ama ta do to a mapacici a mapeykapyapinpin so tao.
031	So na ikanoyong no ko ahahapan sya.
031	Ta ko ji mangozai o nakenakem ko do kataotao ko, do ko kahap so vazay no yanitomovoy jyaken.
032	No si ipeylimwang ko o kataotao ko am ji makanet ori a ipanop so tao.
033	Am na keyyan no yameylimwang nyaken.
033	So ko pakatenngan do na kanoyong no ciring na yamacyanoyong jyaken.
034	Nimanovoy kamo so tao a mangay ji Yowani.
034	So nipakamizngan nyo so ciring na meylimwang no manoyong a ciring na jyaken.
035	Ko ji ngakzeba o keyyan no tao a macyanoyong jyaken.
035	O ko pakalavatan so mina vazay ni Yowani am ipakateneng nyo jyaken a kapakahap nyo rana so to meyyonong a ikavyay no pahad nyo.
036	Kapalangayan no zampo si Yowani a amlila maniray.
036	Am ji meyyonownay o sarayan nyo no zezak na.
037	Am patwawen ko pala o makdekdeng pa vazay ko a kano mina ciring ni Yowani.
037	O vazay rana ori am nitoro na jyaken ni Ama a pakavosen ko.
037	O vazay rana ori am yongkad ko ori a nitovoy ni Ama.
038	Na ipeylimwang yaken ni Ama a nitomovoy jyaken.
038	Abo pa jinyo o nimakamizing so ciring na.
038	Abo pa jinyo o nimakacita so moing na.
039	O nyo ji mapeyyani so ciriciring na do onowned nyo am nyo ji nganoyngi o yana nitovoy a yasa ka tao.
040	O nyo ipeyvilang a Seysyo am nyo naknakmen o nyo kapakahap do dang so to meyyonong a ikavyay no pahad nyo.
040	Am na malavat no Seysyo am yaken.
041	Am yatey masalit o onowned nyo a yaji nganoyong jyaken a yamanta ninyo so to meyyonong a ikavyay no pahad nyo.
042	Ko jyakzan o da kazwazway jyaken no tao.
043	Ko katenngan o onowned nyo a yajyakza ni Ama ta do to.
044	O ko nyai do teyrahem eya am nakenakem na ni Ama.
044	Am nyo ji ngonoci yaken.
044	Am o yamacitarek a tao a yamangozay do ngaran da am nyo onotan.
045	Nyo ikeykakza pa o da kazwazway jinyo no kadwan jinyo.
045	Nyo jyakzan o azwazway a yapo ji Ama ta do to.
045	Ori o yanyo ji nganoyngi jyaken.
046	Ji nyo mancyan o ka yaken no mapatwaw so raraten nyo do tangain ni Ama ta do to.
046	Ta o iwawalam ni Moyse yanyo pangozayan am ori o yamapatwaw so raraten nyo.
047	No si anoyngan nyo si Moyse am akman kamo sang a omanoyong jyaken.
047	Ta o ciriciring na yadomket do Seysyo am yaken na paingan sya.
048	No nyo ji nganoyngi o ciriciring na ni Moyse a yadomket do Seysyo am makongo kamo a omanoyong jyaken.
