verse	content
001	Omavang si Yeso a kano macinanao jya do tataloran am mangay rana sira do katovangan no rako a meybebneng a ranom a meysinaoli do peyvahayan ni Yeso a ili.
002	Amyan sira so tao a mangay no ji makapeyvangon a tao no ireyrayan na do tangain ni Yeso.
002	Macita ni Yeso o kakdeng no onowned da am maniring do meyngen a tao am, Manganako, cyaha ta kangay mo.
002	Yarana nimavonas o raraten mo.
003	Onowned da no tatasa ka mangnanao no iwawalam ni Ama ta do to am ipanci da si Yeso a komolala si Ama ta do to no ciring na.
004	To na rana tenngi ni Yeso o nakenakem da.
004	Maniring jira am, Ikongo nyo ipacitarek so onowned.
005	Manngwa, apyapya kapanci nya do yameyngen a tao so, Yanimavonas rana o raraten mo an?
005	No apyapya o kapanci no, Tanek rana kalam mo rana.
006	Ta ko kakzeben inyo a makateneng do oyowyat ko a Nipamnekan na ni Ama ta do to a tao a makavonas so raraten no tao.
006	So pancyan na nya do meyngen a tao so, Tanek rana kahap mo so ireyrayan mo a mangay rana do vahay nyo.
007	So mina to na meytatanki rana no tao ang a mangay rana do vahay da.
008	Macita da no tao am nisavasavak da a kazwazway da si Ama ta do to, ta nipakemkem na do tao o oyowyat na.
009	Karwan na do dang ni Yeso am macita na o mapeyvazay so deyking a tao a meyngaran si Matay a omlisna do torotorwan no deyking a vahay.
009	Maniring jya am, Sijya, kapacilolo mo jyaken.
009	Meyratateng am meytatanek a kapacilolo na rana jya.
010	Koman si Yeso do vahay ni Matay am aro sira mina kararay na mapeyvazay so deyking a tao a kano meyraraten a tao a mai a macihanghang ji Yeso a kano macinanao jya.
011	Macita da no tao a macyagom do Vadisay am maniring sira do macinanao ji Yeso am, Ikongo na ipacihanghang no sinsi nyo do mangangap so deyking a kano aro a yameyraraten a tao ang.
012	Mamizing na ni Yeso o ciring da am maniring jira am, O apiya so kataotao a tao am ji da ngala o mangavavaw a tao.
012	Ta o meyngen a tao o komala so koysang.
013	O ciring do Seysyo am, O kakdain ko am karilaw nyo no icyatatao nyo.
013	So ikabeken a patanangen nyo a makakaday.
013	Angay kamo na kanakenakem nyo pala so peypeypangayan no ciring ang.
013	Ta o ko nyai am beken a ko manara so ji meyraraten a tao.
013	Ta o yameyraraten a tao am ori o yako nyai.
014	Ipisa am mangay sira o macinanao ji Yowani do tangain ni Yeso.
014	Maniring sira am, Yamen rana kano tao a macyagom do Vadisay am namen masangib a yaji mangakaday a meynozi.
014	Am o yamacinanao jimo am yabo yakman sang a vazay da.
015	Maniring si Yeso am, No mamaring so kanen o mahakay a matarek so vahay a tao am manngwa, amlavi sira o nipanoyon na tao?
015	Jyabo kakman da sang a.
015	Am no marateng o araraw no irakep da so mahakay ang am manoyong rana o kaji da mangakadayan, do kasinalaw da nya.
016	Abo tao a mapatapang so vayo a milakayob do adan a ayob.
016	Ta ji macimangno.
016	So ikapising no adan a ayob ang.
016	So ikarakorako na pa no kazamitan na.
017	Abo tao a mangap so vayo a potaw cyo a paglowen do adan a kolit no baka, ta zombak.
017	Am ori o paglowan so vayo a potaw cyo do vayo a kolit no baka an.
017	Ta ori o ikapya na.
