verse	content
001	Karahan am meypangay si Yeso do katovangan na no rako a meybebneng a ranom a meyngaran so Cyadidi.
001	O ikadwa no ngaran no nang am Tipilyo.
002	Macita da no aro a tao si Yeso a nimangiwakwak so tao am onotan da.
003	Mangay si Yeso a kano macinanao jya do tokon a mawalawalam do dang.
004	No kanang am masngen rana o kapamaring da so kanen no tao do Yotay do Iyeci.
005	Macita ni Yeso o aro a tao a mangay jya.
005	Maniring ji Veydipo am, Do wanjin pakasazangan ta so kanen no aro a tao ang a ipakan ta sira.
006	O peycirngan na sang am ileylamdam na si Veydipo.
006	Ta katenngan ni Yeso rana o ahahapan na sya.
007	Maniring si Veydipo am, Tana meyvazay ko so kasisi no awan am ji pa makanet a ipanazang so ipakan so aro a tao ito.
008	Maniring o asa ka macinanao jya meyngaran so Antele a kakteh ni Simong Pite am,
009	Yamyan jya so asa ka kanakan a yanimeyotwan so yalima ka myanpaw a kano yadwa ka among.
009	Am no si pongden do aro a tao am jyabo kaponged na jira.
010	Maniring jira si Yeso am, Pancyan kamo sira amlisna.
010	Am katamtamkan o yanan da.
010	Karahan am mamimin rana sira amlisna.
010	O vilang da no mahakay am kakaliman a ranaw 5000 sira.
011	Hapen na ni Yeso o myanpaw a kasaray na nya ji Ama ta do to.
011	Karahan am pongden da rana no macinanao jya do meykalyalipenpen a amlisna tao.
011	Akman sang o among a nivonong da, kapakapya da rana koman.
012	Mabsoy rana sira am maniring si Yeso do macinanao jya am, Peykakasa kamo na o atda da.
012	Ta ingbeywan.
013	Karahan am peykakasahen da na o atda da do alima ka myanpaw ang.
013	Peysinsinmowen da o ji da nimimina am nipno da o adwa so ikarwa a yala.
014	Macita da o mina vazay ni Yeso a yongkad no kayapo na ji Ama ta do to am maniring sira am, Oya saon o da ipanci a yamai do teyrahem a panoyonoywan na so ciring ni Ama ta do to.
015	Katenngan na ni Yeso sira toda ji ngamaog sya a panirsirngen da.
015	Am ori o nikaveyvow na nimangay do tokon a tomayo nira.
016	Maseyrem rana am mangay sira o macinanao jya do rako a meybebneng a ranom,
017	a kasakay da do tataloran a mangay do katovangan na ili a meyngaran so Cyapaynong.
017	Mahep rana no kano nang am ji pa nimakaranes si Yeso jira.
018	Makarahan am to na nangsangan.
