verse	content
001	Makarahan am nilivolivon ni Yeso o peycyeylilyan na do Cyadidi.
001	So ji na rana kei no kangay na do Yotay, ta naknakmen da no tao do Yotay si Yeso a zakaten.
002	Makeykai rana o ipamarimaring da so kanen no tao do Yotay do kapakanakem da so ineynapo da a nimeyvahay do sarwap no kakwa pa am
003	maniring sira wari na ni Yeso jya am, To mo na ngaroi do jya kangay mo do Yotay, ta pakacittan da no macilocilolo jimo dang so vazay mo.
004	No kakzeben o kapakateneng da do kataotao no tao am ji naywa o vazay.
004	No si manoyong o kapeyvazay mo so mapeyzokab a vazay am patwawen mo do karwarwan no tao.
004	Ta ori o ipakateneng da jimo no aro a tao.
005	O ikakman da sang da wari na am ji da pa nganoyngi si Yeso.
006	Maniring jira si Yeso am, Beken a araraw na pa ya no kapatwaw ko so vazay ko.
006	Am inyo am apya jinyo.
007	Ji da macioyai inyo no tao do karawan.
007	Am pacioyyan da yaken, ta ji ko nitayo o ciring ko jira do raraten da.
008	Angay kamo a mamaring so kanen.
008	Jyabo kangay ko sicyaikwaya.
008	Ta beken a araraw na pa ya no yangay ko.
009	Mateyka ni Yeso o ciring na ipanci jira am todavezed pa do Cyadidi.
010	Mangay rana sira wari na ni Yeso am mangay macipamarimaring so kanen si Yeso.
010	Am ji mapacita do tao.
011	No kapamaring da so kanen no tao do Yotay am nimakapya sira komala si Yeso.
012	Tatasa o meyyahhahes do aro a tao a mazyak ni Yeso.
012	Amyan so manci nya apya.
012	Amyan so manci nya yamanlita so tao.
013	Am ji dadkeci do karwarwan no tao a patwawen o apya vazay na, ta ikanyahey da o panipanirsirngen da no tao do Yotay.
014	Ji pa ngavos o ipamaring da so kanen am mangay si Yeso do rako a panaralayan a mangnanao so tao.
015	Isavasavak da no panipanirsirngen da no tao do Yotay.
015	Maniring sira am, Asyo o tao eya yateywara so ciring a yajya nimeyvatvatek asyo.
016	Maniring si Yeso am, Beken a monganay jyaken o yako ipangnanao, ta yamonganay ori do yanitomovoy jyaken.
017	No manoyong o tao a mangononong do apyahen ni Ama ta do to am katenngan na o ka yaken na, ka si Ama ta do to no nanao.
018	O mapagaz so ciring do kataotao na am manoyong o akman sang a mapazway.
018	Am o tao a makza no kazwazway da so nimapahanhan sya am manoyong o akman sang a jyalas.
019	Si Moyse rana am nitoro na jinyo o iwawalam ni Ama ta do to.
019	Am yabo jinyo o yamanoyong a yamangozay jya.
019	Ikongo nyo naknakman so nyo kawakwak jyaken.
020	Maniring sira o aro a tao am, Ka kovotan eya an?
020	Sino yamwakwak jimo.
021	Maniring si Yeso am, Ipisa ko pa nimeyvazay so rako a vazay do ipeywalam no tao am niyak nyo.
022	Am nipanci na inyo ni Moyse a amyongkad do kataotao nyo.
022	Am beken a nimapo ji Moyse o kayongkad do kataotao, ta nimapo do ineynapo nyo.
022	Ta yanyo yongkadan o ananak nyo do yaipeywalam no tao.
023	No si myan so tao a amyongkad do anak na do ipeywalam no tao, do kahap na so iwawalam ni Moyse am ikongo nyo oyyan nyaken no yako mangiwakwak so tao do ipeywalam no tao.
024	Iptad nyo na o kapanci nyo nyaken a meyraraten a tao.
024	Ta to nyo na peyyana do onowned nyo o kapya na, karahet na no vazay ko.
025	Maniring o tatasa ka tao do Yelosaleng am, Beken a oya o yada naknakmen eya wakwaken asyo?
026	Asyo yabo tao a yamwoya nya.
026	Yameyzezyak do karwarwan no tao.
026	Ala da katenngan no panipanirsirngen o na ka Misayya an?
027	Am no mai o Misayya am jyabo tao a makateneng do kapwan na.
027	Am si Yeso rana am tamo todamimin a yakatenngan o yana nikapwan.
028	No kano nang am mangnanao si Yeso do rako a panaralayan.
028	Maniring a amlolos am, Kamo manoyong a yamakateneng jyaken?
028	So nyo ipakateneng do yako nikapwan?
028	Beken a ko to meynakman ko kai.
028	Ta yana nitovoy yaken ni Ama ta do to.
028	So na jyalasi ni Ama ta do to.
028	Am yanyo jyatenngi si Ama ta do to.
029	Ko katenngan si Ama ta do to, do yako kanimapo jya.
029	So ika iya na no yanitomovoy jyaken.
030	Karahan am naknakmen da rakpen am abo tao a manapet jya, ta beken a araraw na pa no irakep da sya.
031	Am amyan do aro a tao ang so omanoyong jya.
031	Maniring sira am, No si mai o Misayya am arwaro pa o peyvazain na vazay a yongkad no kayapo na ji Ama ta do to a kano tao eya?
032	Mamizing da no tao a macyagom do Vadisay o kazyak da ni Yeso am mapahanhan sira kano panipanirsirngen no mapatanatanang so nakem da si Ama ta do to so mamzamzat a mangay amrakep si Yeso.
033	Maniring si Yeso am, Yalikey rana o ipacikaop ko jinyo a kapeysinaoli ko na mangay do yanitomovoy jyaken do karawan.
034	Kalahen nyo yaken am ji nyo a kala yaken, ta o angayan ko am ji nyo angai.
035	Maniring sira o panipanirsirngen da no tao do Yotay do kadwan jira am, Do wanjin na angayan a ji tamo makakalai sya.
035	Yamangay saon a yameyvahay do Sila a amnanao sira so kasina ta no inawan?
036	Na ipanci tamo kakala sya am ji tamo a kala.
036	Ji tamo a tokod kono o angayan na.
036	Ikeykongo peypeypangayan no ciring na ang.
037	Ney makdeng na o pangavosan da mamaring so kanen.
037	No kano nang am meytatanek si Yeso.
037	Maniring a amlolos am, No mawaw a tao am mai jyaken amyop.
038	Ta akman so domket do Seysyo a ciring, Omanoyong jyaken am amyan so akmey atbod a ranom a jyates a amvoyog do onowned na pakahapan da no tao so to meyyonong a ikavyay no pahad da.
039	O ciring ni Yeso am pakacirngen na do omanoyong jya do kapakahap da so Seyzi.
039	No kano nang am ji pa nimeygegcin o Seyzi do omanoyong jya tao, ta ji pa nimakaranes o azwazway na a nimirwa a mavyay a meycyakavat do teyngato si Yeso.
040	Mamizing da o ciring ni Yeso no aro a tao am maniring o karwan da am, Yamanoyong oya tamo nanalahen a panoyonoywan na so ciring ni Ama ta do to.
041	Amyan jira ang so manci nya Misayya.
041	Am maniring sira o kadwan jira am, Ta to na apoi no Misayya do Cyadidi!
042	Ta maniring do Seysyo am macikownongan ji Tawey o Misayya.
042	Am mangay malikey do mina ili na ni Tawey a meyngaran so Podiheng.
043	Ori o nipeyhatay da so onowned a ji macipaswasovoy.
044	Naknakmen da no karwan da rakpen si Yeso am abo tao a manapet jya.
045	Meysinaoli sira o mamzamzat a tao do panipanirsirngen no mapatanatanang so nakem da si Ama ta do to a kano tao a macyagom do Vadisay am maniring sira am, Ikongo nyo ji maciralai ji Yeso a yai.
046	Maniring sira o mamzamzat am, Ji namen pa nimakamizing so akman sito so ciriciring.
047	Maniring sira o tao a macyagom do Vadisay am, Na to litai pa inyo no nang?
048	Manngwa, yamyan so panipanirsirngen a kano tao a macyagom do Vadisay a yaomanod jya?
049	Peydednan na sira no peyoyaoyyan na ni Ama ta do to omanoyong jya tao.
049	Ta da jyatenngi o iwawalam ni Moyse.
050	Amyan jira ang so meyngaran so Niketemo.
050	Iya rana ori am nimangay na nipacici si Yeso no kakwa pa.
050	Maniring jira am,
051	Beken a iwawalam ta o kato mancyan no tao a meyraraten a jya nimamizing so ciring a jya nimacita meyraraten.
052	Maniring sira am, Yaka tao do Cyadidi saon.
052	Cita pala do Seysyo.
052	Jyabo o yasa ka panoyonoywan na so ciring ni Ama ta do to a nimapo do Cyadidi a.
053	Mamimin sira o aro a tao amrateng rana do kavahayan da.
