verse	content
001	No kaji na pa amaogan no karawan am amyan rana o Ciring ni Ama ta do to.
001	O Ciring rana am macilovot ji Ama ta do to.
001	O Ciring am manoyong a Tao do to.
002	Nimakalapo no kakwa o kapacilovot no Ciring eya ji Ama ta do to.
003	Ciring o nyamaog na ni Ama ta do to so makakaday.
003	So ikabo no asa ka maoran no karawan a ji na nyamaog no Ciring eya.
004	O Ciring ni Ama ta do to am ori o yapwan no inawan no tao.
004	O inawan rana am zezngang a ikavyay no tao.
005	O zezak am cirain na o kasarisaryan.
005	So ji na makahespi so mazngang no masari.
006	O meyngaran so Yowani a tao am nitovoy na ni Ama ta do to a lamlamsoy na.
007	Iya rana am ipanci na do tao o zezngang a kamimin no tao a makamizing sya kapanganoyong da rana.
008	Am beken a iya ori o zezak ang, ta o kapangnanao na no zezak ang.
009	O zezak rana am manoyong a zezngang apo do teyngato a tomiray so tao do karawan.
010	O Ciring rana am amyan rana do karawan a nipangamaog na ni Ama ta do to so karawan.
010	Am kaji da makatenngan jya no tao do karawan.
011	Mangay do pacikeylyan na am to da nazibwan no tao do dang.
012	Sira rana ji nazibo nya tao a kano omanoyong jya tao am abneken na sira akma ney anak ni Ama ta do to.
013	Am beken a meyngongyod sira ori a nimapodpod so kataotao ji Ama ta do to, ta omaing do kanoyong da ji Ama ta do to.
013	Am ori o abnekan na sira akma ney anak.
014	So nipeyvaliw no Ciring a tao a macikaop jyaten a tey rako so pangangarilawan a tey manoyong.
014	So nipakacittan namen rana so azwazway na.
014	So ikanoyong na abo so ikararwa angayan no azwazway.
014	Ta iya rana am veyvowen na Anak ni Ama ta do to.
015	Iya o ipeylimwang ni Yowani amlololos a manci no, Iya o nimalavat ko na a manownowji pa a mai a ka nyaken.
015	Am mahamahama pa ori ka nyaken.
015	Ta amyan rana no kaji ko pa tazakan do karawan.
016	Yateywara o pangangarilawan na a na itoro jyaten.
016	O aryarilaw na jyaten am yabo yakasaraw a na ipeywalam.
017	O iwawalam na ni Ama ta do to o nipangnanao na ni Moyse a onotan ta.
017	Am o pangangarilawan na kano manoyong a nanao na ni Ama ta do to am ori o nyai na ni Yeso Kizisto do tao do karawan.
018	Abo pa o tao a nimakacita si Ama ta do to.
018	O Anak na yamacikto ji Ama ta do to a yamlisna do katangked na am ori o nipakateneng ta ji Ama ta do to.
019	No kano nang am o meynakem a tao do Yotay do Yelosaleng am nimanovoy sira so mapatanatanang so nakem da si Ama ta do to a kano Diwey a tao a mangay a tomita si Yowani.
019	Maniring sira jya am, Sino ka ya.
020	Maniring jira am, To ko na macitangayan jinyo am beken a Misayya ko.
021	Maniring sira am, Si Idiya ka ya an?
021	Maniring jira si Yowani am, Beken a yaken nyo ipanci ang.
021	Maniring sira pa am, Manngwa, panoyonoywan na imo so ciring ni Ama ta do to a namen nanalahen a mai?
021	Maniring am, Beken.
022	Maniring pa sira am, Pancyan pa jyamen, sino ka.
022	Ta itovis namen do yanimapahanhan jyamen.
022	Pancyan pala wanjin mo kapwan.
023	Maniring si Yowani am, Yaken o nipanci ni Isayya a omlololos do kabwan no nihakawan no tao.
023	Ta maniring am, Ipeywadwad nyo o Panirsirngen so rarahan na.
024	Karahan am pacicin da pa si Yowani no nitovoy da no tao a macyagom do Vadisay.
025	Maniring sira am, Beken a Misayya ka?
025	Beken a si Idiya ka?
025	Beken a panoyonoywan na imo so ciring ni Ama ta do to?
025	Am ikongo mo ipanaktak so tao.
026	Maniring si Yowani am, Yako manaktak no ranom.
026	Am amyan so asa ka tao a yamacikaop jinyo a yanyo jyatenngi.
027	Iya rana am manownowji pa a mai ka nyaken.
027	Am tana manownowji pa mai ka nyaken am yabo pacicingayan ko jya.
028	O vazay rana ya am no keyyan da do katovangan no Yotan a ayo a ili da do Potani.
028	Do dang rana am nipanaktakan ni Yowani.
029	Ikadwa na araw am macita ni Yowani si Yeso a mai.
029	Maniring si Yowani am, Oya rana am akmey kagling a nitovoy na ni Ama ta do to a omahap so tao do peyraratenan da.
030	Iya rana ya am nipanci ko rana jinyo a manownowji a mai.
030	Am arakorako pa oyowyat na ka nyaken.
030	Ta ji ko pa nimatazak a tao am amyan rana.
031	No kakwa am ji ko pa tenngi ori.
031	O yako ipanaktak no ranom sicyaikwaya am ko panopen sira o Isedi a tao a kapakateneng da na jya.
032	Maniring pa si Yowani am, Ko nimacita o Seyzi a yakmey hato a yameyhekas do teyrahem a yamangay someyked do kataotao na.
033	Ji ko a tenngi no kakwa o nitovoy na ni Ama ta do to.
033	Am yamaniring jyaken si Ama ta do to a mapahanhan jyaken a manaktak no ranom am, O macita mo a peyhekasan no Seyzi a tao am iya o manaktak no Seyzi.
034	Ko na nimacita.
034	Am ori o ko pancyan nya jinyo o na kanoyong a Anak na ni Ama ta do to.
035	Ikadwa na araw am mirwa pa mangay si Yowani a kano rarwa ka macinanao jya.
036	Macita na si Yeso a meyhatay am maniring si Yowani am, Iya rana am akmey kagling ni Ama ta do to.
037	Mamizing da o ciring eya no rarwa ka macinanao ji Yowani am to sira na macihza ji Yeso.
038	Meyvazingowngaw si Yeso am to na cita o rarwa ka tao a macilolo jya.
038	Maniring jira am, Ikongo nyo kakzeben.
038	Maniring sira am, Do wanjin o vahay mo, mo Lapi.
038	O peypeypangayan no Lapi am Mangnanao so tao.
039	Maniring si Yeso am, Sijya kamo a kapakateneng nyo jya.
039	So nipacihza da jya kapakacita da na so yanan na.
039	So nipacisan da jya, ta makoyab rana.
040	O rarwa nimacihza ji Yeso a tao am asa ka tao o kakteh na ni Simong Pite a meyngaran si Antele.
041	So nyangay na ni Antele a mangay komala si Simong.
041	Maniring jya am, Ko na nimacita o Misayya.
041	O peypeypangayan no Misayya am Kizisto.
042	Makarahan am yangay na si Simong ji Yeso.
042	So nisingkadan na jya ni Yeso.
042	Maniring am, Imo rana mo Simong am anak na imo ni Yowani.
042	O ngaran mo na am si Civa.
042	O peypeypangayan no Civa am Pite.
042	O Pite rana am lalitan.
043	Ikadwa na araw am naknakmen na ni Yeso o kangay na do Cyadidi.
043	Meyratateng am to na sazi si Veydipo.
043	Maniring jya am, Macihza ka jyaken.
044	Si Veydipo rana am meyvahay do Peysayta.
044	Macikeylyan ji Antele a kani Pite.
045	Makala ni Veydipo si Natannay.
045	Maniring jya am, Namen rana nimacita o yadomket do iwawalam ni Moyse a kano ciring da no panoyonoywan na so ciring ni Ama ta do to do Seysyo.
045	Ori rana am si Yeso anak ni Yoseyvo a yameyvahay do Nasale a ili.
046	Maniring si Natannay am, Sino ipanci a kato na ngyanan no meynakem a tao do Nasale.
046	Maniring si Veydipo am, Sijya, kacita mo sya.
047	Macita ni Yeso si Natannay mangay jya am maniring jya am, Yameysinogat ori a Isedi a tao.
047	Yabo do onowned na o yamalahet.
048	Maniring si Natannay ji Yeso am, Ikongo mo to makatenngi jyaken.
048	Maniring si Yeso jya am, No kaji na pa mancyan nimo ni Veydipo am ko na nimacita imo a yamyan do teyrahem no ovako a kayo.
049	Maniring si Natannay am, Mo Mangnanao, ka manoyong a Anak ni Ama ta do to a Panirsirngen no Isedi a tao.
050	Maniring si Yeso am, O mo anoyngan jyaken am ko nipanci jimo no kapakacita ko jimo no keyyan mo pa do teyrahem no ovako a kayo?
050	Naknakmen mo no makwa an, ta arakorako pa o yeyyak mo no mata a vazay ko.
051	Maniring pa jira si Yeso am, To ko na macitangayan jinyo am macita nyo na o teyngato a kacyangan a kapakacita nyo na so aro a tinsi ni Ama ta do to a meygegcin jyaken a Nipamnekan na ni Ama ta do to a meysisinaoli sira do teyngato.
