verse	content
001	Kanem pa araw o awang na do Iyeci am nimangay si Yeso do Potani.
001	Do dang rana am peyvahayan no nipeyvangon ni Yeso a si Lasalo.
002	Amyan do dang so tao a nimapowyab sya.
002	Am o meyngaran so Marta kakteh ni Lasalo a mavakes am manaotao.
002	Si Lasalo a kano aro a tao am macihanghang ji Yeso.
003	Karahan am mangai si Madiya so mahangno a haneng.
003	Ori rana am tey masingat ori.
003	Karahan am to na rana mimina paglowen do ai ni Yeso a kalinas na jya no avok na.
003	So nikahangno no sahad a yanan da.
004	Maniring o asa ka macinanao ji Yeso a meyngaran so Yota a tao do Isecyadi a omavat do kapanazang na ni Yeso am,
005	Apyapya rana o kapamalit nya so nizpi a ipanidong so ikasi a tao am.
005	Ta tey masingat ori.
006	To na mancyan ori am beken a meyngongyod o karilaw na no makasi a tao.
006	Ta iya rana am manakaw a tao.
006	Ta iya rana am masangib a tomakaw so italamozong na nizpi no kararay na.
007	Am maniring si Yeso am, To mo macyozai, ta ori rana am yavat na jyaken no ibobo da yaken.
008	Yamasangib sira o makasi a tao a yamacikaop jinyo.
008	Am yaken am yalikey rana ipacikaop ko jinyo.
009	Mamizing da si Yeso no aro a tao a amyan do Potani am mangay sira jya.
009	Beken a kanakenakem da so kangay da ji Yeso, ta naknakmen da pa o kangay da tomita si Lasalo a nyavyay na ni Yeso.
010	Karahan am naknakmen da no panipanirsirngen no mapatanatanang so nakem da si Ama ta do to o kapazanod da si Lasalo a wakwaken.
011	Ta tey yaro o tao do Yotay a ji rana ngonot do mapatanatanang so nakem da si Ama ta do to a omanoyong rana ji Yeso, do kanimapeyvangon na si Lasalo do heseb na.
012	Ikadwa na araw am o macipamarimaring so kanen a aro a tao am mamizing da si Yeso a mangay do Yelosaleng.
013	Am ori o nipangap da so akmey voong no anyoy a mangay amrapong sya.
013	Maniring sira amlololos am, Isaray ta si Ama ta do to.
013	Inaoy si ipanlanlag na o nitovoy na a yarana nimai.
013	Inaoy si ipanlanlag na ni Ama ta do to o Panirsirngen no Isedi a tao.
014	Makakala si Yeso so asa ka baka kavang na jya.
014	So toney macipayoki no ciring do Seysyo.
014	Ta maniring am,
015	Inyo a tao do Yelosaleng am ji kamo anyahey.
015	Cita kamo o Panirsirngen nyo a yamavang do likta baka a yarana mai.
016	No kano nang am ji da tenngi no macinanao jya o peypeypangayan na.
016	Makaranes rana o azwazway na ni Yeso a nimirwa a mavyay a kapeycyakavat na rana a mangay do teyngato am manakem da rana o ciring a domket do Seysyo a manoyong a pakacirngen na jya, do kapeyyangay na kano vazay da jya no tao.
017	Tawagan ni Yeso si Lasalo apo do heseb na am amyan dang so aro a tao.
017	So nipeylimwang da no akman sang a nimacita da vazay.
018	Ori o nyangay da no aro a tao a mangay amrapong sya.
018	Ta nimamizing da o kanimapeyvangon na si Lasalo.
019	Maniring sira o tao a macyagom do Vadisay do kadwan jira am, Asyo tamo eya yabo so oyowyat a amzazat jira.
019	Cita pala yatodamimin rana o tao do karawan a omanod jya.
020	Amyan so tao do Sila a nimangay do Yelosaleng a mamaring so kanen a omraralay ni Ama ta do to.
021	Sira rana am mangay da citahen si Veydipo a tao do Peysayta a ili a macinapnap do Cyadidi.
021	Maniring sira jya am, Mo kahakay, namen kakdain si Yeso a macita.
022	Karahan am mangay na ipanci ni Veydipo ji Antele a kapeyheza da mangay manci nya ji Yeso.
023	Maniring si Yeso am, Yarana makaranes o araraw no ikazway no Nipamnekan na ni Ama ta to a tao.
024	To ko na macitangayan jinyo am no ji pamowa do tana o mowahen am jyablis ori a asaha.
024	Am no si pamowahen do tana am amlida rana kapalasi na rana.
025	O ambeywan do inawan na a tao am mapehes jya o inawan na.
025	O tongbo so inawan na do karawan eya am mahap na o to meyyonong a ikavyay no pahad na do teyngato.
026	O mahap so vazay ko am macilocilolo jyaken.
026	O yanan ko am amyan sira dang o kahanhanan ko.
026	O mahap so vazay ko am azwain na ni Ama.
027	Yako meyngen so onowned sicyaikwaya.
027	Ikongo pa o ciring ko.
027	Manngwa, apya o kapanci ko ni Ama mapaliklik so yaomanam a alalaw ko?
027	Am o peypeypangayan no ko nyai do karawan am ahapen ko o alalaw ko ang.
028	Mo Ama, inaoy si macita da no tao oyowyat mo.
029	Mina to ngyan so ciring apo do teyngato no kano nang.
029	Maniring am, Ko na nipatwaw o oyowyat ko.
029	So pirwan ko paha mapatwaw sya.
030	Mamizing da o ciring ori no aro a tao am maniring sira am, Ori am nimeykadey.
030	Am maniring o kadwan jira am, Yamyan so tinsi a yanimacisirsiring jya.
031	Am maniring si Yeso jira am, Beken a yaken o na aingan no ciring, ta inyo o na pamizngen.
032	Oya rana o ipacici so tao do karawan.
032	Oya rana o isakeb ni Satan a yatomalamozong no tao do karawan.
033	No si padketen da rana yaken do jyojika keypirwa ko na a mavyay am panopen ko o aro a tao do karawan.
034	O peycirngan na sang am ipakateneng da jya no tao o kangay na mawakwak do jyojika.
035	Maniring o aro a tao am, O domket do Seysyo am to meyyonong a mavyay o Misayya.
035	Am ikongo mo pancyan no kapadket sya do jyojika so Nipamnekan na tao ni Ama ta do to.
035	Sino tao mo ipanci ang.
036	Maniring si Yeso am, Alikey o iyan na jinyo no zezak.
036	Makabezbez kamo a omalam do iyan na pa no zezak.
036	Ta no masari rana am ji nyo na cita o pangonongan nyo.
037	No myan pa o zezak am anoyngan nyo ori an.
037	So ikanoyong nyo na mazngang so onowned.
038	Iptad na ni Yeso o ciring na am karwan na sira kangay na rana matarek do kabwan no tao.
039	Tana aro o yongkad na apo ji Ama ta do to am ji da nganoyngi si Yeso.
040	O ikakman na sang am mangononong o mina ciring ni Isayya.
040	Ta maniring am,
041	Mo Panirsirngen, sino o to nganoyong do ipeylimwang namen.
041	Sino o to makacita so oyowyat na no Tao do to.
042	Nimalavat na rana ni Isayya o kaji da manganoyngan.
042	Ta maniring am,
043	Si Ama ta do to o icyakma dey mavota.
043	Icyakma ney vato o onowned da do kaji da mamlisan.
043	Maniring si Ama ta do to am, Yabo da kasngesngenan jyaken.
043	Makongo ko so wanjin a mapatastas sira do teyngato.
044	O peycirngan na sya ni Isayya am nipacita na ni Ama ta do to o azwazway ni Yeso jya.
044	Am ori o peycirngan na sya jya.
045	Tana akman sang am aro panipanirsirngen da no tao do Yotay a omanoyong ji Yeso.
