verse	content
001	Kaya inapod ni Isaac si Jacob, kinomusta asin sinabihan, Dai ka mag-agom nin babaeng taga Canaan.
002	Lakaw asin magduman ka sa Mesopotamia, sa harong ni Betuel, na ama kan saimong ina, asin agomon mo an saro sa mga aki kan tiyo mong si Laban.
003	Bendisyonan logod kan Makakamhan na Dios an saimong pag-agom; tawan ka niya logod nin dakul na aki, tanganing magin ama ka nin dakul na nasyon!
004	Itao logod saimo asin sa saimong mga kapagarakian an bendisyon ni Abraham tanganing masadirihan mo ining daga na pinag-eerokan mo, na itinao nin Dios ki Abraham.
005	Kaya pinaduman ni Isaac si Jacob sa Mesopotamia, ki Laban na aking lalaki ni Betuel na Arameo, na tugang ni Rebecca na ina ni Jacob asin ni Esau.
006	Naaraman ni Esau na benendisyonan ni Isaac si Jacob asin pinaduman sa Mesopotamia tanganing maghanap nin agom.
006	Naaraman pa niya na kan bendisyonan ini ni Isaac, pinagbotan ini na dai nanggad mag-agom nin babaeng taga Canaan.
007	Naaraman niya na nagsunod sa ama asin ina si Jacob, asin nagduman sa Mesopotamia.
008	Nasabotan ni Esau na habo sa mga babaeng taga Canaan an saiyang ama na si Isaac
009	kaya nagduman siya sa aki ni Abraham na si Ismael, asin inagom an aki kaini na si Mahalat na tugang ni Nebaiot.
010	Naghale si Jacob sa Beer-sheba asin nagpasiring sa Haran.
011	Kan nagsosolnop na an aldaw, nakaabot siya sa sarong lugar asin nag-ontok duman.
011	Nagkua siya nin sarong gapo asin ginibo ining ulonan dangan nagkatorog siya.
012	Nangatorogan siyang nahiling niya an sarong hagdan na an poon nasa daga saka an poro abot sa langit, asin an mga anghel nin Dios nagsasakat dangan naglulusad duman.
013	Nahiling man niyang nagtitindog an Kagurangnan sa kataed niya asin nagtaram, Ako an Kagurangnan , an Dios ni Abraham asin ni Isaac.
013	Itatao ko saimo asin sa mga kapagarakian mo ining daga na nahihigdaan mo.
014	An saimong mga kapagarakian magigin siring sa alpog nin daga.
014	Papadakulaon ninda an saindang teritoryo sa gabos na direksyon; bebendisyonan ko an gabos na nasyon sa daga sa paagi mo asin sa saimong kapagarakian.
015	Giromdoma na iibahan asin aatamanon taka saen ka man magduman, asin ibabalik taka sa dagang ini.
015	Dai taka babayaan sagkod na magibo ko an itinaram ko saimo.
016	Nagimata si Jacob asin nagsabi, Yaon digdi an Kagurangnan !
016	Yaon siya digdi sa lugar na ini, asin dai ko aram!
017	Natakot si Jacob asin nagsabi, Makatatakot an lugar na ini!
017	Iyo ini an harong nin Dios asin an trangkahan nin langit.
018	Pagkaaga, amay na nagbangon si Jacob, kinua an gapong inulonan asin pinatindog bilang hariging giromdom dangan inulaan nin lana sa ibabaw.
019	An lugar nginaranan niyang Betel, alagad kaidto Luz an apod sa banwang idto.
020	Dangan nagsumpa si Jacob sa Kagurangnan na an sabi, Kun iibahan asin aatamanon mo ako sa sakong paglakaw, tatawan nin pagkakan saka gubing,
021	asin kun matoninong akong makabalik sa harong nin sakong ama, ika an sakong magigin Dios.
022	An gapong ini na sakong pinatindog bilang hariging giromdom iyo an magigin lugar na pagsasambahan saimo; itatao ko saimo an ikasampolong kabtang kan gabos na itatao mo sako.
