verse	content
001	Nagtaram an Dios, asin ini an saiyang mga tataramon
002	Ako an Kagurangnan na saindong Dios na nagdara saindo sa luwas kan daga nin Egipto, sa luwas kan harong nin kaoripnan.
003	Dai kamo nin ibang dios na sasambahon kundi ako sana.
004	Dai kamo maggibo nin ladawan kan ano man na nasa langit o nasa daga o nasa tubig sa irarom kan daga.
005	Dai kamo magduko sa mga dios-dios o magsamba sa sainda, huli ta ako an Kagurangnan na saindong Dios, sarong maimon na Dios.
005	Pinapadusahan ko an mga naoongis sako pati an saindang mga aki sagkod sa ikatolo saka sa ikaapat na henerasyon.
006	Alagad ipinapahiling ko an danay kong pagkamoot sa rinibong henerasyon kan mga namomoot sako asin nag-ootob kan sakong mga togon.
007	Dai nindo paggamiton an sakong ngaran nin basang lamang, huli ta ako, an Kagurangnan na saindong Dios, mapadusa sa kiisay man na magbasang-basang kan sakong ngaran.
008	Giromdoma nindo an Sabbath asin pakabanala nindo iyan.
009	Igwa kamo nin anom na aldaw tanganing gibohon an saindong mga trabaho,
010	alagad an ikapitong aldaw, sarong aldaw nin pahingalo na talaan para sako.
010	Sa aldaw na iyan, mayo nin siisay man saindo na magtrabahokamo, an saindong mga aki, an saindong mga oripon, an saindong mga hayop o an mga dayuhan na nag-eerok sa saindong banwa.
011	Huli ta sa anom na aldaw ginibo ko an daga, an langit, an kadagatan sagkod an gabos na yaon diyan, alagad sa ikapitong aldaw, nagpahingalo ako.
011	Kaya benendisyonan ko an Sabbath asin pinabanal iyan.
012	Galangan nindo an saindong ama asin ina, tanganing mabuhay kamo nin halawig sa dagang itatao ko sa saindo.
013	Dai kamo maggadan.
014	Dai kamo magdorog sa bako nindong agom.
015	Dai kamo maghabon.
016	Dai kamo magsaksi nin putik laban sa saindong kapwa.
017	Dai kamo maara sa harong kan ibang tawo;
017	dai kamo maara sa saiyang agom, sa saiyang mga oripon, asin sa saiyang mga baka, mga asno o sa ano man na pagsadiri niya.
018	Kan madangog kan mga tawo an daguldol saka an tanog kan trompeta asin kan mahiling ninda an kikilat sagkod an nag-aasong bukid, nagtarakig sinda sa takot;
018	kaya nagtirindog sinda sa harayo.
019	Nagsarabi sinda ki Moises, Ika an magtaram samo asin madangog kami;
019	alagad dai mo pagpataramon samo an Dios huli ta tibaad magadan kami.
020	Nagsimbag si Moises, Dai kamo matakot;
020	huli ta an Dios napadigdi sa pagbalo sa saindo.
020	Boot niyang magkaigwa kamo nin takot sa saiya tanganing dai kamo magkasala.
021	Alagad padagos na nagtindog sa harayo an mga tawo;
021	si Moises sana an nagdolok sa mahibog na panganoron saen yaon an Dios.
022	Nagboot an Kagurangnan ki Moises na taraman an mga Israelita, Nahiling nindo kun paano ako, an Kagurangnan , nagtaram sa saindo hale sa langit.
023	Dai kamo maggibo nin mga dios-dios na plata o bulawan na sasambahon bilang dugang sa sako.
024	Gumibo kamo nin altar na daga para sako;
024	sa ibabaw kaiyan idolot nindo an saindong karnero saka an saindong baka bilang tinutong na atang asin atang para sa katoninongan.
024	Sa lambang lugar na pinili ko na pagsasambahan nindo sako, madatong ako dangan bebendisyonan ko kamo.
025	Kun maggibo kamo nin altar na gapo para sako, dai kamo maggamit nin sinapsapan na gapo, huli ta kun gamitan nindo nin pansapsap an gapo, bako na iyan maninigo para sako.
026	Dai nindo ako ipaggibo nin altar na may mga tangga, huli ta kun magsakat kamo diyan, mahihiling an saindong pagkanihuba.
