verse	content
001	Ito ang aklat ng mga salinlahi ni Adan.
001	Nang lalangin ng Diyos ang tao, siya ay nilalang sa wangis ng Diyos.
002	Lalaki at babae silang nilalang, at sila'y binasbasan at tinawag na Adan ang kanilang pangalan, nang araw na sila'y lalangin.
003	Nabuhay si Adan ng isandaan at tatlumpung taon, at nagkaanak ng isang lalaki na kanyang wangis, ayon sa kanyang larawan, at tinawag ang kanyang pangalan na Set.
004	Ang mga naging araw ni Adan pagkatapos na maipanganak si Set ay walong daang taon;
004	at nagkaanak pa siya ng mga lalaki at mga babae.
005	Ang lahat ng mga araw ng naging buhay ni Adan ay siyamnaraan at tatlumpung taon at siya'y namatay.
006	Nabuhay si Set ng isandaan at limang taon at naging anak niya si Enos.
007	Nabuhay si Set pagkatapos na maipanganak si Enos ng walong daan at pitong taon at nagkaanak pa ng mga lalaki at mga babae.
008	Ang lahat na naging araw ni Set ay siyamnaraan at labindalawang taon at siya'y namatay.
009	Nabuhay si Enos ng siyamnapung taon at naging anak niya si Kenan.
010	Si Enos ay nabuhay pagkatapos na maipanganak si Kenan ng walong daan at labinlimang taon at nagkaanak pa ng mga lalaki at mga babae.
011	Ang lahat na naging araw ni Enos ay siyamnaraan at limang taon at siya'y namatay.
012	Nabuhay si Kenan ng pitumpung taon at naging anak niya si Mahalalel.
013	Nabuhay si Kenan pagkatapos na maipanganak si Mahalalel ng walong daan at apatnapung taon, at nagkaanak pa ng mga lalaki at mga babae.
014	Ang lahat na naging araw ni Kenan ay siyamnaraan at sampung taon at siya'y namatay.
015	Nabuhay si Mahalalel ng animnapu't limang taon at naging anak niya si Jared.
016	At nabuhay si Mahalalel pagkatapos na maipanganak si Jared ng walong daan at tatlumpung taon, at nagkaanak pa ng mga lalaki at mga babae.
017	Ang lahat na naging araw ni Mahalalel ay walong daan at siyamnapu't limang taon at siya'y namatay.
018	Nabuhay si Jared ng isandaan at animnapu't dalawang taon at naging anak niya si Enoc.
019	Nabuhay si Jared pagkatapos na maipanganak si Enoc ng walong daang taon, at nagkaanak pa ng mga lalaki at mga babae.
020	Ang lahat na naging araw ni Jared ay siyamnaraan at animnapu't dalawang taon at siya'y namatay.
021	Nabuhay si Enoc ng animnapu't limang taon at naging anak niya si Matusalem.
022	Lumakad si Enoc na kasama ng Diyos, pagkatapos na maipanganak si Matusalem ng tatlong daang taon, at nagkaanak pa siya ng mga lalaki at mga babae.
023	At ang lahat na naging araw ni Enoc ay tatlong daan at animnapu't limang taon.
024	Lumakad si Enoc na kasama ng Diyos;
024	at hindi na siya natagpuan sapagkat siya'y kinuha ng Diyos.
025	Nabuhay si Matusalem ng isandaan at walumpu't pitong taon at naging anak niya si Lamec.
026	Nabuhay si Matusalem pagkatapos na maipanganak si Lamec ng pitong daan at walumpu't dalawang taon at nagkaanak pa ng mga lalaki at mga babae.
027	Ang lahat na naging araw ni Matusalem ay siyamnaraan at animnapu't siyam na taon at siya'y namatay.
028	Nabuhay si Lamec ng isandaan at walumpu't dalawang taon at nagkaanak ng isang lalaki.
029	Tinawag niya ang kanyang pangalan na Noe, na sinabi, Ito ang magbibigay sa atin ng ginhawa mula sa ating gawa at sa pagpapagod ng ating mga kamay, dahil sa lupang sinumpa ng Panginoon .
030	Nabuhay si Lamec pagkatapos na maipanganak si Noe ng limang daan at siyamnapu't limang taon at nagkaanak pa ng mga lalaki at mga babae.
031	Ang lahat na naging araw ni Lamec ay pitong daan at pitumpu't pitong taon at namatay.
032	Nang si Noe ay may limang daang taon, naging anak niya sina Sem, Ham, at Jafet.
