verse	content
001	Nayari ang langit at ang lupa, at ang lahat ng mga bagay sa mga iyon.
002	Nang ikapitong araw ay natapos ng Diyos ang gawain na kanyang ginawa, at nagpahinga siya nang ikapitong araw mula sa lahat ng gawaing kanyang ginawa.
003	At binasbasan ng Diyos ang ikapitong araw at kanyang ginawang banal, sapagkat sa araw na iyon ay nagpahinga ang Diyos sa lahat ng gawain na kanyang ginawa.
004	Ito ang kasaysayan tungkol sa langit at lupa, sa araw na likhain ng Panginoong Diyos ang langit at lupa.
005	Nang sa lupa ay wala pang tanim sa parang, at wala pang damo na tumutubo sa parang,sapagkat hindi pa nagpapaulan ang Panginoong Diyos sa lupa at wala pang taong nagbubungkal ng lupa,
006	ngunit may isang ulap na pumaitaas buhat sa lupa at dinilig ang buong kapatagan ng lupa.
007	At nilalang ng Panginoong Diyos ang tao mula sa alabok ng lupa, at hiningahan ang mga butas ng kanyang ilong ng hininga ng buhay; at ang tao ay naging buhy na kaluluwa.
008	Naglagay ang Panginoong Diyos ng isang halamanan sa silangan ng Eden, at inilagay niya roon ang taong kanyang nilalang.
009	At pinatubo ng Panginoong Diyos sa lupa ang lahat ng punungkahoy na nakakalugod sa paningin, at mabuting kainin; gayundin ang punungkahoy ng buhay sa gitna ng halamanan, at ang punungkahoy ng pagkaalam ng mabuti at masama.
010	May isang ilog na lumabas mula sa Eden upang diligin ang halamanan, at mula roo'y nahati at naging apat na ilog.
011	Ang pangalan ng una ay Pishon na siyang umaagos sa palibot ng buong lupain ng Havila, na doo'y may ginto;
012	at ang ginto sa lupang iyon ay mabuti; mayroon doong bedelio at batong onix.
013	Ang pangalan ng ikalawang ilog ay Gihon; na siyang umaagos sa palibot ng buong lupain ng Cus.
014	Ang pangalan ng ikatlong ilog ay Tigris na siyang umaagos sa silangan ng Asiria.
014	At ang ikaapat na ilog ay ang Eufrates.
015	Kinuha ng Panginoong Diyos ang lalaki at inilagay sa halamanan ng Eden upang ito ay kanyang bungkalin at ingatan.
016	At iniutos ng Panginoong Diyos sa lalaki, na sinabi, Malaya kang makakakain mula sa lahat ng punungkahoy sa halamanan,
017	subalit mula sa punungkahoy ng pagkakilala ng mabuti at masama ay huwag kang kakain; sapagkat sa araw na ikaw ay kumain niyon ay tiyak na mamamatay ka.
018	At sinabi ng Panginoong Diyos, Hindi mabuti na ang lalaki ay nag-iisa; siya'y igagawa ko ng isang katuwang na nababagay sa kanya.
019	Kaya't mula sa lupa ay nilalang ng Panginoong Diyos ang lahat ng hayop sa parang at ang lahat ng ibon sa himpapawid; at dinala sa lalaki upang malaman kung anong itatawag niya sa mga iyon.
019	At anuman ang itawag ng lalaki sa bawat buhy na nilalang ay siyang pangalan nito.
020	At pinangalanan ng lalaki ang lahat ng hayop at ang mga ibon sa himpapawid, at ang bawat hayop sa parang; subalit para sa lalaki ay walang nakitang katuwang na nababagay para sa kanya.
021	Kaya't pinatulog nang mahimbing ng Panginoong Diyos ang lalaki, at habang siya'y natutulog, kinuha niya ang isa sa kanyang mga tadyang at pinaghilom ang laman sa lugar na iyon;
022	at ang tadyang na kinuha ng Panginoong Diyos sa lalaki ay ginawang isang babae, at dinala siya sa lalaki.
023	At sinabi ng lalaki,
024	Sa wakas, ito'y buto ng aking mga buto
025	at laman ng aking laman.
026	Siya'y tatawaging Babae,
027	sapagkat sa Lalaki siya kinuha.
028	Kaya't iniiwan ng lalaki ang kanyang ama at ang kanyang ina, at pumipisan sa kanyang asawa; at sila'y nagiging isang laman.
029	Ang lalaki at ang kanyang asawa ay kapwa hubad, ngunit sila'y hindi nahihiya.
