verse	content
001	Ang buhay ni Sara ay tumagal ng isandaan at dalawampu't pitong taon.
001	Ito ang naging mga taon ng buhay ni Sara.
002	At namatay si Sara sa Kiryat-arba na siyang Hebron sa lupain ng Canaan, at pumaroon si Abraham upang ipagluksa si Sara at umiyak para sa kanya.
003	Tumindig si Abraham sa harap ng kanyang patay at nagsalita sa mga anak ni Het,
004	Ako'y taga-ibang bayan at dayuhan sa gitna ninyo.
004	Bigyan ninyo ako ng pag-aaring libingan sa gitna ninyo upang mapaglilibingan ng aking patay at mawala ito sa aking paningin.
005	Ang mga anak ni Het ay sumagot kay Abraham,
006	Pakinggan mo kami, panginoon ko.
006	Ikaw ay isang makapangyarihang prinsipe sa gitna namin.
006	Ilibing mo ang iyong patay sa pinakamabuti sa aming mga libingan.
006	Walang sinuman sa amin ang magkakait sa iyo ng kanyang libingan upang paglibingan ng iyong patay.
007	At tumindig si Abraham, at yumuko sa mga mamamayan ng lupain, sa mga anak ni Het.
008	At sinabi niya sa kanila, Kung sang-ayon kayo na ilibing ko ang aking patay upang mawala ito sa aking paningin ay pakinggan ninyo ako, at mamagitan kayo para sa akin kay Efron na anak ni Zohar,
009	upang ibigay niya sa akin ang yungib ng Macpela, na kanyang pag-aari na nasa hangganan ng kanyang parang.
009	Sa kabuuang halaga ay ibigay niya iyon sa akin sa harap ninyo bilang isang pag-aari na paglilibingan.
010	Si Efron nga ay nakaupo sa gitna ng mga anak ni Het at sumagot si Efron na Heteo kay Abraham, sa harap ng mga anak ni Het, na naririnig ng lahat ng pumapasok sa pintuan ng bayan,
011	Hindi, panginoon ko, pakinggan mo ako.
011	Ang parang ay ibinibigay ko sa iyo, at ang yungib na naroroon ay ibinibigay ko sa iyo.
011	Sa harapan ng mga anak ng aking bayan ay ibinibigay ko sa iyo, ilibing mo ang iyong patay.
012	Kaya't si Abraham ay yumukod sa harapan ng mga mamamayan ng lupain.
013	At sinabi niya kay Efron sa pandinig ng mga mamamayan ng lupain, Kung nais mo ay pakinggan mo ako.
013	Ibibigay ko sa iyo ang halaga ng parang; tanggapin mo iyon sa akin, at ililibing ko roon ang aking patay.
014	Sumagot si Efron kay Abraham,
015	Panginoon ko, pakinggan mo ako.
015	Ang halaga ng isang pirasong lupa ay apatnaraang siklong pilak.
015	Gaano na lamang iyon sa iyo at sa akin?
015	Ilibing mo na nga ang iyong patay.
016	At nakinig naman si Abraham kay Efron; at tinimbang ni Abraham para kay Efron ang salaping kanyang sinabi sa harapan ng mga anak ni Het, apatnaraang siklong pilak, sang-ayon sa timbang na karaniwan sa mga mangangalakal.
017	Kaya't ang parang ni Efron na nasa Macpela, na nasa tapat ng Mamre, ang parang at ang yungib na nandoon, at ang lahat ng mga punungkahoy na nasa parang at ang lahat ng hangganan sa palibot nito,
018	ay naging pag-aari ni Abraham sa harapan ng mga anak ni Het, sa harapan ng lahat ng pumasok sa pintuang-daan ng kanyang bayan.
019	Pagkatapos nito ay inilibing ni Abraham si Sara na kanyang asawa sa yungib ng parang sa Macpela sa tapat ng Mamre na siyang Hebron sa lupain ng Canaan.
020	Ang parang at ang yungib na naroroon ay naging pag-aari ni Abraham upang maging lugar ng libingan mula sa mga anak ni Het.
