verse	content
001	Si Dina na anak ni Lea, na ipinanganak nito kay Jacob, ay lumabas upang tingnan ang mga babae ng lupaing iyon.
002	Nang makita siya ni Shekem, anak ni Hamor na Heveo na siyang pinuno sa lupain, kanyang kinuha siya at sapilitang sinipingan.
003	Siya ay napalapit kay Dina, na anak ni Jacob at kanyang inibig ang dalaga, at nangusap sa kanya na may pagmamahal.
004	Kaya't si Shekem ay nagsalita sa kanyang amang si Hamor, na sinasabi, Kunin mo para sa akin ang dalagang ito upang maging asawa ko.
005	Nabalitaan nga ni Jacob na pinagsamantalahan ni Shekem ang kanyang anak na si Dina;
005	subalit ang kanyang mga anak na lalaki ay kasama ng mga hayop niya sa parang kaya't nanatiling tahimik si Jacob hanggang sa sila'y nakarating.
006	Lumabas si Hamor na ama ni Shekem upang makipag-usap kay Jacob,
007	nang ang mga anak na lalaki ni Jacob ay magsiuwi mula sa parang.
007	Nang ito'y kanilang mabalitaan, galit na galit ang mga lalaki, sapagkat gumawa si Shekem ng kalapastanganan sa Israel sa pamamagitan ng pagsiping sa anak ni Jacob, sapagkat ang gayong bagay ay di-nararapat gawin.
008	Subalit nagsalita si Hamor sa kanila, na sinasabi, Ang puso ng aking anak na si Shekem ay nasasabik sa iyong anak.
008	Hinihiling ko sa inyo na ipagkaloob ninyo siya sa kanya upang maging asawa niya.
009	Magsipag-asawa kayo sa amin;
009	ibigay ninyo sa amin ang inyong mga anak na babae, at ibibigay namin sa inyo ang aming mga anak na babae.
010	Kayo'y maninirahang kasama namin, at ang lupain ay magiging bukas sa inyo.
010	Mangalakal kayo at magkaroon kayo ng mga pag-aari dito.
011	Sinabi rin ni Shekem sa ama ni Dina at sa kanyang mga kapatid, Makatagpo sana ako ng biyaya sa inyong paningin at ang hingin ninyo sa akin ay aking ibibigay.
012	Humingi kayo sa akin ng kahit anong bigay-kaya at regalo na nais ninyo at aking ibibigay ayon sa sinabi ninyo sa akin;
012	subalit ibigay ninyo sa akin ang dalaga upang maging asawa ko.
013	At nagsisagot na may pandaraya ang mga anak na lalaki ni Jacob kina Shekem at Hamor na kanyang ama, sapagkat kanyang pinagsamantalahan si Dina na kanilang kapatid.
014	Sinabi nila sa kanila, Hindi namin magagawang ibigay ang aming kapatid sa isang hindi tuli;
014	sapagkat ito'y kahihiyan namin.
015	Sa ganitong paraan lamang kami papayag: kung kayo'y magiging gaya namin, na ang lahat ng lalaki sa inyo ay tuliin.
016	Pagkatapos ay ibibigay namin sa inyo ang aming mga anak na babae, at makikisama kami sa inyong mga anak na babae, at maninirahan kami sa inyo, at magiging isang bayan.
017	Subalit kung ayaw ninyo kaming pakinggan na kayo'y matuli, ay kukunin namin ang aming anak na babae at kami ay aalis.
018	Nasiyahan sa kanilang mga salita si Hamor at ang kanyang anak na si Shekem.
019	Hindi nag-atubili ang binata na gawin iyon, sapagkat nalugod siya sa anak na babae ni Jacob.
019	Si Shekem ay ang pinakamarangal sa buong sambahayan ng kanyang ama.
020	Kaya't si Hamor at ang anak niyang si Shekem ay pumunta sa pintuang-bayan ng kanilang lunsod, at sila'y nagsalita sa mga tao sa kanilang lunsod, na sinasabi,
021	Ang mga taong ito ay mabuting makitungo sa atin;
021	kaya't hayaan natin silang manirahan sa lupain at magsipangalakal sila riyan, sapagkat ang lupain ay sapat ang laki para sa kanila.
021	Ipakasal natin ang ating mga anak sa kanilang mga anak na babae, at ating ibigay sa kanila ang ating mga anak na babae.
022	Sa ganito lamang paraan sila papayag na tumirang kasama natin, upang maging isang bayan: na patuli ang lahat ng lalaki sa atin, na gaya naman nila na mga tuli.
023	Di ba magiging atin ang kanilang mga baka at ang kanilang mga pag-aari at ang lahat nilang hayop?
023	Sumang-ayon lamang tayo sa kanila at sila ay mabubuhay na kasama natin.
024	At pinakinggan si Hamor at si Shekem na kanyang anak ng lahat na lumabas sa pintuan ng kanyang lunsod.
024	Kaya't ang lahat ng lalaki na lumabas sa pintuan ng kanyang lunsod ay tinuli.
025	Sa ikatlong araw, nang mahapdi pa ang mga sugat ng mga tinuli, ang dalawa sa mga anak ni Jacob, sina Simeon at Levi, na mga kapatid ni Dina, ay kumuha ng kanilang tabak, palihim na pumasok sa bayan, at kanilang pinatay ang lahat ng mga lalaki.
026	Kanilang pinatay si Hamor at si Shekem na kanyang anak sa pamamagitan ng tabak, at kanilang kinuha si Dina sa bahay ni Shekem, at nagsialis.
027	Nagtungo ang mga anak na lalaki ni Jacob sa mga pinatay, at kanilang sinamsaman ang bayan, sapagkat pinagsamantalahan ang kanilang kapatid.
028	Kinuha nila ang kanilang mga kawan, mga bakahan, mga asno, at anumang nasa bayan, at nasa parang.
029	Sinamsam nila ang kanilang buong kayamanan, ang lahat ng kanilang mga anak at mga asawa at lahat na nasa bahay.
030	Sinabi ni Jacob kina Simeon at Levi, Ako'y inyong binagabag, na gawin akong kasuklamsuklam sa mga nakatira sa lupain, sa mga Cananeo at mga Perezeo.
030	Iilan lamang ang aking tauhan at sila ay magtitipon laban sa akin, at ako'y kanilang sasalakayin, at ang aking sambahayan ay pupuksain.
031	Subalit sinabi nila, Ang amin bang kapatid ay ituturing na parang isang masamang babae?
