verse	content
001	Ang ahas nga ay higit na tuso kaysa alinman sa mga mailap na hayop sa parang na nilikha ng Panginoong Diyos.
001	Sinabi niya sa babae, Sinabi ba ng Diyos, Huwag ninyong kakainin ang mula sa alinmang punungkahoy sa halamanan?
002	At sinabi ng babae sa ahas, Makakain namin ang bunga ng mga punungkahoy sa halamanan;
003	subalit sinabi ng Diyos, Huwag ninyong kakainin ang bunga ng punungkahoy na nasa gitna ng halamanan; huwag din ninyo itong hihipuin, kundi kayo'y mamamatay.
004	Subalit sinabi ng ahas sa babae, Tiyak na hindi kayo mamamatay.
005	Sapagkat nalalaman ng Diyos na kapag kayo'y kumain noon ay mabubuksan ang inyong mga mata, at kayo'y magiging kagaya ng Diyos, na nakakakilala ng mabuti at masama.
006	Kaya't nang makita ng babae na ang bunga ng punungkahoy ay mabuting kainin, nakakalugod sa paningin, na dapat nasain upang maging matalino, siya ay pumitas ng bunga nito at kinain ito; at binigyan din niya ang kanyang asawa na kasama niya, at siya'y kumain.
007	At parehong nabuksan ang kanilang mga mata, at nalaman nilang sila'y mga hubad.
007	Magkasama silang nagtahi ng mga dahon ng puno ng igos, at kanilang ginawang panakip.
008	Narinig nila ang tinig ng Panginoong Diyos na lumalakad sa halamanan sa malamig na bahagi ng maghapon.
008	Nagtago ang lalaki at ang kanyang asawa sa Panginoong Diyos sa mga punungkahoy sa halamanan.
009	Tinawag ng Panginoong Diyos ang lalaki at sa kanya'y sinabi, Saan ka naroon?
010	Sinabi niya, Narinig ko ang iyong tinig sa halamanan at ako'y natakot, sapagkat ako'y hubad; at ako'y nagtago.
011	At sinabi niya, Sinong nagsabi sa iyong ikaw ay hubad?
011	Kumain ka ba ng bunga ng punungkahoy, na iniutos ko sa iyong huwag mong kainin?
012	Sinabi ng lalaki, Ang babaing ibinigay mo na aking makakasama ang nagbigay sa akin ng bunga ng punungkahoy at ito'y aking kinain.
013	Sinabi ng Panginoong Diyos sa babae, Ano itong iyong ginawa?
013	Sinabi ng babae, Dinaya ako ng ahas, at ako'y kumain.
014	Sinabi ng Panginoong Diyos sa ahas,
015	Sapagkat ginawa mo ito
016	ay isinumpa ka nang higit sa lahat ng hayop,
017	at nang higit sa bawat mailap na hayop sa parang;
018	ang iyong tiyan ang ipanggagapang mo,
019	at alabok ang iyong kakainin
020	sa lahat ng mga araw ng iyong buhay.
021	Maglalagay ako sa iyo at sa babae ng pagkapoot sa isa't isa,
022	at sa iyong binhi at sa kanyang binhi.
023	Ito ang dudurog ng iyong ulo,
024	at ikaw ang dudurog ng kanyang sakong.
025	Sinabi niya sa babae,
026	Pararamihin ko ang paghihirap mo sa iyong paglilihi;
027	manganganak kang may paghihirap,
028	ngunit ang iyong pagnanais ay para sa iyong asawa,
029	at siya ang mamumuno sa iyo.
030	At kay Adan ay kanyang sinabi,
031	Sapagkat nakinig ka sa tinig ng iyong asawa,
032	at kumain ka ng bunga ng punungkahoy
033	na aking iniutos sa iyo na,
034	Huwag kang kakain niyon,
035	sumpain ang lupa dahil sa iyo.
036	Kakain ka mula sa kanya sa pamamagitan ng iyong mabigat na paggawa sa lahat ng mga araw ng iyong buhay;
037	mga tinik at dawag ang sisibol doon para sa iyo,
038	at kakain ka ng tanim sa parang.
039	Sa pawis ng iyong mukha
040	ay kakain ka ng tinapay,
041	hanggang ikaw ay bumalik sa lupa;
042	sapagkat diyan ka kinuha.
043	Ikaw ay alabok
044	at sa alabok ka babalik.
045	Tinawag ng lalaki ang kanyang asawa na Eva sapagkat siya ang naging ina ng lahat ng mga nabubuhay.
046	At iginawa ng Panginoong Diyos si Adan at ang kanyang asawa ng mga kasuotang balat at sila'y dinamitan.
047	Sinabi ng Panginoong Diyos, Tingnan ninyo, ang tao'y naging parang isa sa atin, na nakakakilala ng mabuti at ng masama; at ngayon, baka iunat ang kanyang kamay at pumitas din ng bunga ng punungkahoy ng buhay, at kumain, at mabuhay magpakailanman.
048	Kaya't pinalayas siya ng Panginoong Diyos sa halamanan ng Eden upang kanyang bungkalin ang lupaing pinagkunan sa kanya.
049	At kanyang itinaboy ang lalaki; at inilagay sa silanganan ng halamanan ng Eden ang mga kerubin at ang isang nagniningas na tabak na umiikot, upang bantayan ang daang patungo sa punungkahoy ng buhay.
