verse	content
001	Nang makita ni Raquel na hindi siya nagkakaanak kay Jacob ay nainggit siya sa kanyang kapatid, at sinabi niya kay Jacob, Bigyan mo ako ng mga anak, at kapag hindi ay mamamatay ako!
002	Kaya't nag-alab ang galit ni Jacob laban kay Raquel, at sinabi niya, Ako ba'y nasa kalagayan ng Diyos, na nagkait sa iyo ng bunga ng bahay-bata?
003	Sinabi niya, Narito ang aking alilang si Bilha, sumiping ka sa kanya upang siya'y manganak para sa akin at nang magkaroon din naman ako ng anak sa pamamagitan niya.
004	Kaya't ibinigay niya ang kanyang alilang si Bilha bilang isang asawa, at sinipingan siya ni Jacob.
005	Kaya't naglihi si Bilha at nagkaanak kay Jacob ng isang lalaki.
006	Sinabi ni Raquel, Hinatulan ako ng Diyos, pinakinggan din ang aking tinig, at binigyan ako ng anak.
006	Tinawag niya ang kanyang pangalan na Dan.
007	Muling naglihi si Bilha na alila ni Raquel at ipinanganak ang kanyang ikalawang anak kay Jacob.
008	Sinabi ni Raquel, Ako'y nakipagbuno ng matinding pakikipagbuno sa aking kapatid, at ako'y nagtagumpay.
008	Kaya't tinawag niya ang kanyang pangalan na Neftali.
009	Nang makita ni Lea na siya'y huminto na sa panganganak, kinuha niya si Zilpa na kanyang alila at ibinigay kay Jacob bilang asawa.
010	Kaya't si Zilpa na alila ni Lea ay nagkaanak ng isang lalaki kay Jacob.
011	Sinabi ni Lea, Mabuting kapalaran!
011	At tinawag niya ang kanyang pangalan na Gad.
012	Ipinanganak ni Zilpa na alila ni Lea ang kanyang ikalawang anak kay Jacob.
013	At sinabi ni Lea, Maligaya na ako!
013	Tatawagin akong maligaya ng mga babae.
013	At tinawag niya ang kanyang pangalan na Aser.
014	Nang panahon ng paggapas ng trigo humayo si Ruben at nakatagpo ng mandragora sa bukid, at dinala ang mga iyon kay Lea na kanyang ina.
014	At sinabi ni Raquel kay Lea, Sana bigyan mo ako ng ilang mandragora ng iyong anak.
015	At kanyang sinabi, Maliit pa bang bagay na kinuha mo ang aking asawa?
015	Ibig mo pa rin bang kunin ang mga mandragora ng aking anak?
015	Sinabi ni Raquel, Kaya't sisiping siya sa iyo ngayong gabi para sa mga mandragora ng iyong anak.
016	Nang dumating si Jacob mula sa bukid noong hapon, sinalubong siya ni Lea at sinabi sa kanya, Sa akin ka dapat sumiping sapagkat ikaw ay aking inupahan sa pamamagitan ng mga mandragora ng aking anak.
016	At sumiping nga siya sa kanya ng gabing iyon.
017	Kaya't pinakinggan ng Diyos si Lea at siya'y naglihi at ipinanganak kay Jacob ang ikalimang anak.
018	Sinabi ni Lea, Ibinigay sa akin ng Diyos ang aking iniupa, sapagkat ibinigay ko ang aking alila sa aking asawa.
018	At tinawag niya ang kanyang pangalan na Isacar.
019	Muling naglihi si Lea at kanyang ipinanganak kay Jacob ang ikaanim na anak.
020	At sinabi ni Lea, Binigyan ako ng Diyos ng isang mabuting kaloob.
020	Ngayo'y pararangalan ako ng aking asawa, sapagkat nagkaanak ako sa kanya ng anim na lalaki.
020	At tinawag niya ang kanyang pangalan na Zebulon.
021	Pagkatapos ay nanganak siya ng babae, at tinawag ang kanyang pangalan na Dina.
022	Inalala ng Diyos si Raquel, at pinakinggan siya at binuksan ang kanyang bahay-bata.
023	Siya'y naglihi at nanganak ng lalaki at kanyang sinabi, Inalis ng Diyos sa akin ang aking pagiging kahiyahiya.
024	At kanyang tinawag ang pangalan niya na Jose, na sinasabi, Nawa'y dagdagan pa ako ng Panginoon ng isang anak.
025	Nang maipanganak na ni Raquel si Jose, sinabi ni Jacob kay Laban, Hayaan mo na akong umalis upang ako'y makapunta sa aking sariling lugar at sa aking lupain.
026	Ibigay mo sa akin ang aking mga asawa at ang aking mga anak, na siyang dahilan ng paglilingkod ko sa iyo, at hayaan mo akong umalis sapagkat nalalaman mo ang paglilingkod na ibinigay ko sa iyo.
027	Subalit sinabi sa kanya ni Laban, Kung ipahihintulot mong sabihin ko, aking natutunan sa pamamagitan ng panghuhula na pinagpala ako ng Panginoon dahil sa iyo.
028	At kanyang sinabi, Sabihin mo sa akin ang iyong upa, at ibibigay ko sa iyo.
029	Sinabi ni Jacob sa kanya, Nalalaman mo kung paano akong naglingkod sa iyo, at kung anong naging kalagayan ng iyong mga hayop nang dahil sa akin.
030	Sapagkat kakaunti ang ari-arian mo bago ako dumating, at ito ay dumami nang sagana.
030	Pinagpala ka ng Panginoon saan man ako bumaling;
030	at ngayo'y kailan naman ako maghahanda ng para sa aking sariling bahay?
031	Sinabi sa kanya, Anong ibibigay ko sa iyo?
031	At sinabi ni Jacob, Huwag mo akong bigyan ng anuman.
031	Kung gagawin mo ang bagay na ito para sa akin, muli kong pakakainin at aalagaan ang iyong kawan.
032	Dadaan ako sa lahat mong kawan ngayon, at aking aalisin doon ang lahat ng tupa na batik-batik at may dungis, at ang bawat maitim na tupa, at ang may dungis at batik-batik sa mga kambing, at sila ang aking magiging upa.
033	Kaya't ang aking katapatan ay sasagot para sa akin sa huli, kapag ikaw ay dumating upang tingnan ang upa mo sa akin.
033	Ang lahat na walang batik at walang dungis sa mga kambing, at hindi maitim sa mga tupa na matatagpuan mo sa akin, ay ituturing mong nakaw.
034	At sinabi ni Laban, Mabuti!
034	Mangyari sana ayon sa iyong sinabi.
035	Subalit nang araw ding iyon, ibinukod ni Laban ang mga lalaking kambing na may batik at dungis, at ang lahat ng babaing kambing na may batik at may dungis, lahat ng mayroong kaunting puti, at lahat ng tupa na maitim, at pinaalagaan sa kanyang mga anak.
036	Siya'y nagtakda ng agwat na tatlong araw na lakarin sa pagitan niya at ni Jacob, habang pinakain ni Jacob ang nalabi sa mga kawan ni Laban.
037	Pagkatapos ay kumuha si Jacob ng mga sariwang sanga ng alamo, almendro, at kastano, at binalatan ng mga batik na mapuputi, at kanyang pinalitaw na gayon ang puti na nasa mga sanga.
038	Inilagay niya ang mga sangang kanyang binalatan sa harapan ng kawan, sa mga painuman, na pinupuntahan ng mga kawan upang uminom.
038	At yamang sila'y nagtatalik kapag pumupunta upang uminom,
039	ang mga kawan ay nagsisiping sa harap ng mga sanga kaya't ang kawan ay nagkaanak ng mga may guhit, may batik at may dungis.
040	Ibinukod ni Jacob ang mga tupa at inihaharap ang kawan sa mga may batik, at lahat ng maitim sa kawan ni Laban;
040	kanyang ibinukod ang kanya at hindi isinama sa kawan ni Laban.
041	Sa tuwing magtatalik ang mga mas malalakas sa kawan, inilalagay ni Jacob ang mga sanga sa harapan ng mga kawan, sa mga painuman, upang sila'y magsiping sa gitna ng mga sanga.
042	Subalit kapag ang kawan ay mahina, hindi niya inilalagay ang mga ito, kaya't ang mahihina ay nagiging kay Laban at ang malalakas ay kay Jacob.
043	Kaya't si Jacob ay naging napakayaman at nagkaroon ng malalaking kawan, mga aliping babae at lalaki, mga kamelyo at mga asno.
