verse	content
001	Nang matanda na si Isaac, malabo na ang kanyang mga mata at anupa't hindi na makakita.
001	Tinawag niya si Esau na kanyang panganay at sinabi sa kanya, Anak ko.
001	At kanyang sinabi, Narito ako.
002	At sinabi niya, Masdan mo, ako'y matanda na at hindi ko nalalaman ang araw ng aking kamatayan.
003	Hinihiling ko na kunin mo ngayon ang iyong mga sandata, ang iyong lalagyan ng pana, at ang iyong busog.
003	Pumunta ka sa parang at ihuli mo ako ng usa.
004	Ipaghanda mo ako ng masarap na pagkain gaya ng aking ibig, at dalhin mo rito sa akin at ako'y makakain, upang ikaw ay mabasbasan ko bago ako mamatay.
005	Naririnig ni Rebecca ang pagsasalita ni Isaac kay Esau na kanyang anak.
005	Kaya't nang pumunta si Esau sa parang upang manghuli ng usa at magdala nito,
006	ay sinabi ni Rebecca kay Jacob na kanyang anak, Narinig ko ang iyong ama na nagsasabi kay Esau na iyong kapatid,
007	Dalhan mo ako ng usa, at ipaghanda mo ako ng masarap na pagkain upang ako'y makakain, at ikaw ay aking basbasan sa harap ng Panginoon bago ako mamatay.
008	Kaya ngayon, anak ko, sundin mo ang aking sinabi, ayon sa iniutos ko sa iyo.
009	Pumaroon ka ngayon sa kawan, at dalhin mo sa akin ang dalawang magandang batang kambing at gagawin kong masarap na pagkain para sa iyong ama, ayon sa kanyang ibig.
010	Dadalhin mo ito sa iyong ama at hayaan mong kumain upang ikaw ay kanyang basbasan bago siya mamatay.
011	Subalit sinabi ni Jacob kay Rebecca na kanyang ina, Si Esau na aking kapatid ay taong mabalahibo at ako'y taong makinis.
012	Baka hipuin ako ng aking ama, at ako ay magiging mandaraya sa kanyang paningin;
012	at ang aking matatanggap ay sumpa at hindi pagpapala.
013	Sinabi sa kanya ng kanyang ina, Mapasaakin na ang sumpa sa iyo, anak ko.
013	Sundin mo lamang ang aking sinabi.
013	Umalis ka na at dalhin ang mga iyon sa akin.
014	Kaya't siya'y umalis at kinuha ang mga ito at dinala sa kanyang ina.
014	Gumawa ang kanyang ina ng masarap na pagkaing gusto ng kanyang ama.
015	Kinuha ni Rebecca ang pinakamagandang damit ng kanyang panganay na anak na si Esau na nasa kanya sa bahay at isinuot kay Jacob na kanyang bunsong anak.
016	At ang mga balat ng mga batang kambing ay ibinalot sa kanyang mga kamay, at sa makinis na bahagi ng kanyang leeg.
017	Ibinigay niya ang masarap na pagkain at ang tinapay na kanyang inihanda kay Jacob na kanyang anak.
018	At siya'y lumapit sa kanyang ama at sinabi, Ama ko;
018	at sinabi niya, Narito ako;
018	sino ka, anak ko?
019	Sinabi ni Jacob sa kanyang ama, Ako'y si Esau na iyong panganay;
019	ginawa ko ang ayon sa sinabi mo sa akin.
019	Bumangon ka ngayon, umupo at kumain ka ng aking usa upang ako'y mabasbasan mo.
020	At sinabi ni Isaac sa kanyang anak, Ano't napakadali mong nakakuha, anak ko?
020	At sinabi niya, Sapagkat ang Panginoon mong Diyos ang nagbigay sa akin ng tagumpay.
021	Sinabi ni Isaac kay Jacob, Anak ko, lumapit ka rito at hahawakan kita, kung ikaw nga ang aking anak na si Esau o hindi.
