verse	content
001	Dumating ang dalawang anghel sa Sodoma nang nagtatakipsilim na.
001	Si Lot ay nakaupo sa pintuang-bayan ng Sodoma.
001	Sila'y nakita ni Lot at tumindig upang salubungin sila; at iniyukod ang kanyang mukha sa lupa.
002	At sinabi, Ngayon mga panginoon ko, hinihiling ko sa inyo na kayo'y bumalik at tumuloy sa bahay ng inyong lingkod, at magpalipas ng gabi, at maghugas ng inyong mga paa, at sa madaling araw ay magsibangon kayo at magpatuloy ng inyong paglakad.
002	Kanilang sinabi, Hindi, sa lansangan kami magpapalipas ng buong magdamag.
003	Ngunit kanyang pinilit nang husto kaya't sila'y nagsipasok sa kanyang bahay.
003	Sila'y kanyang ipinaghanda, ipinagluto ng mga tinapay na walang pampaalsa, at sila ay kumain.
004	Subalit bago sila nagsihiga, ang mga lalaki ng lunsod, ang mga lalaki sa Sodoma, maging mga bata at matanda, lahat ng mga tao hanggang sa pinakahuling tao, ay pumalibot sa bahay.
005	Kanilang tinawagan si Lot at sinabi, Saan naroon ang mga lalaking dumating sa iyo nang gabing ito?
005	Ilabas mo sila sa amin upang makilala namin sila.
006	Lumabas si Lot sa pintuan upang humarap sa kanila, at isinara ang pinto sa likuran niya.
007	At sinabi niya, Mga kapatid ko, nakikiusap ako na huwag kayong gumawa ng ganyang kasamaan.
008	Narito, may dalawa akong anak na babae na hindi pa nasipingan ng lalaki.
008	Sila'y aking ilalabas sa inyo, at gawin ninyo sa kanila ang ayon sa inyong nais, huwag lamang ninyong gawan ng anuman ang mga lalaking ito, sapagkat sila'y nasa ilalim ng aking bubungan.
009	At sinabi nila, Manatili ka diyan!
009	At sinabi pa nila, Ang taong ito'y naparito bilang dayuhan, at ibig niyang maging hukom!
009	Ngayon, gagawan ka namin ng higit na masama kaysa kanila.
009	At kanilang ipinagtulakan ang lalaking si Lot, at nagsilapit upang sirain ang pintuan.
010	Subalit iniunat ng mga lalaki ang kanilang kamay at binatak si Lot sa loob ng bahay at kanilang sinarhan ang pintuan.
011	At binulag nila ang mga taong nasa pintuan ng bahay, maging maliit o malaki, anupa't hindi nila makita ang pintuan.
012	At sinabi ng mga lalaki kay Lot, Mayroon ka pa ba ritong kasama?
012	Paalisin mo sa lugar na ito ang iyong mga manugang na lalaki at mga anak na lalaki at babae, o sinuman sa mga kasamahan mo sa lunsod.
013	Sapagkat malapit na naming lipulin ang lugar na ito dahil sa napakalakas na ng sigaw laban sa bayang ito sa harap ng Panginoon ; at kami ay sinugo ng Panginoon upang ito ay aming lipulin.
014	Kaya't si Lot ay lumabas at kinausap ang kanyang mga manugang na noon ay mapapangasawa ng kanyang mga anak na babae, at sinabi, Tumindig kayo, magsialis kayo sa lugar na ito; sapagkat gugunawin ng Panginoon ang bayan.
014	Subalit ang akala ng kanyang mga manugang ay nagbibiro siya.
015	Kinaumagahan, pinapagmadali ng mga anghel si Lot, na sinasabi, Bumangon ka, isama mo ang iyong asawa at ang iyong dalawang anak na babae na narito, baka pati ikaw ay madamay sa parusa sa bayan.
016	Subalit siya'y nagtagal.
016	Kaya't dahil sa habag sa kanya ng Panginoon , hinawakan ng mga lalaki ang kanyang kamay at ang kamay ng kanyang asawa, at ang kamay ng kanyang dalawang anak na babae; at siya'y inilabas nila at iniwan sa labas ng bayan.
017	Nang sila'y mailabas na nila, ay sinabi nila, Tumakas ka alang-alang sa iyong buhay.
017	Huwag kang lumingon o huminto man sa buong libis; tumakas ka hanggang sa bundok, sapagkat kung hindi, ikaw ay mamamatay.
018	At sinabi sa kanila ni Lot, Huwag, mga panginoon ko!
019	Ang lingkod mo ay nakatagpo ng biyaya sa iyong paningin, at nagpakita ka sa akin ng malaking awa sa pagliligtas ng aking buhay.
019	Subalit hindi ko kayang tumakas sa bundok, baka ako'y abutan ng kapahamakan, at ako'y mamatay.
020	Tingnan mo, ang kasunod na lunsod ay malapit lamang upang matakasan at iyon ay maliit.
020	Pahintulutan mo akong tumakas roon.
020	Hindi ba iyon ay maliit lamang at ang aking buhay ay maliligtas?
021	At sinabi niya sa kanya, O sige, pinapayagan din kita sa bagay na ito at hindi ko na gugunawin ang lunsod na iyong binanggit.
022	Magmadali ka, tumakas ka roon; sapagkat wala akong magagawa hanggang sa dumating ka roon.
022	Kaya't ang pangalang itinawag sa bayang iyon ay Zoar.
023	Ang araw ay sumikat na sa lupa nang dumating si Lot sa Zoar.
024	At buhat sa langit ay nagpaulan ang Panginoon sa Sodoma at Gomorra ng asupre at apoy.
025	Ginunaw niya ang mga lunsod na iyon, at ang buong libis at ang lahat ng nakatira sa mga lunsod at ang tumutubo sa lupa.
026	Subalit ang asawa ni Lot ay lumingon sa likuran niya, at siya ay naging haliging asin.
027	Kinaumagahan, si Abraham ay maagang nagtungo sa dakong kinatayuan niya sa harap ng Panginoon .
028	Siya'y tumingin sa dakong Sodoma at Gomorra, at sa buong lupain ng libis.
028	At kanyang nakita na ang usok ng lupain ay tumataas na parang usok ng isang hurno.
029	At nangyari, nang gunawin ng Diyos ang mga lunsod ng libis, naalala ng Diyos si Abraham, at inilabas si Lot nang gunawin ang mga lunsod na tinirahan niya.
030	Umahon si Lot papalabas sa Zoar at tumira sa bundok kasama ang kanyang dalawang anak na babae sapagkat siya'y takot na tumira sa Zoar.
030	Siya'y tumira sa isang yungib kasama ang kanyang dalawang anak na babae.
031	At sinabi ng panganay sa bunso, Ang ating ama ay matanda na at walang lalaki sa lupa na sumiping sa atin, ayon sa kaugalian ng buong lupa.
032	Halika, painumin natin ng alak ang ating ama, at tayo'y sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.
033	At pinainom nila ng alak ang kanilang ama nang gabing iyon at pumasok ang panganay at sumiping sa kanyang ama.
033	Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.
034	Kinabukasan, sinabi ng panganay sa bunso, Tingnan mo, ako'y sumiping kagabi sa aking ama.
034	Painumin din natin siya ng alak sa gabing ito.
034	Pumasok ka at sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.
035	At pinainom din nila ng alak ang kanilang ama nang gabing iyon.
035	Tumindig ang bunso at sumiping sa ama.
035	Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.
036	Sa ganito'y kapwa nagdalang-tao ang mga anak ni Lot sa pamamagitan ng kanilang ama.
037	Nanganak ang panganay ng isang lalaki, at tinawag sa pangalang Moab na siyang ama ng mga Moabita hanggang sa araw na ito.
038	At ang bunso ay nanganak din ng isang lalaki, at tinawag sa pangalang Benammi na siyang ama ng mga anak ni Ammon hanggang sa araw na ito.
