verse	content
001	Pagkatapos ng mga bagay na ito, ang katiwala ng kopa ng hari at ang kanyang panadero ay nagkasala laban sa kanilang panginoon na hari ng Ehipto.
002	Nagalit ang Faraon laban sa kanyang dalawang tagapamahala, sa puno ng mga katiwala ng kopa at sa puno ng mga panadero.
003	Sila'y ibinilanggo sa bahay ng kapitan ng bantay, sa bilangguang kinapipiitan ni Jose.
004	Si Jose ay inatasan ng kapitan ng bantay na mamahala sa kanila at sila'y kanyang pinaglingkuran.
004	Sila'y nasa bilangguan nang maraming mga araw.
005	Isang gabi, ang katiwala ng kopa at ang panadero ng hari sa Ehipto na nasa bilangguan ay kapwa nanaginip, at ang bawat panaginip ay may kanya-kanyang kahulugan.
006	Kinaumagahan, dumating si Jose sa kanila.
006	Siya'y tumingin sa kanila at nakita niyang sila'y balisa.
007	Kaya't tinanong niya ang mga tagapamahala ng Faraon na mga kasama niya sa bilangguan sa bahay ng kanyang panginoon, Bakit balisa kayo ngayon?
008	Kanilang sinabi sa kanya, Kami ay nanaginip at walang sinumang makapagpaliwanag.
008	Sinabi sa kanila ni Jose, Hindi ba mula sa Diyos ang mga paliwanag?
008	Sabihin ninyo sa akin.
009	Kaya't isinalaysay ng puno ng mga katiwala ng kopa ang kanyang panaginip kay Jose at sinabi sa kanya, Sa aking panaginip ay may isang puno ng ubas sa aking harapan.
010	Sa puno ng ubas ay may tatlong sanga.
010	Sa pagsipot ng dahon nito, ito ay namulaklak at ang mga buwig niyon ay naging mga ubas na hinog.
011	Ang kopa ng Faraon ay nasa aking kamay; at kinuha ko ang mga ubas at aking piniga ang mga ito sa kopa ng Faraon, at ibinigay ko ang kopa sa kamay ng Faraon.
012	At sinabi ni Jose sa kanya, Ito ang kahulugan niyon: ang tatlong sanga ay tatlong araw.
013	Sa loob ng tatlong araw ay itataas ng Faraon ang iyong ulo, at ibabalik ka sa iyong katungkulan, at ibibigay mo ang kopa ni Faraon sa kanyang kamay, gaya ng karaniwang dati mong ginagawa nang ikaw ay kanyang katiwala.
014	Subalit alalahanin mo ako kapag ikaw ay napabuti na, at hinihiling ko sa iyo na gumawa ka ng mabuti sa akin, at banggitin mo ako sa Faraon, at ako'y ilabas mo sa bahay na ito.
015	Ako'y tunay na ninakaw sa lupain ng mga Hebreo, at dito naman ay wala akong ginagawang anuman upang ako'y ilagay nila sa bilangguan.
016	Nang makita ng puno ng mga panadero na ang kahulugan ay mabuti ay sinabi niya kay Jose, Ako'y nanaginip din, at may tatlong kaing ng maputing tinapay ang nasa ibabaw ng aking ulo.
017	Sa ibabaw ng kaing ay naroon ang lahat ng uri ng pagkain para sa Faraon.
017	Subalit ito ay kinakain ng mga ibon mula sa kaing na nasa ibabaw ng aking ulo.
018	Si Jose ay sumagot, Ito ang kahulugan niyon: ang tatlong kaing ay tatlong araw.
019	Sa loob ng tatlong araw ay itataas ng Faraon ang iyong ulo, at ibibitin ka sa isang punungkahoy, at kakainin ng mga ibon ang iyong laman.
020	Nang ikatlong araw, na siyang kapanganakan ng Faraon, gumawa siya ng isang handaan para sa lahat ng kanyang mga lingkod.
020	Ipinatawag niya ang puno ng mga katiwala ng kopa, at ang puno ng mga panadero.
021	At ibinalik niya ang puno ng mga katiwala ng kopa sa kanyang pagiging katiwala ng kopa, at ibinigay niya ang kopa sa kamay ng Faraon.
022	Subalit ang puno ng mga panadero ay ibinitin niya, gaya ng ipinakahulugan sa kanila ni Jose.
023	Gayunma'y hindi na naalala si Jose ng puno ng mga katiwala ng kopa, kundi nakalimutan siya.
