verse	content
001	Nagsimulang dumami ang mga tao sa balat ng lupa at nagkaanak sila ng mga babae.
002	Nakita ng mga anak ng Diyos na magaganda ang mga anak na babae ng mga tao.
002	At sila'y kumuha ng kani-kanilang mga asawa mula sa lahat ng kanilang pinili.
003	At sinabi ng Panginoon , Ang aking Espiritu ay hindi laging mananatili sa tao, sapagkat siya'y laman.
003	Subalit ang kanyang mga araw ay magiging isandaan at dalawampung taon.
004	Ang mga higante ay nasa lupa nang mga araw na iyon, at kahit pagkatapos noon.
004	Sila ang naging anak nang makipagtalik ang mga anak ng Diyos sa mga anak na babae ng tao.
004	Ang mga ito ang naging makapangyarihan nang unang panahon, mga bantog na mandirigma.
005	Nakita ng Panginoon na napakasama na ng tao sa lupa, at ang bawat haka ng mga pag-iisip ng kanyang puso ay palagi na lamang masama.
006	Nalungkot ang Panginoon na kanyang nilalang ang tao sa lupa at nalumbay ang kanyang puso.
007	Kaya't sinabi ng Panginoon , Lilipulin ko ang tao na aking nilalang sa ibabaw ng lupaang tao, hayop, ang mga gumagapang, at ang mga ibon sa himpapawid, sapagkat ako'y nalulungkot na nilalang ko sila.
008	Subalit si Noe ay nakatagpo ng biyaya sa paningin ng Panginoon .
009	Ito ang mga lahi ni Noe.
009	Si Noe ay lalaking matuwid at walang kapintasan noong kapanahunan niya.
009	Si Noe ay lumakad na kasama ng Diyos.
010	Nagkaanak si Noe ng tatlong lalaki: sina Sem, Ham, at Jafet.
011	At naging masama ang daigdig sa harapan ng Diyos at ang lupa ay napuno ng karahasan.
012	Nakita ng Diyos na ang daigdig ay naging masama sapagkat pinasama ng lahat ng tao ang kanilang gawa sa lupa.
013	At sinabi ng Diyos kay Noe, Ipinasiya ko nang wakasan ang lahat ng laman sapagkat ang lupa ay napuno ng karahasan nila.
013	Ngayon, sila ay aking lilipuling kasama ng lupa.
014	Gumawa ka ng isang daong na yari sa kahoy na gofer.
014	Gumawa ka ng mga silid sa daong at pahiran mo ito ng alkitran sa loob at labas.
015	Gagawin mo ito sa ganitong paraan: ang haba ng sasakyan ay tatlong daang siko, ang luwang ay limampung siko, at ang taas ay tatlumpung siko.
016	Gagawa ka ng isang bintana sa sasakyan at tapusin mo ito ng isang siko sa dakong itaas.
016	Ilalagay mo ang pintuan ng sasakyan sa kanyang tagiliran.
016	Gagawin mo ito na may una, ikalawa at ikatlong palapag.
017	Ako'y magpapadagsa ng baha ng tubig sa ibabaw ng lupa upang lipulin ang lahat ng laman na may hininga ng buhay sa ilalim ng langit.
017	Ang lahat na nasa lupa ay mamamatay.
018	Ngunit itatatag ko ang aking tipan sa iyo.
018	Ikaw ay sasakay sa daong, ikaw, ang iyong mga anak na lalaki, ang iyong asawa, at ang mga asawa ng iyong mga anak na kasama mo.
019	At sa bawat nabubuhay sa lahat ng laman at magsasakay ka sa loob ng daong ng dalawa sa bawat uri upang maingatan silang buhy na kasama mo.
019	Dapat ay lalaki at babae ang mga ito.
020	Sa mga ibon ayon sa kanilang uri, sa mga hayop ayon sa kanilang uri, sa bawat gumagapang sa lupa ayon sa kanilang uri, dalawa sa bawat uri ang isasama mo upang ang mga iyon ay manatiling buhy.
021	At magbaon ka ng lahat na pagkain at imbakin mo, at magiging pagkain para sa inyo at para sa kanila.
022	Gayon ang ginawa ni Noe;
022	ginawa niya ang ayon sa lahat ng iniutos sa kanya ng Diyos.
