verse	content
001	At mula roon ay naglakbay si Abraham sa lupain ng timog, at nanirahan sa pagitan ng Kadesh at Shur.
001	Samantalang naninirahan bilang isang dayuhan sa Gerar,
002	sinabi ni Abraham tungkol kay Sara na kanyang asawa, Siya'y aking kapatid; at si Abimelec na hari sa Gerar ay nagpasugo at kinuha si Sara.
003	Subalit pumunta ang Diyos kay Abimelec sa panaginip sa gabi at sinabi sa kanya, Ikaw ay malapit nang mamatay dahil sa ang babaing kinuha mo'y asawa ng isang lalaki.
004	Ngunit si Abimelec ay hindi pa nakakasiping sa kanya.
004	At sinabi niya, Panginoon, papatayin mo ba pati ang isang bayang walang sala?
005	Hindi ba siya rin ang nagsabi sa akin, Siya'y aking kapatid.
005	at si Sara man ay nagsabi, Siya'y aking kapatid?
005	Sa katapatan ng aking puso at kawalang-sala ng aking mga kamay ay ginawa ko ito.
006	Sinabi sa kanya ng Diyos sa panaginip, Oo, nalalaman ko na sa katapatan ng iyong puso ay ginawa mo ito, at hinadlangan din naman kita na magkasala ng laban sa akin kaya't hindi ko ipinahintulot na galawin mo siya.
007	Ngayon nga'y isauli mo ang asawa ng lalaking ito; sapagkat siya'y isang propeta, at ikaw ay ipapanalangin niya at mabubuhay ka.
007	Ngunit kapag hindi mo siya isinauli, tandaan mong tiyak na mamamatay ka, ikaw at ang lahat ng iyo.
008	Kinaumagahan, si Abimelec ay bumangon nang maaga at tinawag ang lahat niyang mga lingkod.
008	Sinabi niya sa kanila ang lahat ng bagay na ito, at ang mga tao'y takot na takot.
009	Tinawag ni Abimelec si Abraham, at sa kanya'y sinabi, Anong ginawa mo sa amin at paano ako nagkasala laban sa iyo, upang dalhan mo ako at ang aking kaharian ng isang malaking kasalanan?
009	Ginawa mo sa akin ang mga gawang di nararapat gawin.
010	At sinabi ni Abimelec kay Abraham, Ano ba ang iniisip mo at ginawa mo ang bagay na ito?
011	Sumagot si Abraham, Sapagkat inisip ko na tunay na walang pagkatakot sa Diyos sa lugar na ito at papatayin nila ako dahil sa aking asawa.
012	At saka, talagang siya'y kapatid ko, anak ng aking ama, subalit hindi anak ng aking ina; at siya'y naging asawa ko.
013	Nang paalisin ako ng Diyos sa bahay ng aking ama ay sinabi ko sa kanya, Ito ang kabutihan na maipapakita mo sa akin: sa lahat ng lugar na ating pupuntahan ay sabihin mo tungkol sa akin, Siya'y aking kapatid.
014	Si Abimelec ay kumuha ng mga tupa at baka, mga aliping lalaki at babae, at ibinigay ang mga ito kay Abraham, at isinauli sa kanya si Sara na kanyang asawa.
015	At sinabi ni Abimelec, Ang lupain ko ay nasa harapan mo; manirahan ka kung saan mo gusto.
016	Sinabi niya kay Sara, Tingnan mo, nagbigay ako ng isang libong pirasong pilak sa iyong kapatid.
016	Ito'y magpapawalang-sala sa iyo sa paningin ng lahat ng kasama mo; ikaw ay ganap na napawalang-sala.
017	At nanalangin si Abraham sa Diyos; at pinagaling ng Diyos si Abimelec, ang kanyang asawa, at ang kanyang mga aliping babae, na anupa't nagkaanak sila.
018	Sapagkat sinarhan ng Panginoon ang lahat ng bahay-bata sa sambahayan ni Abimelec, dahil kay Sara na asawa ni Abraham.
