verse	content
001	Pagkatapos ng mga bagay na ito, dumating ang salita ng Panginoon kay Abram sa isang pangitain, Huwag kang matakot, Abram;
001	ako ang iyong kalasag, ang iyong gantimpala ay magiging napakadakila.
002	Ngunit sinabi ni Abram, O Panginoong Diyos , anong ibibigay mo sa akin, yamang ako'y patuloy na walang anak at ang tagapagmana ng aking bahay ay si Eliezer ng Damasco?
003	At sinabi ni Abram, Hindi mo ako binigyan ng anak at isang alipin na ipinanganak sa aking bahay ang magiging tagapagmana ko.
004	Ngunit ang salita ng Panginoon ay dumating sa kanya, Hindi ang taong ito ang magiging tagapagmana mo;
004	ang iyong sariling anak ang magiging tagapagmana mo.
005	Siya'y dinala niya sa labas at sinabi, Tumingala ka ngayon sa langit, at iyong bilangin ang mga bituin, kung mabibilang mo.
005	At sinabi sa kanya, Magiging ganyan ang iyong binhi.
006	Sumampalataya siya sa Panginoon ;
006	at ito'y ibinilang na katuwiran sa kanya.
007	At sinabi niya sa kanya, Ako ang Panginoon na nagpaalis sa iyo sa Ur ng mga Caldeo, upang ibigay sa iyo ang lupaing ito para angkinin.
008	Sinabi niya, O Panginoong Diyos , paano ko malalaman na mamanahin ko iyon?
009	At sinabi sa kanya, Magdala ka rito ng isang dumalagang bakang tatlong taon ang gulang, isang babaing kambing na tatlong taon ang gulang, isang lalaking tupang tatlong taon ang gulang, isang inakay na batu-bato, at isang inakay na kalapati.
010	Dinala niya ang lahat ng ito sa kanya at hinati niya sa gitna, at kanyang inihanay na magkakatapat ang isa't isa subalit hindi niya hinati ang mga ibon.
011	Nang bumaba ang mga ibong mandaragit sa mga bangkay, ang mga iyon ay binugaw ni Abram.
012	Nang lulubog na ang araw, nakatulog si Abram nang mahimbing;
012	isang makapal at nakakatakot na kadiliman ang dumating sa kanya.
013	Sinabi ng Panginoon kay Abram, Tunay na dapat mong malaman na ang iyong binhi ay magiging taga-ibang bayan sa lupaing hindi kanila, at sila'y magiging mga alipin doon, at sila'y pahihirapan sa loob ng apatnaraang taon;
014	ngunit ang bansang kanilang paglilingkuran ay aking hahatulan;
014	at pagkatapos ay aalis sila na may malaking ari-arian.
015	Subalit ikaw ay payapang tutungo sa iyong mga ninuno, at ikaw ay malilibing sa panahong lubos na ang iyong katandaan.
016	Sa ikaapat na salin ng iyong binhi, muli silang babalik rito sapagkat hindi pa nalulubos ang kasamaan ng mga Amoreo.
017	Nang lumubog na ang araw at madilim na, isang hurnong umuusok at ang isang tanglaw na nagniningas ang dumaan sa gitna ng mga hinating hayop.
018	Nang araw na iyon, ang Panginoon ay nakipagtipan kay Abram, na sinasabi, Ibinigay ko ang lupaing ito sa iyong binhi, mula sa ilog ng Ehipto hanggang sa malaking ilog, ang Ilog Eufrates,
019	ang lupain ng mga Kineo, Kenizeo, at ng mga Cadmoneo,
020	ng mga Heteo, Perezeo, at Refaim,
021	at ng mga Amoreo, Cananeo, Gergeseo, at ng mga Jebuseo.
