verse	content
001	Nang panahong iyon, lumusong si Juda papalayo sa kanyang mga kapatid, at tumira malapit sa isang Adullamita na ang pangalan ay Hira.
002	Doon ay nakita ni Juda ang anak na babae ng isang Cananeo na tinatawag na Shua.
002	Siya ay naging asawa niya at kanyang sinipingan.
003	Siya ay naglihi at nanganak ng lalaki;
003	at tinawag niya ang kanyang pangalan na Er.
004	At naglihi uli, at nanganak ng lalaki;
004	at tinawag niya ang kanyang pangalan na Onan.
005	Muling naglihi at nanganak ng lalaki;
005	at tinawag niya ang kanyang pangalan na Shela;
005	at si Juda ay nasa Chezib nang siya'y manganak.
006	Pinapag-asawa ni Juda si Er na kanyang panganay, at ang pangalan niyon ay Tamar.
007	Subalit si Er na panganay ni Juda ay naging masama sa paningin ng Panginoon ;
007	at siya'y pinatay ng Panginoon .
008	Kaya't sinabi ni Juda kay Onan, Pumunta ka sa asawa ng iyong kapatid, at pakasalan mo siya, at ipagbangon mo ng lahi ang iyong kapatid.
009	Subalit yamang nalalaman ni Onan na hindi magiging kanya ang anak, tuwing sisiping siya sa asawa ng kanyang kapatid, itinatapon niya sa lupa ang kanyang binhi upang huwag niyang mabigyan ng anak ang kanyang kapatid.
010	Ang bagay na ginawa niya ay masama sa paningin ng Panginoon , kaya't siya rin ay pinatay niya.
011	Nang magkagayo'y sinabi ni Juda kay Tamar na kanyang manugang na babae, Mabuhay kang isang balo sa bahay ng iyong ama, hanggang sa lumaki si Shela na aking anak, sapagkat natakot siya na baka ito rin ay mamatay gaya ng kanyang mga kapatid.
011	At humayo si Tamar at nanirahan sa bahay ng kanyang ama.
012	Sa pagdaan ng maraming araw, namatay ang anak na babae ni Shua na asawa ni Juda.
012	Nang tapos na ang pagluluksa ni Juda, siya at ang kanyang kaibigang si Hira na Adullamita ay umahon sa Timna sa mga manggugupit ng kanyang mga tupa.
013	Nang ibalita kay Tamar na Ang iyong biyenang lalaki ay umaahon sa Timna upang pagupitan ang kanyang mga tupa,
014	siya'y nagpalit ng kasuotan ng balo, tinakpan ang sarili ng isang belo, nagbalatkayo at naupo sa pasukan ng Enaim na nasa daan ng Timna.
014	Kanyang nakikita na si Shela ay malaki na ngunit hindi ibinibigay sa kanya bilang asawa.
015	Nang makita siya ni Juda ay inakalang siya'y upahang babae, sapagkat nagtakip ng kanyang mukha.
016	Lumapit siya sa kanya sa tabi ng daan, at sinabi, Halika, sisiping ako sa iyo;
016	sapagkat siya'y hindi niya nakilalang kanyang manugang.
016	Sinabi niya, Anong ibibigay mo sa akin upang ikaw ay makasiping sa akin?
017	Kanyang sinabi, Padadalhan kita ng isang anak ng kambing na mula sa kawan.
017	At kanyang sinabi, Bibigyan mo ba ako ng sangla hanggang sa maipadala mo ito?
018	Sinabi niya, Anong sangla ang ibibigay ko sa iyo?
018	Sumagot siya, Ang iyong singsing, ang iyong pamigkis, at ang tungkod na nasa iyong kamay.
018	Kaya't ang mga iyon ay ibinigay sa kanya, at siya'y sumiping sa kanya, at siya'y naglihi sa pamamagitan niya.
019	Pagkatapos siya'y bumangon, umalis at pagkahubad ng kanyang belo, ay isinuot ang mga kasuotan ng kanyang pagiging balo.
020	Nang ipadala ni Juda ang anak ng kambing sa pamamagitan ng kanyang kaibigang Adullamita, upang tanggapin ang sangla mula sa kamay ng babae, siya ay hindi niya natagpuan.
021	Kaya't tinanong niya ang mga tao sa lugar na iyon, Saan naroon ang upahang babae na nasa tabi ng daan sa Enaim?
021	At kanilang sinabi, Walang upahang babae rito.
022	Kaya't nagbalik siya kay Juda, at sinabi, Hindi ko siya natagpuan;
022	at sinabi rin ng mga tao sa lugar na iyon, Walang upahang babae rito.
023	Sinabi ni Juda, Pabayaan mong ariin niya ang mga iyon, baka tayo'y pagtawanan.
023	Tingnan mo, ipinadala ko itong anak ng kambing at hindi mo siya natagpuan.
024	Pagkaraan ng halos tatlong buwan, ibinalita kay Juda na sinasabi, Ang iyong manugang na si Tamar ay nagpaupa, at siya'y buntis sa pagpapaupa.
024	Sinabi ni Juda, Ilabas siya upang sunugin.
025	Nang siya'y inilabas, nagpasabi siya sa kanyang biyenan, Nagdalang-tao ako sa lalaking nagmamay-ari ng mga ito.
025	At sinabi pa niya, Nakikiusap ako sa inyo, inyong kilalanin kung kanino ang mga ito, ang singsing, ang pamigkis, at ang tungkod.
026	Ang mga iyon ay kinilala ni Juda, at sinabi, Siya'y higit na matuwid kaysa akin;
026	yamang hindi ko ibinigay sa kanya si Shela na aking anak.
026	Hindi na siya muling sumiping sa kanya.
027	Nang dumating ang panahon ng kanyang panganganak, kambal ang nasa kanyang tiyan.
028	Sa kanyang panganganak, inilabas ng isa ang kanyang kamay at hinawakan ito ng hilot at tinalian sa kamay ng isang pulang sinulid, na sinasabi, Ito ang unang lumabas.
029	Ngunit nang iurong niya ang kanyang kamay, ang kanyang kapatid ang lumabas.
029	At kanyang sinabi, Paano ka nakagawa ng butas para sa iyong sarili?
029	Kaya't tinawag ang pangalan niyang Perez.
030	Pagkatapos ay lumabas ang kanyang kapatid na may pulang sinulid sa kamay;
030	at tinawag na Zera ang kanyang pangalan.
