verse	content
001	Sa ikatlong bagong buwan, pagkatapos na ang mga anak ni Israel ay makaalis sa lupain ng Ehipto, dumating sila nang araw ding iyon sa ilang ng Sinai.
002	Nang sila'y umalis sa Refidim at dumating sa ilang ng Sinai, humimpil sila sa ilang;
002	at doo'y nagkampo ang Israel sa harap ng bundok.
003	Si Moises ay umakyat tungo sa Diyos, at tinawag siya ng Panginoon mula sa bundok, na sinasabi, Ganito ang sasabihin mo sa sambahayan ni Jacob, at sasabihin mo sa mga anak ni Israel
004	Inyong nakita ang aking ginawa sa mga Ehipcio, at kung paanong dinala ko kayo sa mga pakpak ng agila, at kayo'y inilapit ko sa akin.
005	Kaya't ngayon, kung tunay na inyong susundin ang aking tinig at tutuparin ang aking tipan, kayo ay magiging aking sariling pag-aari na higit sa lahat ng bayan;
005	sapagkat ang buong daigdig ay akin.
006	Sa akin kayo ay magiging isang kaharian ng mga pari at isang banal na bansa.
006	Ito ang mga salitang sasabihin mo sa mga anak ni Israel.
007	Kaya't dumating si Moises at ipinatawag ang matatanda sa bayan at ipinahayag sa harap nila ang lahat ng salitang ito na iniutos ng Panginoon sa kanya.
008	Ang buong bayan ay nagkaisang sumagot at nagsabi, Ang lahat ng sinabi ng Panginoon ay aming gagawin.
008	At iniulat ni Moises ang mga salita ng bayan sa Panginoon .
009	Sinabi ng Panginoon kay Moises, Ako'y darating sa iyo sa isang makapal na ulap, upang marinig ng bayan kapag ako'y nakikipag-usap sa iyo, at paniwalaan ka rin nila magpakailanman.
009	At sinabi ni Moises ang mga salita ng bayan sa Panginoon .
010	Sinabi ng Panginoon kay Moises, Pumaroon ka sa bayan at italaga mo sila ngayon at bukas, at labhan nila ang kanilang mga kasuotan,
011	at humanda sa ikatlong araw, sapagkat sa ikatlong araw ay bababa ang Panginoon sa paningin ng buong bayan sa ibabaw ng bundok ng Sinai.
012	Lalagyan mo ng mga hangganan ang bayan sa palibot, at iyong sasabihin, Mag-ingat kayo, kayo'y huwag umakyat sa bundok, o humipo sa hangganan;
012	sinumang humipo sa bundok ay papatayin.
013	Walang kamay na hihipo sa kanya, kundi siya'y babatuhin o papanain;
013	maging hayop o tao ay hindi mabubuhay!
013	Kapag ang tambuli ay tumunog nang mahaba, aakyat sila sa bundok.
014	Bumaba si Moises sa bayan mula sa bundok, at pinabanal ang bayan, at nilabhan nila ang kanilang mga kasuotan.
015	Kanyang sinabi sa bayan, Humanda kayo sa ikatlong araw;
015	huwag kayong lalapit sa babae.
016	Sa umaga ng ikatlong araw, kumulog at kumidlat, at may isang makapal na ulap sa ibabaw ng bundok, at ang tunog ng trumpeta ay napakalakas;
016	at ang buong bayan na nasa kampo ay nanginig.
017	Inilabas ni Moises ang bayan sa kampo upang katagpuin ang Diyos;
017	at sila'y tumayo sa paanan ng bundok.
018	Ang buong bundok ng Sinai ay nabalot sa usok, sapagkat ang Panginoon ay bumaba sa ibabaw niyon na nasa apoy;
018	at ang usok niyon ay pumailanglang na parang usok ng isang hurno, at nayanig nang malakas ang buong bundok.
019	Nang papalakas nang papalakas ang tunog ng trumpeta ay nagsalita si Moises, at sinagot siya ng Diyos sa pamamagitan ng kulog.
020	Ang Panginoon ay bumaba sa ibabaw ng bundok ng Sinai, sa taluktok ng bundok;
020	at tinawag ng Panginoon si Moises sa taluktok ng bundok;
020	at si Moises ay umakyat.
021	Sinabi ng Panginoon kay Moises, Bumaba ka, balaan mo ang bayan, baka sila'y lumampas upang panoorin ang Panginoon , at mamatay ang marami sa kanila.
022	Gayundin ang mga pari na lumalapit sa Panginoon ay pabanalin mo, baka ang Panginoon ay hindi makapagpigil sa kanila.
023	Sinabi ni Moises sa Panginoon , Ang bayan ay hindi makakaakyat sa bundok ng Sinai, sapagkat ikaw mismo ang nagbilin sa amin na iyong sinasabi, Lagyan mo ng hangganan sa palibot ang bundok, at iyong ariing banal ito.
024	Sinabi ng Panginoon sa kanya, Bumaba ka, at ikaw ay umakyat kasama si Aaron, ngunit ang mga pari at ang taong-bayan ay huwag mong palampasin sa mga hangganan upang umakyat sa Panginoon , baka siya ay hindi makapagpigil sa kanila.
025	Sa gayo'y bumaba si Moises sa taong-bayan at sinabi sa kanila.
