verse	content
001	Sa katapusan ng dalawang taon, ang Faraon ay nanaginip na siya'y nakatayo sa tabi ng Nilo.
002	May umahon sa ilog na pitong bakang magaganda ang anyo at matataba at ang mga ito ay kumain ng damo.
003	Pagkatapos nito, sa likuran ng mga ito ay may pito pang ibang mga baka na umahon sa ilog na mga pangit ang anyo at payat; at sila ay nagsihinto sa tabi ng mga unang baka sa pampang ng ilog.
004	Ang pitong bakang magaganda ang anyo at matataba ay kinain ng mga bakang pangit ang anyo at payat.
004	At nagising ang Faraon.
005	Siya'y natulog at nanaginip sa ikalawang pagkakataon; mula sa iisang tangkay ay umusbong ang pitong uhay na mabibintog at malulusog.
006	Pagkatapos nito, pitong uhay na payat at tinuyo ng hanging silangan ang tumubong kasunod ng mga iyon.
007	Nilamon ng mga uhay na payat ang pitong uhay na mabibintog at malulusog.
007	Nagising ang Faraon, at iyon ay isang panaginip.
008	Kinaumagahan, ang kanyang diwa ay nabagabag at siya'y nagpasugo at ipinatawag ang lahat ng salamangkero at mga pantas sa Ehipto.
008	Isinalaysay ng Faraon sa kanila ang kanyang panaginip, subalit walang makapagpaliwanag sa Faraon.
009	Nang magkagayon ay nagsalita sa Faraon ang puno ng mga katiwala ng kopa na sinasabi, Naaalala ko sa araw na ito ang aking pagkakasala.
010	Nang ang Faraon ay nagalit sa kanyang mga lingkod, ibinilanggo niya ako sa bahay ng kapitan ng bantay, ako at ang puno ng mga panadero.
011	Isang gabi, kami ay nanaginip, siya at ako.
011	Kami ay nagkaroon ng kanya-kanyang panaginip na may kanya-kanyang kahulugan.
012	Doon ay kasama namin ang isang binata, isang Hebreo, na alipin ng kapitan ng bantay.
012	Nang sabihin namin sa kanya ay ipinaliwanag niya sa amin ang aming panaginip; ipinaliwanag niya ang kahulugan ayon sa panaginip ng bawat isa sa amin.
013	At nangyari nga sa amin ang ayon sa kanyang ipinaliwanag sa amin; ako'y ibinalik sa aking katungkulan, at ang panadero ay ipinabitay.
014	Kaya't nagpasugo ang Faraon at ipinatawag si Jose, at madali siyang inilabas sa bilangguan.
014	At nang siya'y makapag-ahit at makapagpalit ng damit ay pumunta sa Faraon.
015	At sinabi ng Faraon kay Jose, Ako'y nanaginip at walang makapagpaliwanag nito.
015	Nabalitaan ko na pagkarinig mo ng isang panaginip ay naipapaliwanag mo.
016	Sumagot si Jose sa Faraon, na sinasabi, Hindi ako, ang Diyos ang sasagot sa kapayapaan ng Faraon.
017	Pagkatapos ay sinabi ng Faraon kay Jose, Sa aking panaginip ay nakatayo ako sa pampang ng Nilo;
018	may umahon sa ilog na pitong bakang matataba at magaganda ang anyo, at kumain ng damo.
019	Pagkatapos nito, may ibang pitong baka na nagsiahon sa likuran nila, mga payat, at napakapangit ang anyo, at payat na kailanma'y hindi ako nakakita sa buong lupain ng Ehipto ng kagaya ng mga iyon sa kapangitan.
020	Kinain ng mga bakang payat at pangit ang pitong nauunang bakang matataba.
