verse	content
001	Nang si Abram ay siyamnapu't siyam na taon, ang Panginoon ay nagpakita kay Abram, at sa kanya'y nagsabi, Ako ang Diyos na Makapangyarihan sa lahat!
001	Lumakad ka sa harapan ko, at maging walang kapintasan;
002	at ako'y makikipagtipan sa iyo at ikaw ay aking labis na pararamihin.
003	At nagpatirapa si Abram, at sinabi ng Diyos sa kanya,
004	Para sa akin, ito ang aking pakikipagtipan sa iyo: Ikaw ang magiging ama ng maraming bansa.
005	Ang pangalan mo ay hindi na tatawaging Abram, kundi Abraham ang magiging pangalan mo;
005	sapagkat ikaw ay ginawa kong ama ng maraming bansa.
006	Ikaw ay gagawin kong mayroong napakaraming anak at magmumula sa iyo ang mga bansa;
006	at magbubuhat sa iyo ang mga hari.
007	Aking itatatag ang aking tipan sa iyo at sa iyong binhi kahit sa iyong pagkamatay sa buong lahi nila, isang tipang walang hanggan, upang maging Diyos mo at ng iyong binhi.
008	At ibibigay ko sa iyo at sa iyong binhi pagkamatay mo ang lupaing kung saan ka ngayon ay isang dayuhan, ang buong lupain ng Canaan bilang pag-aaring walang hanggan;
008	at ako ang magiging Diyos nila.
009	Sinabi ng Diyos kay Abraham, At tungkol sa iyo, iingatan mo ang aking tipan, ikaw at ang iyong binhi pagkamatay mo sa buong lahi nila.
010	Ito ang aking tipan na inyong iingatan, ang tipan natin at ng iyong binhi pagkamatay mo: Ang bawat lalaki sa inyo ay tutuliin.
011	Inyong tutuliin ang balat ng inyong maselang bahagi, at ito ang magiging tanda ng aking tipan sa inyo.
012	Sa inyong buong lahi, bawat lalaking may gulang na walong araw sa inyo ay tutuliin, maging ang aliping ipinanganak sa inyong bahay, o ang binili ng salapi sa sinumang taga-ibang lupa na hindi sa iyong lahi.
013	Ang aliping ipinanganak sa bahay at ang binili ng iyong salapi ay dapat tuliin;
013	at ang aking tipan ay makikita sa iyong laman bilang tipang walang hanggan.
014	Ang sinumang lalaking hindi tuli, na hindi tinuli ang balat ng maselang bahagi ay ititiwalag sa kanyang bayan;
014	sinira niya ang aking tipan.
015	At sinabi ng Diyos kay Abraham, Tungkol kay Sarai na iyong asawa, huwag siyang tatawaging Sarai, kundi Sara ang magiging pangalan niya.
016	Siya'y aking pagpapalain, at bibigyan kita ng anak sa pamamagitan niya.
016	Siya'y aking pagpapalain, at siya'y magiging ina ng mga bansa;
016	ang mga hari ng mga bayan ay magmumula sa kanya.
017	Nang magkagayo'y nagpatirapa at tumawa si Abraham, at sinabi sa kanyang sarili, Magkakaanak pa kaya ang isang tao na isandaang taong gulang na?
017	Manganak pa kaya si Sara na siyamnapung taong gulang na?
018	At sinabi ni Abraham sa Diyos, Bakit hindi na lang si Ismael ang magmana ng mga ipinangako ninyo sa akin?
019	Sinabi ng Diyos, Hindi!
019	Ang iyong asawang si Sara ay tiyak na magkakaanak sa iyo, at tatawagin mo siya sa pangalang Isaac.
019	Itatatag ko ang aking tipan sa kanya bilang isang walang hanggang tipan, at sa kanyang lahi pagkamatay niya.
020	Tungkol kay Ismael ay narinig kita.
020	Pinagpala ko siya at siya'y gagawin kong mabunga at lubos kong pararamihin.
020	Labindalawang prinsipe ang kanyang magiging anak, at siya'y gagawin kong malaking bansa.
021	Aking itatatag ang aking tipan kay Isaac na ipapanganak sa iyo ni Sara sa panahong ito sa taong darating.
022	Pagkatapos makipag-usap sa kanya, ang Diyos ay pumaitaas na mula kay Abraham.
023	Ipinagsama ni Abraham si Ismael, na kanyang anak, at ang lahat ng ipinanganak sa kanyang bahay, at ang lahat ng binili niya ng kanyang salapi, ang lahat ng lalaki sa mga kasambahay ni Abraham, at kanyang tinuli ang balat ng maselang bahagi ng kanilang katawan nang araw ding iyon, ayon sa sinabi ng Diyos sa kanya.
024	Si Abraham ay siyamnapu't siyam na taong gulang nang tuliin ang balat ng kanyang maselang bahagi.
025	At si Ismael ay labintatlong taon nang tuliin ang balat ng kanyang maselang bahagi.
026	Nang araw ding iyon ay tinuli si Abraham at si Ismael na kanyang anak.
027	At lahat ng lalaking kasambahay niya, maging ang mga aliping ipinanganak sa bahay niya at ang mga binili ng salapi sa taga-ibang lupain ay tinuling kasama niya.
