verse	content
001	Ito namensan nga Algew Ngilin, manmanalan de Jesus iya laplapug nga namulaan ka trigu.
001	Ket dito adalan na, uwed kineltung da nga dawa diya trigu.
001	Rinedred da nga rinunas, ket inukisan da, se da ngarud kinan.
002	Ket uwed da met Parisiyu nga nagkunen, Ape nga wanglen nu ya maiparit iya Linteg tida iya Algew Ngilin?
002	kunen da.
003	Ket kinunen ne Jesus, Di nu pekkem aya nga nabasa ya maipanggep ito winangel nito Ari Dabid ito nabisin, se dito kabulun na?
004	Ta imuneg met to Dabid iya pagdaydayawan nga maawagan ka baley ne Apu Diyus, ket nimet na dito tinapay nga naidatun mettas e Apu Diyus.
004	Ket nangan met to Dabid ito tinapay, se necdan na met pe dito kabulun na.
004	Agten iyan ngarud ya winangel nito Dabid, orey emmu na nga sigun iya paglinteggan tida, diyan nas met agsirsirbi iya pagdaydayawan ya mapalubusan nga mangan iyan nga tinapay, kunen na.
005	Ket kinunen manin ne Jesus kadito Parisiyu, Ya Anac nga Naipatoley, igina met ya Apu niya Algew Ngilin, kunen na.
006	Ito isa nga Algew Ngilin manin, nawe nge Jesus iya gigimungan diya Hudyu, ket nangisursuru antuni nin.
006	Ket uwed pe iyan ya isa nga lalaki nga nacpet ya diwanan nga ima na.
007	Ket dito manursuru iya Linteg, se dito Parisiyu, sicsiimen da met nge Jesusin, no mangpalaing iya Algew Ngilin, tasun uwed panggapuwan da nga mangidarum igina.
008	Ngem emmu met ne Jesus to panpanunuten da, itu nga kinunen na ito lalaki nga nacpet ya ima na, Umbet ka agsikad idi, sangu mi, kunen na.
008	Ket ginumnukat ngarud to lalaki, ket nawe nagsikad ito edyan ne Jesus.
009	Ket itun, kinunen ne Jesus kadito agsicsiim, Saludsudec man dakayu: Nagan kad ya maipalubus iya Linteg tida nga wanglen tida kuma iya Algew Ngilin?
009	Ya panagwangel ka nabaru, winno ka dakec?
009	Ya panangisalakan ka biyag, winno ya pumatey?
009	kunen na.
010	Ket limanga met nge Jesus nga simingsingen iya tunggal isa igidan, se na kinunen ito lalaki nga nacpet to ima na, Ucnatem ya imam, kunen na.
010	Ket inucnat ngarud nito lalaki to ima na, ket nalaingan mettin.
011	Ngem napalaus ya unget dito Parisiyu se dito manursuru iya Linteg, ket nagtetebbaran da no kumaan kuma niya pamaayan da e Jesus.
012	Ket iya isa nga algew itun, nawe nanang-at nge Jesus iya isa nga tageytey, tasun agkararag.
012	Ket nagwakas met ennan nga nagkarkararag e Apu Diyus.
013	Ket ito kadamlag na, inayaban na dito pasurut na, ket pimili ka sangapulu ket duwa igida.
013	Ket itu dito toley nga inawagan na nga apustules.
014	Pinili na nge Simon nga pinanaganan na pe ka Pedru, se e Andres nga kabsat ne Simon, de Santiyagu nge Juan, de Pelipe nge Bartulume,
015	de Matyu nge Tumas, se e Santiyagu nga anac ne Alpiyu, se e Simon nga maawagan ka Pasnec,
016	se e Hudas nga anac ne Santiyagu, se to Hudas Iskariyute, nga itu to nagbalin nga nangliput.
017	Ket ito managus da ito tageytey, nagsardeng nge Jesus iya nasimpa nga lugar, ket uwed adu nga pasurut na antuni.
017	Adu pe diya duduma nga toley nga uwed ennan, nga gayat da kadiya il-ili ka prubinsiya nga Hudya, se gayat da pe ka Herusalem, se uwed da pe gayat ka Tiru, se Sidun, nga itu dito duwa nga ili nga denni iya baybay.
018	Nawe da ngarud antuni, tasun aggigicna da e Jesus, se tasun paagasan da diya sacsakit da.
018	Ket diya toley antuni nga parparigaten sairu, ket nalaingan da met.
019	Ket amin dito toltoley, gabay da nga secdengen kuma nge Jesus, ta uwed met pannakabalin nga tumaud igina nga mangpalaing igida nga amin.
020	Ket itun, siningen ne Jesus diya pasurut na, ket kinunen na igida,
021	Dakayu nga makasapul, nagasat kayu,
022	ta uwed dakayu ya panangituray ne Apu Diyus.
023	Dakayu nga mabisbisin ita, nagasat kayu,
024	ta mapnec kayu nad mettas.
025	Dakayu nga agladladingit ita, nagasat kayu,
026	ta aggalgalec kayu nad nga siraragsac.
027	Nagasat kayu met, orey no guraen dakayu diya toltoley, se no isina dakayu winno amisen dakayu, winno umsiyen da ya kinaturay nu, gapu mettas iya panamati nu iya Anac nga Naipatoley.
028	Ngarud, agragsac kayu lugud no mapasamac dakayu didi, se ilagtuc nu kuma ngas ya napalaus nga anggem nu.
028	Ta ya kinapudnu na, uwed met dackel nga gun-guna nu nad ka langit.
028	Agragsac kayu ngarud, ta laglagipen nu kuma nga idi nga panangparigat da dakayu ita, ket agten met pe ito panangparigat dito am-ama da kadito mammadtu itun.
029	Ngem no dakayu nga nabacnang,
030	kackaasi kayu nga gennung,
031	ta ita ngas met ya pannakaliwliwa nu.
032	Dakayu nga awan kasapulan na ita,
033	kackaasi kayu pe,
034	ta agbisin kayu nad met.
035	Dakayu nga agag-agalec ita, kackaasi kayu pe,
036	ta agladingit se agberrit kayu nad met.
037	Kackaasi kayu pe no idaydayaw dakayu diya toltoley yin, ta agten met pe iyan to panangidayaw dito am-ama da kadito busid nga mammadtu itun.
038	Ngem dakayu nga aggigicna iyaken nin, kunec dakayu, nga ayaten nu lugud diya kumuntra dakayu, se nabaru kuma ngas ya ipaay nu kadiya gumura dakayu.
039	Ket adngen nu lugud ya panangaasi ne Apu Diyus kadiya mangilunud dakayu, se ikararagan nu kuma pe diya mangpasakit dakayu.
040	Ket no uwed mangtungpa iya pasngit mu, palubusam nga tungpaen na pekkem orey ya bangir.
040	No uwed mangipanaw iya punyus mu, ket ipalubus mu met pe nga alac na orey pe ya badum.
041	Ecdan nu ngarud ya orey nagan na nga agadeng dakayu.
041	Se no uwed mangpilit nga mamet ka sanicwa nu, di nu met ipilit nga paisoli yin.
042	Ngarud, ya gabay nu nga mawangel kuma dakayu, itu kuma ya wanglen nu mettas iya kapada nu.
043	Ket no diyan nas toley nga agayat dakayu ya ayaten nu, nagan ngarud ya pakaidayawan nu gapu iyan?
043	Ta orey diya managbasul, ayaten da met pe diya agayat igida.
044	Se agten pe no diyan nas mangipaay dakayu ka nabaru ya ipaayan nu met ka nabaru, nagan ngarud ya pakaidayawan nu iyan?
044	Ta orey diya managbasul, agten met pe iyan ya pamaayen da.
045	Ket no diyan nas siguradu nga agbayad kadiya utangen da ya pautangan nu, nagan kad ya pakaidayawan nu iyan?
045	Ta orey diya managbasul, pautangan da met diya pada da nga managbasul, no namnamaen da nga mabayadan mettas ya ipautang da.
046	Ngem ya wanglen nu kuma nga gennung, ayaten nu lugud diya kumuntra dakayu, ket nabaru ya ipaay nu igida.
046	Ket agpautang kayu nga orey awan namnamaen nu nga maibayad.
046	Ket no agten iyan ya wanglen nu, dackel met ya maigun-guna dakayu, ket anac nakayu nga tutu ya Kangatuwan maigapu ka ugali.
046	Ta igina, kaasiyan na met orey diya toley nga madi makaemmu nga agyaman, se diya dakec nga toley.
047	Ngarud, dakayu, masapul nga managkaasi kayu, nga agten mettas iya gangey niya Ama nu nga managkaasi.
048	Ket madi kayu kuma pabasulen ya kapada nu, ket iya agten iyan, madi kayu met pe mapabasul.
048	Se madi nu ukumen ya kapada nu, ket iya agten iyan, madi kayu pe maukum.
048	Mamakawan kayu, ket mapakawan kayu met pe.
049	Mangecde kayu, ket maecdan kayu met pe.
049	Ngarud, no agten iyan, maecdan kayu ka adu nga maikamboy dakayu, ta kustu met ya pagsukat nga mausar para dakayu, se nasedsed se agpatpatutuc pe agingga ka aglablabni yin.
049	Ta no kumaan niya panangaasi nu, agten nad met iyan ya pannakakaasi nu, kunen na.
050	Ket kinagi pe ne Jesus igida yani nga pangngarig: Kumaan ngarud niya pananggeped niya isa nga kulap iya pada na nga kulap?
050	Ta no agten iyan, di ngarud misacdul da nga duwa nga maipisuc ka ebbut?
051	Agten pe ya agad-adal, ket bekken met nga nangatngatu ngem iya mangisursuru igina.
051	Ngem no maadal nan diya amin nga naisuru igina, agbalin nad nga agten mettasin iya nangisursuru igina, kunen na.
052	Ket kinunen manin ne Jesus, Ape nga dellawem ya puling nga uwed iya mata niya kapadam, ngem madi ka met madlaw ya tabla nga uwed iya mismu nga matam?
053	Ket bayat niya kauwed pekkem niya tabla iya matam, ape nga kunem iya kapadam nga, Da, kabsat, ta ipac ku ya puling mu.
053	Ay!
053	Aginlilinteg ka met no agten iyan!
053	Ta masapul nga ipac mu pekkem nga mona ya tabla nga uwed iya mismu nga matam, tasun nabatad ya panagsingem nga mangipac iya puling nga uwed iya mata niya kapadam.
