verse	content
001	Nituluy ne Jesus ya panagkagi na, nga kinunen na, Ya panangituray niya Nailangitan kadiyan nad nga algew, maiyarig iya agten idi: Uwed sangapulu nga babbalasang nga nakipakalun.
001	Ket nawe da nga sumabet iya umbet nga nubyu, nga nagkakalneb da ka nidal-ag nga dilag.
002	Ket ya lima kadito sangapulu nga babbalasang, bekken da nga nanakem.
002	Ngem dito lima nga gennung, nanakem da met.
003	Ket dito bekken nga nanakem, nidal-ag da ngarud dito pagdilag da, ngem awan met nidal-ag da nga sagana da nga imayan kadito dilag da.
004	Ngem dito nanakem nga gennung, uwed ngarud diya nidal-ag da pe nga sagana da nga imayan kadito nidal-ag da nga dilag da.
005	Ket ya napasamac, nabayag nga madi sinumpuc to nubyu.
005	Ket makatkatudugen met amin dito babbalasangin, ket natudug da ngarudin.
006	Ket ito tengnga gabi yin, uwed nagpekkaw nga kinunen na, Ala!
006	Uwed ya nubyu win!
006	We kayu sabten nin!
006	kunen na.
007	Ket dito babbalasang, bimangun da nga aminin, ket isagana da dito dilag dan.
008	Ket dito bekken nga nanakem, kinunen da ngarud kadito nanakem, Ecdan dakami kay met ka sagana nu nga mayan diya dilag nu, ta dandani makusep pin diya dilag mi, kunen da.
009	Ngem kinunen dito nanakem nga babbalasang, Ay, madi mabalin.
009	Kaynun no agkurang, no para dactida nga amin.
009	Mawe kayu was kuma ngumina iya kasapulan nu kadiya aglaclaku, kunen da met.
010	Ket nawe ngarud ngimina dito lima.
010	Ket pag-isu met nga inumbet to nubyu win.
010	Ket dito nakasagana, nibulun da iginan, nga nawe da imuneg ito baley nga pakaarimanan nito pangparagsac ito pakalun.
010	Ket ito nakauneg dan, naigiset tin to gagayangan nito baley.
011	Ket kalpasan niyan, simarunu nga sinumpuc enna baley dito lima nga babbalasang, ket kinunen da, Apu!
011	Apu!
011	Ilukatan nakami kay!
011	kunen da.
012	Ngem kinunen lugud nito nubyu, Madi mabalinin, ta pulus nga madi nakayu em-emmu!
012	kunen na.
013	Itu nga kunec dakayu ita, kunen ne Jesus, nga sisasagana kayu kuma ngarud nga peyeng.
013	Ta madi kayu emmu ya algew winno ya uras niya umbet na.
014	Sisasagana kayu kuma ngarud, ta ya panangituray niya Nailangitan, agten nad idi: Uwed isa nga toley nga mawe kuma ka deyyu nga lugar.
014	Sacbay nga nawe, pinalbet na diya tagabu na tasun ipaikem na igida diya sanicwa na.
