verse	content
001	Idi maammoan ni Jacob nga adda irik idiay Egipto, kinunana kadagiti annakna, Ania ti kukuaenyo?
001	Apay a dikayo agtignay?
002	Nadamagko nga adda makan idiay Egipto.
002	Inkayo gumatang sadiay iti kanentayo tapno ditayo matay iti bisin.
003	Napan ngarud idiay Egipto dagiti sangapulo a lallaki a kakabsat ni Jose tapno gumatangda iti makan sadiay.
004	Saan nga impakuyog ni Jacob ni Benjamin a kabsat ni Jose gapu ta mabuteng amangan no adda dakes a mapasamak kenkuana.
005	Malaksid kadagiti annak ni Jacob, adda pay sabsabali a tattao a napan idiay Egipto tapno gumatangda iti makan.
005	Nagwaras ngaminen ti panagbisin iti entero a Canaan.
006	Kas gobernador ti Egipto, naglako ni Jose iti makan kadagiti amin a tattao ti lubong.
006	Iti kasta, isu ti napanan dagiti kakabsatna.
006	Idi umasidegda kenkuana, nagpaklebda iti sangona a kas pammadayaw kenkuana.
007	Nabigbigna ida ngem nagparang a kasla dina am-ammo ida.
007	Sigugubsang a nangsaludsod, Sadino ti naggapuanyo?
008	Taga-Canaankami, kinunada.
008	Umaykami gumatang iti taraon.
009	Nailasin ida ni Jose ngem saan a nairupaan dagiti kakabsatna.
010	Nalagipna dagiti tagtagainepna maipapan kadakuada ket kinunana, Espiakayo, ania?
010	Immaykayo ditoy tapno ammoenyo ti pagkapsutan ti pagilianmi.
011	Saankami nga espia, apo, insungbatda.
011	Immaykami, dakami nga adipenmo, a gumatang iti taraon.
012	Agkakabsatkami ket mapagtalkankami a tattao.
013	Kinuna ni Jose kadakuada, Wen, espiakayo.
013	Immayyo kitaen no ania ti pagkapuyan ti pagilianmi.
014	Sangapulo ket duakami a lallaki nga agkakabsat, insungbatda.
014	Maymaysa ti amami ket agnaed iti daga ti Canaan.
014	Natayen ti maysa a kabsatmi.
014	Nagbati ti inaudi a kabsatmi iti ayan ni tatangmi.
015	Pudno la ketdi ti kunak, kinuna ni Jose.
015	Espiakayo.
016	Kastoy ti pannakapadasyo: Isapatak iti nagan ti ari a dikay makapanaw no diyo yeg ditoy ti inaudi a kabsatyo.
017	Ibaonyo ti maysa kadakayo a mapan mangala kenkuana.
017	Maibalud ti dadduma agingga a diyo mapaneknekan a pudno ti saoyo.
017	Ta no saan, iti nagan ti ari, pudno nga espiakayo.
018	Tallo nga aldaw a pinaibalud ni Jose dagiti kakabsatna.
019	Iti maikatlo nga aldaw, kinunana kadakuada, Managbutengak iti Dios ket ispalek ti biagyo iti maysa laeng a kondision.
020	Saan kadi met nga imbagayo a mapagtalkankayo?
020	Ala, paneknekanyo man ngarud?
020	Maysa laeng kadakayo ti mabalud.
020	Agawid ti dadduma kadakayo tapno ipanda ti taraon a ginatangyo kadagiti mabisin a familiayo.
021	Ngem masapul nga agsublikayo a dagus a kaduayo ti inaudi a kabsatyo.
021	Daytoy ti pakaammoak a pudno ti ibagbagayo ket iti kasta, saankayo a maan-ano.
022	Immanamong dagiti agkakabsat.
023	Kalpasanna, kinuna ti maysa ken maysa iti pagsasaoda, Wen, nakabasoltayo iti inaramidtayo iti kabsattayo.
023	Nakitatayo ti rigatna idi agpakpakaasi kadatayo ngem ditay naasian.
023	Daytoy ti gapuna a maparparigattayo itan.
024	Kinuna ni Ruben, Dayta ket ti kunak idi kadakayodiyo dangran ti ubing ngem didak impangag.
024	Ita, maibalbales kadatayo ti ipapatayna.
025	Dida ammo a maawatan ni Jose ti sarsaritaenda, agsipud ta no makisasao kadakuada, adda mangipatarus iti sawenda.
026	Pinanawan ida ni Jose ta saanna a magawidan ti panagsangitna.
026	Idi nagkalma ti riknana, nagsubli iti ayanda.
026	Innalana ni Simeon sana pinareppet iti sangoananda.
027	Imbilin ni Jose a makargaan iti irik dagiti sako dagiti agkakabsat ken maisubli ditoy ti kuarta nga inggatangda.
027	Pinaikkanna pay ida iti kanenda iti dalan.
027	Naaramid ti amin a bilinna.
028	Inkarga dagiti agkakabsat dagiti ginatangda nga irik kadagiti asnoda sada pimmanaw.
029	Idi dumteng ti rabii, nagsardengda iti maysa a lugar tapno aginanada.
029	Maysa kadakuada ti nanglukat iti sakona tapno pakanenna ti asnona.
029	Nakitana ti kuarta iti uneg ti sako.
030	Naisubli ti kuartak!
030	imbagana kadagiti kakabsatna.
030	Adda ditoy sako.
031	Nagtibbayo ti barukong dagiti agkakabsat.
031	Iti siddaaw ken butengda, kinunada iti tunggal maysa, Ania ti inaramid ti Dios kadatayo?
032	Idi sumangpetda idiay Canaan, sinaritada ken ni Jacob nga amada ti amin a napasamak kadakuada.
033	Nagubsang nga agsasao ti gobernador ti Egipto, kinunada.
033	Pinabasolnakami ketdin nga agsisiimkami iti pagilianna.
034	Imbagami a mapagtalkankami a tattao ket saankami nga espia.
035	Impudnomi kenkuana a sangapulo ket duakami nga agkakabsat ket maymaysa ti tatangmi.
035	Imbagami a natayen ti maysa a kabsatmi ket nabati ti buridek ditoy Canaan.
036	Kinuna ti gobernador: Kastoy ti pakaammoak no mapagtalkankayo met laeng.
036	Maysa ti agbati kaniak.
036	Agawid ti dadduma tapno isangpetda ti irik kadagiti mabisin a familiayo.
037	Ngem nainget ti bilinna nga agsublikami a kaduami ti inaudi a kabsatmi, kas pakakitaan a pudno ti sasawenmi.
037	No tungpalenmi daytoy, inkarina a wayawayaan ni Simeon ket palubosannakami nga agnaed ken agnegosio iti pagilianna.
038	Idi imbukbokda ti karga dagiti sakoda, nasarakan ti tunggal maysa ti kuartana iti bukodna a supot.
038	Nagbuteng dagiti agaama a nakakita kadagiti kuarta.
039	Kinuna ti amada, Kayatyo kadi a mapukawko ti amin nga annakko?
039	Awanen ni Jose.
039	Awan metten ni Simeon.
039	Ita, kayatyo manen nga ipanaw ni Benjamin.
039	Siak ti agsagaba.
040	Kinuna ni Ruben iti amana, No diak isubli kenka ni Benjamin, mabalinmo a patayen dagiti dua nga annakko a lallaki.
040	Italekmo kaniak ni Benjamin ket isublikto met la kenka.
041	Ngem kinuna ni Jacob, Saan a mabalin a kumuyog kadakayo ti anakko.
041	Natayen ti kabsatna ket isu laengen ti nabati.
041	Iti daytoy a kinalakayko, matayak la ketdi iti ladingit no adda mapasamak kenkuana iti dalan.
