verse	content
001	Manjari, nagnashat na isab nagbalik hi sa didtu ha higad Dagat Jalil.
001	Landu tuud mataud tau in miyawn nagtipun dumungug sin nashat niya.
001	Hangkan simakat siya pa taas kumpit asibi, ampa siya limingkud nagnashat.
001	Duun in kumpit asibi piyaantung masuuk pa hunasan ampa in manga tau duun timitindug ha higad daplakan dimurungug kaniya.
002	Na, mataud in niyashat niya.
002	In pagnashat niya, laung niya,
003	Dungug kamu!
003	Awn yaun hambuuk tau nagtanum binhi ha uma niya.
004	In kaagi niya nagtanum, siyabud niya in manga binhi.
004	In kaibanan binhi nahulug pa labayan.
004	Na, pagkawn sin manga manuk-manuk nakaun in manga binhi.
005	In kaibanan binhi nahulug pa lupa mabatu iban hangkatiyu da in lupa niya.
005	Na hangkaray da timubu in manga binhi sabab mababaw da in lupa niya.
006	Sakali kiyapasuan mayan sin suga, nangluyluy in tiyanum sabab bukun malawm in gamut niya.
007	In kaibanan binhi nahulug pa lupa tiyutubuan sin manga kasagbutan matunuk.
007	Pagtubu sin manga binhi tiyalung sin manga sagbut matunuk, hangkan wala na namunga.
008	Ampa in kaibanan binhi nahulug pa lupa marayaw.
008	Hangkan jimatu in tubu nila iban nagbunga marayaw.
008	In bunga sin kaibanan sarang-sarang in taud, in kaibanan mataud, ampa in kaibanan landu tuud mataud.
009	Mahuli dayn duun, laung hi sa, Na, sasuku sin kamu nakarungug, dunguga niyu tuud in biyayta ku yan kaniyu!
010	Pagubus yadtu, nakag mayan in manga tau mataud, miyawn kaniya in hangpu tagduwa mulid niya iban sin kaibanan tau nakarungug sin nashat niya.
010	Nangasubu sila bang unu in hti sin isturi diyalil niya.
011	Laung hi sa.
011	In kamu yan kiyarihilan na ingat iban panghti pasal sin kahlan sin pamarinta sin Tuhan amu in bakas llibun dayn ha pikilan sin mnusiya.
011	Sagawa in kaibanan tau dugaing sila dayn kaniyu.
011	In katn hinashat ku kanila dalilun ku kaagi pa manga isturi malawm in maana niya.
012	Hangkan biya ha yan in pagnashat ku sabab biya na sin kiyasulat ha lawm Kitab, nagparman in Tuhan, amu agi,
013	Minsan sila imaatud di sila makakita,
014	minsan sila dimurungug di sila makahti,
015	sabab bang sila makahti pindahun nila na in atay nila pa Tuhan ampa maampun in manga dusa nila.
016	Pagubus laung hi sa kanila, Mayta, wala niyu pa kiyahtihan in maana sin dalilan pasal sin tau nagtanum?
016	Tantu bang niyu yan di kahtihan, na di niyu da isab kahtihan in kaibanan hinashat ku amu in dalilun ka kaagi.
017	Ha isturi diyalil ku, in tau nagtanum amuna in biya sapantun tau magpamahalayak sin Parman sin Tuhan.
018	In tau kaibanan nakarungug sin Bayta Marayaw pasal sin pamarinta sin Tuhan amuna in biya sapantun sin manga binhi iban sin dn labayan kiyahulugan nila.
018	Pagdungug nila na mayan sin Bayta Marayaw, magty mawn in Saytan Puntukan umagaw dayn kanila sin hindu sin Bayta Marayaw.
019	Na, in kaibanan tau nakarungug sin Bayta Marayaw amuna in biya sapantun sin manga binhi iban sin lupa mabatu kiyahulugan nila.
019	Pagdungug nila na mayan sin Bayta Marayaw magty nila tiyayma iban pagkg-kuyag nila.
020	Sagawa di maggamut in hindu sin Bayta Marayaw ha lawm atay nila, iban hangkaray da in tatasan nila.
020	Hangkan bang sila datungan na kasusahan atawa kabinsanaan sabab sin pagtayma nila sin hindu sin Bayta Marayaw, na magty nila butawanan in pangandul nila ha Tuhan.
021	Ampa in kaibanan tau nakarungug sin Bayta Marayaw amuna in biya sapantun sin manga binhi iban sin lupa kiyahulugan nila amu in tiyutubuan sin manga sagbut matunuk.
021	Diyungug nila in hindu sin Bayta Marayaw,
022	sagawa masi sila magsusa sin manga palihlan d ha dunya.
022	Malabi ha atay nila in manga alta iban masi sila manapsu ha unu-unu katn.
022	Na, hangkan maluppas sadja in karayawan makapabuntul sin kawl-piil nila, amu in makawa nila dayn ha hindu sin Bayta Marayaw.
022	In sila yan biya da sapantun tiyanum di magbunga.
023	Sagawa in tau kaibanan nakarungug sin hindu sin Bayta Marayaw amuna in biya sapantun sin manga binhi iban sin lupa marayaw kiyahulugan nila.
023	Diyungug nila in hindu sin Bayta Marayaw iban tiyayma nila.
023	Hangkan sumng in dayaw sin kawl-piil nila.
023	In kaibanan sarang-sarang in dayaw, in kaibanan isab dumayaw tuud ampa in kaibanan landu tuud dumayaw.
024	Pagubus, nangasubu hi sa, laung niya, Mayta, awn ka magd palitaan pa lawm bilik ubus ampa niya lukuban sin pastan atawa hibutang niya pa sawm kantil?
024	Bukun ka subay niya hibutang in palitaan pa taas sin pagbubutangan palitaan?
025	Karna unu-unu in tiyatapuk tantu gumuwa da iban unu-unu in llibun tantu kaingatan da.
026	Na, sasuku sin kamu nakarungug, dunguga niyu tuud marayaw in biyayta ku yan kaniyu!
027	Laung pa isab hi sa, Pahpa niyu tuud marayaw pa lawm pamikil niyu in manga diyungug niyu yan.
027	Sabab bang kamu matuyu tuud dumungug sin hindu, na sumng in panghti iban ingat niyu.
