verse	content
001	Na, ha waktu da isab yadtu awn manga tau duun in namayta kan sa pasal sin manga tau Jalil piyapatay hi Pilatu ha sabu nila nagsusumbay sin manga hayup pagkulbanan pa Tuhan.
002	In sambung hi sa kanila, Na, pagga biya hdtu in kamatay ha manga tau Jalil yadtu, ha pikil niyu baha amu yadtu in tanda sin in sila landu tuud baldusa dayn ha kaibanan tau Jalil?
003	Tantu bukun!
003	Na, ingat kamu bang kamu di magtawbat sin manga dusa niyu in kamu yan magmula da isab biya kanila.
004	Na, biya na isab pasal sin hangpu tagwalu tau miyatay kiyaraganan sin by mataas pagjajagahan, nalubu didtu ha Siluwam.
004	Bang kamu, in kamatay nila yadtu tanda sin baldusa tuud sila dayn ha kaibanan tau naghuhula ha Awrusalam Baytal Makdis?
005	Tantu, bukun!
005	Na, ingat kamu, bang niyu di pagtawbatan in manga dusa niyu, na magmula da isab kamu biya kanila.
006	Manjari niyashatan hi sa in manga tau.
006	Diyalil niya kaagi in pagnashat niya.
006	Laung niya, Bakas awn hambuuk tau taga lupa tiyatanuman anggul.
006	Sakali awn hambuuk kahuy tina timutubu duun ha lupa niya.
006	Na miyadtu siya kimita bang awn na bunga sin kahuy tina, sagawa wayruun kiyabaakan niya.
007	Hangkan laung niya ha nagtutunggu sin tiyanum niya, Kitaa ba, awn na t tahun aku magkari maglg bunga sin kahuy tina yan, sagawa sampay bihaun wayruun bunga kabaakan ku.
007	Pilaa na in kahuy yan!
007	Makakang sadja yan sin lupa.
008	Sagawa in sambung sin nagtutunggu sin tiyanum niya, Tuwan, ayaw naa kaw mags-s.
008	Pasri naa duun ha lawm hangka-tahun.
008	Sungkalun ku naa in bulian niya ampa ku butangan tay sapi.
009	Na, bang magbunga in kahuy tina yan ha tahun balik, labi marayaw, sagawa bang di, na ampa mu hipapila kku.
010	Manjari hambuuk adlaw Sabtu, adlaw paghali-hali iban pagpudji pa Tuhan sin manga Yahudi, nagnashat hi sa duun ha langgal.
011	Sakali awn duun ha langgal hambuuk babai nasasakit, kiyalabhaan sin saytan.
011	Awn na hangpu tagwalu tahun in lugay niya nasasakit.
011	Nabuggul na in taykud niya iban di na tuud mapabuntul.
012	Pagkita kaniya hi sa, tiyawag siya ampa yan, amu agi, Inda, kaulian na in sakit mu.
012	Puas na kaw.
013	Kiyaputan niya sin lima niya in babai.
013	Na, saruun-duun miyuntul in baran sin babai sarta piyudji niya in Tuhan.
014	Na, diyugalan kan sa in tau nagkakaput sin langgal sabab nagpauli siya ha tau nasasakit ha sabu adlaw paghali-hali iban pagpudji pa Tuhan.
014	Hangkan nagkabtangan siya ha manga tau, laung niya, Unum adlaw in kiyasuku ktuniyu maghinang.
014	Hangkan bang kamu mabaya magpauli sin sakit niyu, kari kamu ha lawm sin unum adlaw yan, sagawa bukun ha adlaw Sabtu, amu in adlaw paghali-hali iban pagpudji pa Tuhan!
015	In sambung hi Panghu sa kaniya, In kamu yan magpabaw-baw sadja!
015	Sabab wayruun sa yan minsan hambuuk dayn kaniyu in di humubad sin sapi niya atawa kura niya dayn ha kural ampa niya dhun gumuwa painumun tubig minsan da adlaw paghali-hali iban pagpudji pa Tuhan.
016	Na, bihaun yari awn hambuuk panubu hi Ibrahim amu in giyugunggungan sin Saytan Puntukan ha lawm likusan niya awn na hangpu tagwalu tahun.
016	Na, bukun ka patut puasan siya dayn ha yan ha adlaw paghali-hali iban pagpudji pa Tuhan?
017	Na, pagbichara hi sa biya hdtu, simipug tuud in manga tau simasagga kaniya.
017	Sagawa in kamatauran sin manga tau nagkg-kuyag pasal sin katn mujijat nahinang hi sa.
018	Na, tiyuy hi sa in pagnashat niya, laung niya, Biya diin in hantang sin pamarinta sin Tuhan?
018	Biya diin baha in kapapata ku kaniyu?
019	Na, in pamarinta sin Tuhan biya hantang sin kahlan sin pagtanum sin hambuuk tau sin bigi sibi-sibi tuud ha lupa niya.
019	Na, timubu in bigi iban nanjari kahuy dakula iban duun ha manga sanga niya naghinang pugad in manga manuk-manuk.
020	Laung pa isab hi sa, Biya diin baha in kapapata ku kaniyu sin pamarinta sin Tuhan?
021	Na, biya ha ini in hantang niya.
021	Biya yan sapantun sin pasulig amu in hilamud sin babai pa tngka-kga tirigu, ampa muskag in addun.
022	Na, liyanjal na hi sa in panaw niya tudju pa Awrusalam Baytal Makdis.
022	Ha sakaba awn manga dira iban kawman kalabayan humapit siya magnashat ha manga tau.
023	Sakali awn hambuuk tau nangasubu kan sa, laung niya, Tuwan, hangkatiyu da ka in tau malappas, amu in makapasurga?
