verse	content
001	Manjari ha masa yadtu hi Agustus, amu in Sultan sin hula Rm, naguldin sin subay in tau katn ha kahula-hulaan, amu in ha babaan sin pamarinta sin hula Rm, magpalista sin ngn nila.
002	Na, amu ini in tagnaan sin pagpalista sin manga ngn ha waktu hi Kirini in gubnul ha hula Siriya.
003	Na, in tau katn pakaniya-pakaniya miyadtu na pa hula amu in luggiya hulaan sin tau nanubu kanila, nagpasulat sin ngn nila.
004	Na, in hi Yusup timukad dayn ha kawman Nasarit, ha hula Jalil.
004	Miyadtu siya pa kawman Baytlaham, ha Yahudiya, amu in hula kiyapaganakan kan Sultan Daud.
004	Miyadtu hi Yusup sabab in siya hambuuk panubu hi Daud.
005	Miyadtu siya nagagad iban sin tunang niya hi Mariyam nagpasulat sin ngn nila.
005	Na, in hi Mariyam burus na,
006	iban ha sabu nila duun ha Baytlaham miyabut na in waktu sin paganak niya.
007	Naganak siya hambuuk bata-bata usug, amu in panganay niya.
007	Suban niya in bata-bata ampa niya piyakulang ha lawm tuung pagbubutangan kakaun sin manga hayup, sabab wayruun na lugal kabutangan nila ha manga by paghahantian didtu.
008	Na, sin dm yadtu awn manga magiipat bili-bili duun ha lugal pagiipatan hayup sin Baytlaham, in nagjajaga sin buyanan bili-bili nila.
009	Sakali awn hambuuk malikat diyaak sin Tuhan nagpanyata mawn kanila.
009	Kiyasawahan sila sin sahaya sin Tuhan.
009	Landu tuud sila miyuga,
010	sagawa laung sin malikat kanila, Ayaw kamu mabuga!
010	Miyari aku nagd sin bayta marayaw kaniyu, amu in makarihil kakuyagan dakula ha tau katn.
011	Ha adlaw ini duun ha luggiya kawman hi Daud, piyaganak in Manglalappas kaniyu.
011	Siya in Almasi amu in Panghu!
012	Na, ini in tanda sin kasabunnalan sin bayta yan, kabaakan niyu in bata-bata piyuputus sin lampin duun nagkukulang ha lawm tuung pagkakaunan sin manga hayup.
013	Sakali nagtagha awn salaksa malikat dayn ha surga in nagpanyata mawn miyagad ha malikat yaun nagpudji pa Tuhan.
013	Amu agi nila,
014	Pudjihun natu in Tuhan ha surga
015	iban awn na kasannyangan sin manga tau ha dunya, amu in sasuku sin makasulut kaniya!
016	Na, nagbalik mayan in manga malikat pa surga, laung sin manga magiipat bili-bili pakaniya-pakaniya, Sng kitaniyu pa Baytlaham nyumata sin pakaradjaan naawn amu in biyayta ktuniyu sin Panghu natu.
017	Na, miyadtu na sila nags-s.
017	Kiyabaakan nila hi Mariyam kay Yusup iban kta nila in bata-bata nagkukulang duun ha lawm tuung pagkakaunan sin manga hayup.
018	Pagkita nila mayan ha bata-bata, biyayta nila na in bayta sin malikat pasal sin bata-bata.
019	Na, nahaylan tuud in katn nakarungug sin bayta sin manga magiipat bili-bili.
020	Tiyutumtum hi Mariyam in katn kta iban diyungug niya pasal sin anak niya, iban kiyakannal-kannal niya ha lawm atay niya.
021	Na, nagbalik na in manga magiipat bili-bili pa lugal nila ampa nila liyaggu iban piyudji in Tuhan, sabab sin katn diyungug iban kta nila.
021	Nagkugdan tuud in kiyabayta kanila sin malikat iban sin kta nila.
022	Manjari, naabut mayan walu adlaw ha guwa in bata-bata, piyaislam na iban ngiynan nila na siya hi sa, sabab amu yan in ngn hipangn kaniya sin malikat ha wala pa siya piyagburus.
023	Sakali naabut na in adlaw natapus na hi Mariyam dayn ha paganakan, miyadtu siya kay Yusup pa By sin Tuhan ha Awrusalam Baytal Makdis naghinang sin pakaradjaan pagsuchi sin babai natapus na dayn ha paganakan, sabab amu yan in sara daakan sin Tuhan piyanaug dayn kan Musa.
023	Diy nila da isab in bata-bata ha supaya hikaungsud pa Tuhan,
