verse	content
001	Limabay mayan duway adlaw dayn ha kapagbichara hi sa kay Natanyal, awn nagtiyaun ha dira sin Kana ha hula Jalil.
001	Didtu in ina hi sa nangluruk.
002	Nataabbit da isab hinda sa iban sin manga mulid niya pa pagtiyaunan.
003	Manjari didtu mayan sila ha pagtiyaunan, in tubig anggul naubus na sin manga luruk.
003	Na, laung sin ina hi sa kaniya, Kiyaubusan na sila tubig anggul.
004	Sagawa in sambung hi sa ha ina niya, laung niya, Ina, ayaw na kaw magsusa sin pasal yan.
004	Aku na in makaingat ha yan.
004	Way pa miyabut in waktu sin pagpaguwa ku sin kusug ku.
005	Sagawa minsan biya hdtu in sambung hi sa, biyaytaan sin ina niya in manga daraakun ha by pagtiyaunan, laung niya, Hinanga niyu in unu-unu daakan kaniyu hi sa.
006	Manjari awn duun unum puga pagluluunan tubig hipagayl sin manga Yahudi.
006	In luun sin hambuuk puga awn manga kawhaan taglima bingki tubig.
007	Sakali laung hi sa ha manga daraakun duun, Hipua niyu sin tubig in unum puga yan.
007	Saruun-duun liyuunan nila in puga hpu tuud.
008	Ubus laung hi sa kanila, Na, sawk na kamu ampa niyu dha madtu pa tau nagkakaput sin paghinang.
009	Pagd nila madtu,
010	knaman na sin tau nagkakaput sin paghinang in tubig amu in nahinang na tubig anggul.
010	Wala niya kiyaingatan bang dayn hin kiyawa in tubig anggul, sagawa in manga daraakun nagswk sin tubig, nakaingat.
010	Hangkan tiyawag sin tau nagkakaput sin paghinang in pangantin usug,
011	laung niya, In kamatauran ha paghinangan in hipainum nila tagna in tubig anggul marayaw tuud.
011	Na, bang mataud na in nainum sin manga luruk, hipainum nila in tubig anggul bukun marayaw tuud.
011	Sagawa in ikaw dugaing.
011	Sampay pa bihaun masi tubig anggul marayaw tuud in hipagpainum mu, sa labi awla in dayaw sin ini.
012	Na, duun ha kawman Kana ha Jalil timagna hi sa nagpaawn mujijat, amu in hinang makainu-inu.
012	Duun niya tagna napakita in kusug sin kawasa niya, lgi nagparachaya tuud kaniya in manga mulid niya.
013	Pagubus yadtu limd na hi sa pa dira Kapirnaum nagagad iban sin ina niya, manga taymanghud niya iban sin manga mulid niya.
013	Himanti sila duun manga pilay adlaw.
014	Sakali maray mayan in paghinang sin manga Yahudi sin Haylaya Paglappas dayn ha Kamatay, timukad hi sa iban sin manga mulid niya madtu pa Awrusalam Baytal Makdis.
015	Pagdatung nila pa Awrusalam Baytal Makdis, simd hi sa pa lawm halaman sin By sin Tuhan.
015	Pagsd niya, kta niya in manga tau nagdaragang sapi iban manga bili-bili iban manga assang.
015	Kta niya da isab in manga tau mananambi sn dayn ha bangsa dugaing pa sn sin bangsa Yahudi, naglilingkud ha manga lamisahan nila.
016	Na, diyugalan hi sa pagkita niya ha manga yan.
016	Hangkan kim siya lubid hnang lulubak ampa niya diyy in katn hayup, in manga bili-bili iban manga sapi pa guwa sin halaman sin By sin Tuhan.
016	Biyalintuwad niya in lamisahan sin manga tau mananambi sn sin sn dayn ha hula dugaing, iban piyulak-palik niya in manga pisita nila.
017	Ubus ampa niya yan in manga tau magdaragang assang, laung niya, Dha niyu pa guwa in manga dagangan niyu yan.
017	Ayaw niyu hinanga tabu in by ini amu in By sin Tuhan, Ama ku!
018	Na, magty kiyatumtuman sin manga mulid niya in kiyasulat ha lawm Kitab, amu agi, Ya Tuhan landu tuud in tuyu ku magparuli sin by mu minsan amuna in makamula kku.
019	Manjari magty miyawn nangasubu kan sa in manga nakura sin manga Yahudi.
019	Laung nila kan sa, Unu ta in kapatutan mu yan magpaguwa kanila?
019	Bang bunnal dayn ha Tuhan in kapatutan mu, pakitaa kami hambuuk mujijat, amu in tanda sin awn kapatutan mu.
020	In sambung hi sa kanila, Lubuha niyu in By sin Tuhan ini, hti ha lawm sin ty adlaw tibuukun ku magbalik patindugun.
021	Laung sin manga nakura Yahudi, Uy, mapatindug mu magbalik in By sin Tuhan ini ha lawm ty adlaw?
021	Minsan in lugay naghinang ha yan awn kapatan tagunum tahun!
022	Na, wala nila kiyahtihan in maana sin bichara hi sa sabab in By sin Tuhan piyagiyan hi sa amuna in anggawta-baran niya.
023	Hangkan naabut mayan in waktu nabuhi nagbalik hi sa dayn ha kamatay, kiyatumtuman sin manga mulid niya in bichara hi sa pasal sin by.
023	Kiyahtihan nila na in maana sin bichara niya.
023	Na, nagparachaya na tuud sila sin manga kiyasulat ha lawm Kitab iban sin manga bichara hi sa.
024	Manjari sin sabu hi sa duun ha Awrusalam Baytal Makdis himadil sin Haylaya Paglappas dayn ha Kamatay, mataud tau in nagparachaya kaniya sabab kta nila in manga mujijat nahinang niya.
025	Sagawa wala piyangandul hi sa in baran niya kanila sabab asal niya kiyaiingatan bang unu in ha pikilan iban lawm atay sin mnusiya katn.
026	Minsan siya di na baytaan sin manga addat-mangaddat sin manga mnusiya sabab asal niya kaingatan in ha lawm atay sin manga mnusiya.
