verse	content
001	Na, pagubus yadtu tiyawag hi sa in hangpu tagduwa mulid niya mawn kaniya ampa niya dhilan katn sin kapatutan magpaguwa saytan dayn ha baran sin tau iban manguli sin sakit ginisan na.
002	Na, amuna ini in ngn sin hangpu tagduwangka-tau kiyawakilan hi sa: ha unahan hi Simun amu in pagngnan isab hi Pitrus, iban sin taymanghud niya hi Andariyas, ampa hi Yakub iban sin taymanghud niya hi Yahiya, amu in anak hi Sibidi.
003	Sumunu hi Pilip iban hi Bartulumi, ampa hi Tumas iban hi Matiyu, amu in mangangawa sukay pa parinta, ampa isab hi Yakub amu in anak hi Alpa.
003	Sumunu hi Tadiyus,
004	ampa hi Simun amu in bantug simulang ha parinta Rm.
004	In hinapusan hi Judas, tau dayn ha Kiriyud, amu in manipu kan sa.
005	In hangpu tagduwangka-tau ini diyaak hi sa manaw.
005	Ha way pa sila miyanaw biyandaan sila hi sa, laung niya Ayaw kamu madtu pa hula sin manga tau bukun bangsa Yahudi atawa pa manga dira sin manga tau Samariya.
006	Sagawa kadtu kamu pa manga tau bangsa Israil, amu in biya bili-bili nalalawa dayn ha magiipat kanila.
007	Kadtu kamu magnashat sin in pamarinta sin Tuhan masuuk na dumatung mari!
008	Paulia niyu in manga nasasakit.
008	Buhia niyu magbalik in manga tau patay.
008	Paulia niyu in manga tau ipul, iban paguwaa niyu in manga saytan dayn ha baran sin manga tau.
008	Timayma kamu dayn kku sin manga hinang yan ha wayruun bayad.
008	Na, pangdihil kamu ha wayruun da isab bayad.
009	Ayaw kamu magd bulawan atawa pilak ha lawm bulsa niyu.
009	Minsan pisita ayaw kamu magd.
010	Ayaw kamu isab dum pagluluunan sin kapanyapan niyu atawa tamungun dugaing dayn sin ha baran niyu, atawa tawmpa iban tungkud, sabab in maghihinang tp balanjaan sin manga tau piyaghulas-sangsaan niya.
011	Bang kamu dumatung pa hambuuk dira atawa hambuuk kawman, paglawag kamu tau amu in mabaya gabanan niyu, hti duun kamu humanti kanila ha salugay niyu duun ha hula yan.
012	Bang kamu sumd pa lawm by sin tau pamung kamu, laung niyu, Bang mayan kamu ha lawm kasannyangan sadja.
013	Manjari bang kamu taymaun sin tau ha lawm by yan, na datungan sila sin kasannyangan amu in piyagiyan niyu.
013	Sagawa bang sila di tumayma kaniyu, bawia niyu in kasannyangan yan dayn kanila.
014	Na bang awn manga tau ha by iban dira amu in di tumayma kaniyu atawa di dumungug sin panghindu niyu, g kamu dayn ha lugal yan.
014	Paspasi niyu in bagunbun dayn ha siki niyu ha supaya mapakita niyu in tanda sin di sila tpun parulihun niyu.
015	Baytaan ta kamu, bang ha adlaw paghukum na, mabuggat in hukuman hibutang sin Tuhan pa manga tau ha kawman yan.
015	Labi pa in buggat niya dayn sin hukuman hibutang pa manga tau ha dira Sudum iban dira Gumura, amu in manga tau bakas tanyag in kangan nila.
016	Dungug kamu, laung hi sa.
016	Yari kamu sng daakun ku pa manga tau.
016	Biya kamu sapantun bili-bili pakadtuun pa lawm baanan iru talun amu in mangangaun kanila.
016	Hangkan subay kamu taga akkal tuud iban subay mabuntul tuud in lawm atay niyu.
017	Jaga kamu, sabab ha waktu susngun awn manga tau sumaggaw kaniyu ampa kamu hiungsud pa lawm lima sin manga manghuhukum, iban lubakan kamu sin manga tau duun ha lawm manga langgal.
018	Mar da isab kamu pa alupan sin manga gubnul iban manga sultan supaya hukumun sabab in kamu agad kku.
018	Na, bang kamu mar na madtu, makabayta na kamu kanila iban pa manga tau kaibanan, amu in bukun bangsa Yahudi, pasal sin Bayta Marayaw pasal sin pamarinta sin Tuhan.
019	Bang kamu hisampay na pa paghuhukuman ayaw kamu masusa bang unu in hibichara niyu atawa bang biya diin in kaagi niyu mamichara.
020	Sabab in lapal hibichara niyu bukun dayn ha lawm pamikil niyu, sa dayn ha R sin Tuhan, Ama niyu, amu in mamichara sin manga kabtangan gumuwa dayn ha simud niyu.
021	Ha waktu susngun maggaus na in magtalianak.
021	Hitukbal sin tau in taymanghud niya hipapatay, iban hitukbal da isab sin ama in anak niya hipabunu iban umatu na in anak ha maas nila iban hipapatay nila in maas nila.
022	Na, kamu isab manga mulid ku, karugalan kamu sin tau katn sabab in kamu agad kku.
