verse	content
001	Hinkit-an ni Jacob hi Esau nga tiarabot upod an iya 400 nga mga tawo, sanglit ginbahinbahin niya an iya mga anak kanda Lea, Raquel, ngan han duha nga mga aruasawa.
002	Ginpauna niya an mga aruasawa ngan an ira mga anak;
002	sunod hi Lea ngan an iya mga anak, ngan ha orhe na hira Raquel ug Jose.
003	Nag-una ha ira hi Jacob ngan hinmapa hiya ha tuna hin makapito han tikaharani na hiya han iya bugto.
004	Kundi dinmalagan hi Esau hin pagtapo ha iya, ginggakos, ngan ginhadkan hiya.
004	Nagtangis hira nga duha.
005	Han pagtan-aw ni Esau ngan han paghikit-i niya han kababayen-an ngan han kabataan, pinmakiana hiya, Hin-o ini nga mga tawo nga upod mo?
006	Binmaton hi Jacob, Amo ini, Mano an mga anak nga iginhatag ha akon han Dyos tungod han iya kamaupay.
007	Niyan dinmaop an mga aruasawa upod an ira mga anak ngan yinmukbo hira.
008	Niyan dinmaop hi Lea ngan an iya mga anak, ngan ha kataposan dinmaop hira Jose ug Raquel ngan yinmukbo liwat hira.
009	Pinmakiana hi Esau, Ano man adto nga una nga hugpo nga akon iginkatapo?
009	Ano man an karuyag sidngon hadto?
010	Binmaton hi Jacob, Akon adto hatag nga pahalipay ha imo.
011	Kundi nagsiring hi Esau, Bugto ko, igo na kadamo an akon hiagi;
011	tipigi na la an imo.
012	Nagsiring hi Jacob, Ayaw gad, kon nakapahalipay man ako ha imo, karawta gad an akon regalo.
012	Para ha akon, an pakakita han imo bayhon, sugad hin pakakita han bayhon han Dyos, yana nga nakigsangkay ka na ha akon.
013	Karawta gad ini nga regalo nga akon gindara para ha imo;
013	nagmaloloy-on ha akon an Dyos ngan gintagan ako han ngatanan nga akon kinahanglan.
013	Nagpadayon hi Jacob hin paghangyo ha iya tubtob nga kinarawat ni Esau an iya mga regalo.
014	Nagsiring hi Esau, Pag-andam kita ngan pagkalakat.
014	Mag-uuna ako ha imo.
015	Binmaton hi Jacob, Maaram ka man nga magluya pa an kabataan, ngan kinahanglan pag-alagyamon ko an mga karnero ug mga baka upod an ira mga nati.
015	Mapatay an bug-os nga panon kon pagpugson hin paglakat hin bisan usa la ka adlaw.
016	Pag-una na la ha akon ngan masunod ako hin hinayhinay, ngan aalagdon ko sugad han mahihimo han mga baka ngan han kabataan tubtob nga hiabtan ko ikaw didto ha Edom.
017	Nagsiring hi Esau, Niyan tugoti ako nga igbilin ko ha imo in pira han akon mga tawo.
018	Kundi binmaton hi Jacob, Diri na ito kinahanglan, kay karuyag ko la nga malipay ka ha akon.
019	Sanglit hito nga adlaw ginmikan hi Esau hin pagbalik ngadto ha Edom.
020	Kundi kinmadto hi Jacob ha Sucot diin nagbalay hiya para ha iya ngahaw ngan naghimo hin mga sirongan para han iya mga baka.
020	Sanglit ginngaranan nga Sucot an dapit.
021	Han iya pagbalik tikang ha Mesopotamia, inmabot hi Jacob hin waray ano man nga nahinabo ngadto han syudad han Siquem, didto ha tuna han Canaan, ngan nagkampo hiya didto hin usa nga uma nga hirani han syudad.
022	Ginpalit niya adto nga bahin han uma hin 100 ka bug-os nga salapi tikang han mga tulin ni Hamor nga amay ni Siquem.
023	Nagtindog hiya hin usa nga altar didto ngan ginngaranan ini nga El, an Dyos han Israel.
