verse	content
001	Gani nahuman ang kalangitan, ang duta, kag ang tanan nga yara sa ila.
002	Sa ikapito nga adlaw natapos sang Dios ang iya bulohaton, kag nag-untat sia sa pag-obra.
003	Ginbendisyunan niya ang ikapito nga adlaw kag ginpain niya ini subong nga isa ka pinasahi nga adlaw, tungod kay sa sina nga adlaw gintapos niya ang iya mga bulohaton, kag nag-untat sia sa pag-obra.
004	Amo ini ang maragtas sang pagtuga sang kalangitan kag sang duta.
005	Sang paghimo sang Ginoong Dios sang kalibutan kag sang kalangitan,
006	wala gid sing tanom sa duta kag wala gid sing binhi nga nagpamuhi, tungod kay wala niya pagpaulana kag wala sing manugpanguma sang duta.
007	Bisan wala sing ulan, ang ambon nag-usbong kag nagbasa sang bug-os nga duta.
008	Dayon ang Ginoong Dios nagkuha sing duta kag ginhimo niya ini nga tawo.
008	Ginhuypan niya ang ilong sang tawo sing ginhawa nga nagahatag sang kabuhi, kag ang tawo nagsugod sang pagkabuhi.
009	Dayon ang Ginoong Dios naghimo sing katamnan sa Eden, sa sidlangan nayon, kag ginpaestar niya didto ang tawo nga iya gintuga.
010	Ginpatubo sang Ginoong Dios ang tanan nga sahi sang mga kahoy nga matahom kag nagapamunga sang maayo nga bunga.
010	Sa tunga sang katamnan may kahoy didto nga nagahatag sing kabuhi, kag may kahoy man didto nga nagahatag sing ihibalo sang maayo kag sang malain.
011	May isa ka sapa nga nagailig halin sa Eden kag nagabunyag sa katamnan.
011	Sa unhan sang Eden nagsanga ini sa apat ka mga suba.
012	Ang nahauna nga suba amo ang Pison.
012	Nagalibot ini palibot sa duta sang Havila.
013	Makita didto ang puraw nga bulawan, ang tumalagsahon man nga agwa kag ang malahalon nga mga bato.
014	Ang ikaduha nga suba amo ang Gihon.
014	Ini nga suba nagalibot sa duta sang Cus.
015	Ang ikatlo nga suba amo ang Tigris nga nagaagi sa sidlangan sang Asiria.
015	Kag ang ikap-at nga suba amo ang Eufrates.
016	Dayon ginpaestar sang Ginoong Dios ang tawo sa katamnan sang Eden sa pag-atipan kag sa pagbantay sini.
017	Ginsingganan sang Ginoong Dios ang tawo, Sarang ka makakaon sang bunga sang bisan ano nga kahoy sa katamnan,
018	luas sang kahoy nga nagahatag sing ihibalo sang maayo kag sang malain.
018	Indi ka magkaon sang iya sina bunga kay sa tion nga magkaon ka, sa sina gid nga adlaw mapatay ka.
019	Dayon ang Ginoong Dios nagsiling, Indi maayo nga ang tawo magpangabuhi nga isahanon lamang.
019	Himuan ko sia sing kaupod nga bagay sa iya sa pagbulig sa iya.
020	Gani nagkuha sia sing duta kag sa sini iya gindihon ang tanan nga mga kasapatan kag ang tanan nga mga kapispisan, kag gindala niya ini sa tawo sa pagtan-aw kon ano ang ipahingalan niya sa ila.
020	Kon ano ang ngalan nga ginhatag sang tawo sa tagsa sa ila amo ini ang nangin-ila ngalan.
021	Gani ang tawo naghingalan sang tanan nga mga kapispisan kag sang tanan nga mga kasapatan.
021	Pero wala gid sing isa sa ila nga bagay manginkaupod niya sa pagbulig sa iya.
022	Dayon ginpatulog sang Ginoong Dios ang tawo sing hamuok gid, kag sang nagakatulog sia ginkuha sang Dios ang isa ka gusok niya kag dayon ginpapali ang unod sa sina nga bahin sang lawas.
023	Ang gusok nga ginkuha niya sa lalaki ginhimo niya nga babayi kag gindala niya ini nga babayi sa lalaki.
024	Dayon ang lalaki nagsiling
025	Karon, yari ang pareho sa akon,
026	tul-an nga ginkuha sa akon tul-an, kag unod nga ginkuha sa akon unod.
027	Tawgon sia nga Babayi, kay ginkuha sia sa lalaki.
028	Tungod sini, ang lalaki magabiya sang iya amay kag iloy kag magakabuhi upod sa iya asawa, kag sila nga duha mangin-isa.
029	Ang lalaki kag ang babayi hublas, pero wala sila mahuya.
