verse	content
001	Metung man ala yang anak i Abram kang Sarai.
001	Atin ne mang metung a babaing ipus i Sarai a tau Ehipto; Agar ing lagyu na.
002	Nganang Sarai kang Abram, E na ku papanganakan ning Ginu .
002	Inya sipingnan me ing kanakung ipus; pota mikayanak ku king kapamilatan na.
003	Pekiramdaman nang Abram ing sinabi na.
003	Apulu neng banuang manuknangan i Abram king sakup ning Canaan inyang dela neng Sarai ing ipus nang i Agar a tau Ehipto ban maging babaing kasese na.
004	Sipingnan neng Abram i Agar at mebuktut ya.
004	Inyang mebuktut ya pegumpisan na neng pigmaragulan ing babaing panginuan na.
005	Nganang mekapagsalitang Sarai kang Abram, Kasalanan mu nung inya insultuan na kung Agar.
005	Binie ke keka ing sarili kung ipus.
005	Ngeni mong balu nang mebuktut ya, insultuan na na ku mu!
005	Ipakit na sana ning Ginu nung ninung maki matulid kekatang adua.
006	Nganang Abram kang Sarai, Atyu ya lalam mung upaya ing kekang ipus.
006	Gawan mu ing nanumang buri mung gawan kang Agar.
006	Meging mabagsik ya i Sarai kang Agar angga king meko ya.
007	Ikit ne ning anghel ning Ginu i Agar king lele ning metung a sibul king disyerto; atyu ing sibul king dalan papunta king Shur.
008	Nganang kinutang, Agar, ipus nang Sarai, nukarin ka ibat at nukarin ka munta?
009	Tatakas ku king panginuan kung i Sarai, nganang mekibat.
010	Oneng sinabi na ning anghel ning Ginu , Agar, mibalik ka at pasakup at pagsilbian ing babaing panginuan mu.
011	Parakalan ku la ding maging lahi mu, nganang tinuglung ning anghel ning Ginu , at e na la abilang ning ninuman.
012	Ngana pa kang Agar,
013	Mabuktut ka ngeni at ibait me ing metung a anak a lalaki;
014	Ismael ing lagyung ibie mu;
015	uling pekiramdaman na ning Ginu ing saingsing mu.
016	Maging malyap ya i Ismael anti ing asno;
017	makilaban ya karing heganaganang tau
018	at ding tau labanan de,
019	karing kamaganak na e ya makiabe.
020	Oyni ing lagyung binie nang Agar king Ginu a magsalita: Ing Dios a Manakit!
020	Nganang Agar king sarili na, Tutu ke kayang ikit ing Dios samantalang e na ku man ninanu balang?
021	Iti ya ing sangkan nung inya ing talaga pilatan na ning Kades at Bered mayayaus yang Beer-lahai-roi.
022	Lalaki ya ing meging anak nang Abram kang Agar, at inaus neng Ismael.
023	Walu yang pulu at anam a banua i Abram inyang meging anak ne kang Agar i Ismael.
