verse	content
001	Menatili yang menuknangan i Jacob king sakup ning Canaan nung nu ya menuknangan i tata na.
002	Iti ya ing istoria na ning pamilya na.
003	Papastulan na lang Jose ding kawan inyang labi yang pitung banua; kayabe na la ring kapatad na kang tata na karing babaing kasese nang i Bilha at i Zilpa.
003	Simbung nang Jose kang tata na ing e ustung pamaniaptan da ring kapatad na.
004	Maygit neng kaluguran Israel i Jose kesa karing aliwa nang anak uling matua ne i Israel inyang mibait ya i Jose.
004	Ginawa yang imalan a makaba takde para kang Jose.
005	Inyang ikit da ring kapatad na king maygit neng kaluguran tata ra kesa king kenu pa man karelang mikakapatad, pikasaman de at e ra ne buri mang kasabi.
006	Misan meninap ya i Jose.
006	Inyang sinabi ne iti karela, lalu deng pikasaman.
007	Ngana karela, Pakiramdaman ye ing apaninap ku
008	Atyu tamu mo king marangle at manaptas tamung trigu.
008	Mibangun ya itang inaptas ku at menatili yang makatalakad.
008	Kanita pepadurutnan de ring inaptas yung trigu ing kanakung inaptas at saka la dinukung mababa arap na.
009	Ngara ding kapatad na, Balamu ata babalakan mung maging ari ka at manimuna kekami?
009	Makanyan de pang lalung pikasaman uli na ning paninap a sinabi na karela.
010	Meninap ne naman i Jose at sinabi ne iti karing kapatad na.
010	Ngana karela, Meninap na ku na naman.
010	Ing aldo at ing bulan ampon ding labing metung a batuin dinuku la kanaku.
011	Oneng pengamanuan neng tata na inyang sinabi ne iti.
011	Ngana, Nanu ya ta kabaldugan iting kekang paninap?
011	I ima mu at aku pati ring kapatad mu duku ke ngan wari king arapan mo?
012	Keririan de ring kapatad na, oneng pibulebulayan nang tata na iti.
013	Misan a aldo, minta la king Sikem ding kapatad nang Jose ban pastulan ing kawan nang tata ra.
014	Nganang Jacob kang Jose, E wari ding kapatad mu magpastul la banda karin Sikem.
014	Puntalan mu la.
015	Pekibat nang Jose, Opu, puntalan ku la!
016	Nganang tata na, Mako na ka.
016	Lawan mu nung masalese la bili ding kapatad mu at ding karelang papastulan.
016	Kaybat muli ka at ibalita mu kanaku.
016	Ibat king Kapatagan ning Hebron tiburan ne.
017	Inyang miras ne i Jose king Sikem
018	ikit ne ning metung a tau kabang maglakad ya king marangle, at kitnan ne niting tau nung nanung panintunan na.
019	Panintunan ku la ring kapatad ku, nganang mekibat.
019	Sabian mu na mo kanaku nung nukarin da la papastulan ding sese ming animal?
020	Ala na lu keni, ngana ning tau, dimdam kung pisasabian da king munta la kanu Dotan.
020	Penalukian na lang Jose ding kapatad na at disan na la karin king Dotan.
021	Malaut ya pa ikit da ne at bayu ya milapit karela apisanmetung da nang paten de.
022	Ngarang misabi-sabi, Oyan na ing mapaninap!
023	Meko keni, paten ta ya at saka ta ya iyugse king talaga.
023	Sabian tamu king liklak ne ning mabangis a animal.
023	Lawan tamu nung nanung kararasan da ring paninap na.
024	Inyang dimdam nang Ruben iti, penikuanan neng iligtas karela.
024	Ngana, E ta ya papaten.
025	Sinabi na pang Ruben karela king e la patulung daya nune iyugse da nia mu king talaga karin king ilang at e re sana panasakitan.
025	Sinabi na iti ban aligtas ne i Jose king gamat ding kapatad na at abalik ne kang tata na.
026	Inyang milapit ne i Jose karing kapatad na, likas de ing imalan a susulud na, itang makabang imalan a maki takde.
027	At inugse re king alang danum a talaga.
028	Kaybat linukluk la at mengan.
028	Inyang miglalawe la menakit lang Ismaelitang abe-abe maglakbe ibat Gilead papunta Ehipto.
028	Paniangkap at pabanglu ing karga ra karing kamelyu.
029	Kanita nganang Juda karing kapatad na, Nanung apala tamu nung sakali mang paten ta ya ing kapatad tamu at ilihim ing pangamate na?
030	Pisali ta nia mu karing Ismaelita at e ta ya panasakitan uling kapatad ta ya, laman ne ning sarili tamung laman.
030	Pekiramdaman de i Juda ding kapatad na.
031	Daralan la kanita ding mangalakal a tau Midian.
031	Sinaka re i Jose king talaga, at pisali re king alagang aduang pulung pirasung pilak karing Ismaelita.
031	Tiki ra ne man deti i Jose king Ehipto.
032	Ala ne i Jose king talaga inyang magbalik ya i Ruben.
032	Pengabak neng Ruben ing susulud nang imalan uli na ning sakit ning lub na.
033	Belikan na la ding kapatad na at ngana karela, Ala ne karin ing wali tamu!
033	Nanu ing daptan ku?
034	Mekamate lang biserung kambing at kaybat sinoso re king daya ing imalan a likas da kang Jose.
035	Peparala re iting imalan a makaba at maki takde kang tata ra at pepasabi ra, Ikit mi ya ini.
035	Pakalawan ye.
035	Aliwa iti ing imalan na ning anak yo?
036	Akilala ne at ngana, Imalan ne pin ning anak ku!
036	Liklak ne ning mabangis a animal i Jose a anak ku!
037	Ginabak neng Jacob ing imalan na uli na ning lungkut na, at saka ya misulud imalan a magaspang.
037	Pigkalungkutan ne ing anak na kilub ning makabang panaun.
038	Penikuanan deng pamatulan ding anak na, oneng ala mu ring milyari.
038	E yu ku pamatulan, ngana, dalan ku nang mate ing kalungkutan ku.
038	Makanyan neng tengisan ing anak nang i Jose.
039	Karin naman king Ehipto pisali de ring tau Midian i Jose kang Potifar, ing metung karing pamuntuk na ning ari at kapitan da ring guardia ning palasyu.
