verse	content
001	Nang makit ni Hesus ang kadam nga tawo, nagtukad siya sa bukid.
001	Pagkapungk niya, nagpalapit sa iya ang mga disipulo,
002	kag gingtudluan niya sinda.
002	Hambay niya
003	Bulahan ang mga tawo nga nagakilaya nga maluya ang inda pagtuo;
004	kay makapasakop sinda sa paghahar ng Dios.
005	Bulahan ang mga tawo nga nagakalisod sa kasal-anan;
006	kay pagalipayon sinda ng Dios.
007	Bulahan ang mga tawo nga mapainubuson;
008	kay sinda ang magapanubl ng kalibutan.
009	Bulahan ang mga tawo nga daw ginagutom kag ginauhaw nga maghuman ng kabubut-on ng Dios;
010	kay buligan sinda ng Dios sa pagtuman ng inda ginahandom.
011	Bulahan ang mga tawo nga maluluy-on;
012	kay kaluy-an sinda ng Dios.
013	Bulahan ang mga tawo nga malimpyo ang inda tagipusuon;
014	kay makikit ninda ang Dios.
015	Bulahan ang mga tawo nga nagabulig para magaayo ang relasyon ng isa kag isa;
016	kay pagakabigon sinda nga mga ung ng Dios.
017	Bulahan ang mga tawo nga ginahingabot tungod sa inda pagsunod sa kabubut-on ng Dios;
018	kay makapasakop sinda sa paghahar ng Dios.
019	Bulahan kamo kung insultuhon kamo ng mga tawo, pasakitan kag akusahan ning tanan nga kalainan nga bukon matuod, tungod sa indo pagsunod sa akon.
020	Imaw da ini ang inda ginghuman sa mga propeta nang una.
020	Ngan magkalipay gid kamo kay mababaton nindo ang kadak gid nga premyo sa langit.
021	Kamo nga nagasunod sa akon hay pareho ng asin sa kalibutan.
021	Pero kung maduy na ang sabor ng asin, pauno pa mapabalik ang iya kaasin?
021	Ngan ind na ini mapuslan kund ginapilak na lang kag ginatimak-timakan ng mga tawo.
022	Pareho kamo ng iwag nga nagatao ning kahayag sa mga tawo sa kalibutan.
022	Kag ini hay makikit gid pareho sa syudad nga gingpatindog sa ibabaw ng bukid nga ind matag.
023	Way ning tawo nga nagasug ning iwagan kag ginatakyuban, kund ginabutang niya ini sa tungtungan para mahayagan ang tanan sa suyod ng bayay.
024	Ngan imaw da ang indo humanon.
024	Pasigaha nindo ang indo iwag sa mga tawo, para makit ninda ang indo maayo nga mga ginahuman kag para dayawon ninda ang indo Amay sa langit.
025	Ayaw kamo maghunahun nga nagkari ako diri para duyaon ang Kasuguan kag ang mga gingsulat ng mga propeta.
025	Nagkari ako diri para tumanon ini.
026	Sa matuod lang ginahambay ko sa indo, maduduy ang langit kag dut, pero ang aber pinakamaisot nga litra o parte ng litra sa Kasuguan hay ind gid maduduy mintras way ini natatab.
027	Ngan ang aber sin-o nga magsuway sa pinakamaisot nga sug ng Dios kag magtudl sa iban nga magsuway da, siya ang kabigon nga pinakamabab sa gingharian ng Dios.
027	Pero ang aber sin-o nga magtuman diri kag magtudl sa iban, siya ang kabigon nga importante sa gingharian ng Dios.
028	Ngan ginahambay ko sa indo, dapat gid nga ang indo pagtuman sa kabubut-on ng Dios hay mas maayo pa gid kaysa sa mga eskriba kag sa mga Pariseo.
028	Kay kung ind, ind gid kamo makasuyod sa gingharian ng Dios.
029	Nabatian nindo ang ginghambay sa aton mga kalulo-lulohan, Ayaw magpamatay, kay ang aber sin-o nga magpatay hay pagaparusahan.
030	Pero niyan ginahambay ko sa indo, ang aber sin-o nga nahahangit sa iya utod hay pagaparusahan.
030	Kag ang aber sin-o nga nagainsulto sa iya utod nga nagahambay, Way ka ning puyos, hay pagaday-on sa Korte.
030	Kag ang aber sin-o nga maghambay sa iya utod, Buang, hay parusahan sa impyerno.
031	Ngan kung yar ka na sa altar nga nagadaya ng imo halad sa Dios kag nadumduman mo nga ang imo utod may malain nga buot sa imo tungod nga nakasal ka sa iya,
032	ibilin mo anay ang imo halad malapit sa altar kag kadtuon mo nga daan siya kag magpakighusay.
032	Pagkatapos magbalik ka sa altar kag maghalad ka sa Dios.
033	Kung may mag-akusar sa imo, magpakighusay ka sa iya mintras way pa kamo makaabot sa korte.
033	Kay bas kung itugyan ka niya sa husgado kag itugyan ka naman ng husgado sa gwardya para prisuhon ka.
034	Sa matuod lang ginahambay ko sa imo, ind ka gid makaluwas sa prisuhan hasta ind mo mabayaran ang tanan nga bayaran.
035	Nabatian nindo ang ginghambay nang una, Ayaw kamo magpangawatan.
036	Pero niyan ginahambay ko sa indo, kung ang lyaki magsir sa babayi nga may lawasnon nga handom, nakasal na siya ng pagpangawatan.
037	Ngan kung ang imo tuo nga mata ang kabangdanan nga nagakasal ka, lukata in kag ipilak.
037	Kay mas maayo pa nga maduy ang isa ka parte ng imo lawas kaysa sa kumpleto ini pero ipilak ka naman sa impyerno.
038	Kag kung ang imo tuo nga kamot ang kabangdanan nga nagakasal ka, utura in kag ipilak!
038	Kay mas maayo pa nga maduy ang isa ka parte ng imo lawas kaysa sa kumpleto ini pero ipilak ka naman sa impyerno.
039	Ginghambay da nang una, Kung ang lyaki gusto magbuyag sa iya asawa, kahinangyan taw-an niya ini ning papeles bilang katibayan ng inda pagbinuyagan.
040	Pero niyan ginahambay ko sa indo, ang aber sin-o nga lyaki nga magbuyag sa iya asawa sa aber ano nga kabangdanan puyra lang sa pagpangawatan, siya mismo ang kabangdanan nga magpangawatan ang iya asawa kung mag-asawa siya liwat.
040	Kag ang aber sin-o nga mag-asawa sa babayi nga gingbuyagan hay nagapangawatan da.
041	Nabatian da nindo nga may ginghambay nang una sa aton kalulo-lulohan, Kung ang tawo may gingpangak kag gingsumpaan pa niya sa pangayan ng Ginoo, kahinangyan gid niya ini tumanon.
042	Pero niyan ginahambay ko sa indo, kung magpangak kamo ayaw kamo magsump.
042	Ayaw kamo maghambay, Testigo ko ang langit kay imaw ini ang trono ng Dios,
043	o Testigo ko ang dut kay imaw ini ang ginatungtungan ng iya siki.
043	Ayaw da kamo maggamit ng pangayan ng Jerusalem sa indo pagsump kay imaw ini ang syudad ng pinakamataas nga Har.
044	Kag ayaw da kamo maghambay, Aber mamatay pa ako kay ind ka makapaput o makapaitom ng aber isa nga buhok.
045	Maghambay ka lang, Huo kung huo kag Ind kung ind.
045	Kay kung magsump pa kamo halin na in kay Satanas.
046	Nabatian nindo ang ginghambay nang una, Ang maglukat ng mata ng iya isigkatawo hay lukaton da ang iya mata kag ang magbingaw ng ngipon ng iya isigkatawo hay pagabingawon da.
047	Pero niyan ginahambay ko sa indo, ayaw kamo magbayos ning malain sa nagahuman ning malain sa indo.
047	Kung tampaon ka sa tuo nga pisngi, ipatamp mo pa ang kabuak.
048	Kung may magkiha sa imo kag buy-on ang imo kamisita, taw-an pa sa iya aber ang imo pangsuy-ob.
049	Kag kung may sundalo nga magpilit sa imo magpas-an ng iya daya ng isa ka kilometro, pas-ana ini ning duha ka kilometro.
050	Taw-i ang nagapangay sa imo; kag kung may manghuyam sa imo, pahuyama.
051	Nabatian nindo ang ginahambay nang una, Higugmaon nindo ang indo isigkatawo kag hangiti ang indo kaaway.
052	Pero niyan ginahambay ko sa indo, higugmaon nindo ang indo mga kaaway kag ipangamuy ang mga nagahingabot sa indo.
053	Kag kung humanon nindo ini, magiging matuod kamo nga mga ung ng indo Amay sa langit.
053	Kay pareho kamo sa iya nga maayo ang pagtratar sa tanan.
053	Kay ginapasilak niya ang adlaw sa mga maayo kag sa malain nga mga tawo.
053	Kag ginapauyan niya bukon lang sa mga matarong kund imaw da sa mga bukon matarong.
054	Kung ang ginahigugm lang nindo hay ang nagahigugm sa indo, mababaton ba nindo ang premyo halin sa Dios?
054	Ind!
054	Kay d ba imaw da in ang ginahuman ng miyugsukot ning buhis?
055	Kag kung ang ginalihok nindo hay ang indo lang mga amigo, ano ang kaibahan nindo sa iban?
055	D ba imaw da in ang ginahuman ng mga tawo nga way nagakilaya sa Dios?
056	Ngan dapat maayo ang indo pagtratar sa indo isigkatawo pareho ng ginahuman ng indo Amay sa langit.
