verse	content
001	Pagkaligad ng pila ka adlaw, nagbalik si Hesus sa Capernaum.
001	Nabalitaan ng mga tawo nga yadto na siya sa bayay.
002	Ngan kadam ang tawo nga nagtipon didto kag napun ang bayay hasta sa pwertahan.
002	Gingwali ni Hesus sa inda ang mensahe ng Dios.
003	Niyan, may nag-abot nga upat ka tawo nga ginabayawan ang isa ka paralisado.
004	Pero sa kadam ng tawo, ind sinda makapalapit kay Hesus.
004	Ngan nagsak sinda sa pantay nga bubong kag gingbuhuan ang bubong sa tungod ni Hesus.
004	Kag nang nabuhuan na, gingtunton ninda ang paralisado nga nagahigd sa banig.
005	Nang makit ni Hesus ang inda pagtuo, naghambay siya sa paralisado, Non, napatawad na ang imo mga sal!
006	Nang mabatian ini ng mga eskriba nga nagapungk didto, naghunahun sinda sa inda kaugalingon,
007	Bas tiyad in?
007	Bas kung nagahambay siya hay daw pareho gid siya ng Dios?
007	Way ning aber sin-o nga makapatawad ng mga sal kund ang Dios lang!
008	Nasayuran nga daan ni Hesus ang inda ginahunahun, ngan nagpangutana siya sa inda, Bas tiyad in ang indo ginahunahun?
009	Diin baya ang mas malupos nga hambayon sa ini nga paralisado, Napatawad na ang imo mga sal, o Bangon, lukuta ang imo banig kag pumanaw?
010	Niyan pamatuuran ko sa indo nga ako nga Ung ng Tawo hay may otoridad diri sa kalibutan nga magpatawad ng mga sal.
010	Tapos hambay niya sa paralisado,
011	Ginahambay ko sa imo, Bangon, lukuta ang imo banig kag bumalik na!
012	Nagtindog ang paralisado, ginglukot nga daan niya ang iya banig kag nag-agi sa inda atubangan paluwas.
012	Ngan natingaya gid ang tanan nga tawo kag gingdayaw ninda ang Dios nga nagahambay, Way pa kami ning may nakit nga tiyad ini!
013	Pagkatapos, nagbalik si Hesus sa alihid ng Law ng Galilea.
013	Madam nga tawo ang nagpalapit sa iya, ngan gingtudluan niya sinda.
014	Mintras nagapanaw siya, nakit niya ang miyugsukot ning buhis nga si Levi nga ung ni Alfeus.
014	Nagapungk siya sa ginabayaran ning buhis.
014	Naghambay si Hesus sa iya, Magsunod ka sa akon.
014	Nagtindog si Levi kag nagsunod sa iya.
015	Niyan, mintras nagakaon si Hesus kag ang iya mga disipulo sa bayay ni Levi, madam da nga miyugsukot ning buhis kag iban pa nga sayod nga mga makasasal ang nagdungan sa inda pagkaon kay madam na gid ang nagasunod sa iya.
016	Nang makit ng mga eskriba sa grupo ng mga Pariseo si Hesus nga nagakaon kaibahan ng mga makasasal kag ng mga miyugsukot ning buhis, nagpangutana sinda sa iya mga disipulo, Bas nagakaon siya kaibahan ang mga miyugsukot ning buhis kag mga makasasal?
017	Nabatian ni Hesus ang inda pangutana, ngan gingsabat niya sinda, Way nagakahinangyan ning doktor ang mga tawo nga maayo ang lawas, kund ang mga may sakit lang.
017	Way ako nagkari para tawagon ang mga nakakasayod nga sinda hay matarong, kund ang mga makasasal.
018	Isa ka adlaw, ang mga disipulo ni Juan nga Miyugbawtismo kag ang mga Pariseo hay nagapuasa .
018	May mga tawo nga nagpalapit kay Hesus kag nagpangutana, Bas ang mga disipulo ni Juan kag ang mga disipulo ng mga Pariseo hay nagapuasa, pero ang imo mga disipulo hay way?
019	Nagsabat si Hesus sa inda, Puydi ba ar nga ind pagpakaunon ang mga bisita sa kasay mintras kaibahan pa ninda ang kyasayon nga lyaki?
019	Syempre, ind gid puydi nga magpuasa sinda mintras kaibahan pa ang kyasayon nga lyaki.
020	Pero magaabot ang adlaw, pag buy-on ang kyasayon nga lyaki sa inda kag imaw na in ang inda pagpuasa.
021	Naghambay pa gid si Hesus, Way ning tawo nga nagahakyop ning bag-o nga tela nga way pa mag-uky sa lum nga bar.
021	Kay kung ihakyop ang bag-o nga tela, magigis ang lum nga bar kag magapakabahoy pa ang gis.
022	Kag way da ning tawo nga nagabutang ning bag-o nga ilimnon sa lum nga butangan nga panit ng hayop kay malupok ang butangan kag mauuyak ang ilimnon kag masisir ang butangan.
022	Pero ang bag-o nga ilimnon dapat ibutang sa bag-o nga butangan nga panit.
023	Isa ka Adlaw nga Inugpahuway, mintras nagaagi sina Hesus sa uma ng trigo, nagpinamuks ang iya mga disipulo ning mga uhay ng trigo.
024	Ngan naghambay ang mga Pariseo kay Hesus, Tan-awa ang imo mga disipulo!
024	Bas ginahuman ninda ang ginabawal ng Kasuguan sa Adlaw nga Inugpahuway?
025	Nagsabat si Hesus sa inda, Way ba nindo nabasahi sa Kasulatan ang ginghuman ni David nang siya kag ang iya mga kaibahan hay nagkahinangyan ning pagkaon kay nagutom sinda?
026	Nang si Abiatar imaw ang Pinakamataas nga Par, nagsuyod si David sa tolda ng Dios kag gingkaon niya ang tinapay nga ginghalad sa Dios kag gingtaw-an da ang iya mga kaibahan.
026	Pero way sinda nakasal aber pa nga ginabawal ini ng Kasuguan kay ang mga par lang ang puydi magkaon adto.
027	Kag naghambay pa gid si Hesus, Ginghuman ang Adlaw nga Inugpahuway para sa kaayuhan ng tawo.
027	Way ginghuman ang tawo para sa kaayuhan ng Adlaw nga Inugpahuway.
028	Ngan ako nga Ung ng Tawo hay may otoridad sa paghambay kung ano ang puydi nga humanon aber sa Adlaw nga Inugpahuway.
