verse	content
001	Despues si Jesus ta mira alrededor na templo.
001	Y ya mira le con el maga rico ta pone el di ila maga ofrenda de cen na un cajon que ta usa sila para maga contribucion.
002	Ya mira tamen le un viuda bien pobre quien ya atraca na cajon y ya hace cae el dos bilug cen.
003	Si Jesus ya habla, Ta habla gayot yo con ustedes claro, que este pobre viuda ya pone mas pa que con todo el maga rico,
004	cay sila ta dale lang el maga sobra del di ila riqueza, pero ese viuda masquin bien pobre, ya pone le todo el que tiene le.
005	Tiene del maga siguidores di Jesus alla ta man cuento acerca del templo, si quemodo dao adorna con buen clase de piedra pati el maga cosas ya dale el maga gente para hace bonito.
005	Despues ya habla si Jesus,
006	Si para con este maga grande barreta de piedra de este edificio que ta mira ustedes, ay llega un tiempo que hende gayot ay queda ni un piedra encima del otro, cay todo esos ay man calayat.
007	Ya pregunta el maga dicipulo con Jesus, Maestro, cuando man este ay sucede?
007	Cosa man el seal ay puede came mira para sabe si cuando ay sucede ese maga cosas?
008	Ya habla le canila, Tene cuidao para nuay ningunos ay engaa con ustedes, cay mucho gente ay vene y ay lleva sila el di mio nombre y ay habla, Yo ya el Cristo, y Este ya el tiempo si Cristo ay vene.
008	Pero no sigui canila.
009	No tene miedo si ta oi ustedes el noticia acerca del maga guerra y acerca del maga rebelde quien ta man contra con el gobierno, cay todo este necesita anay sucede pero el fin hende pa ay vene enseguidas.
010	Despues ya continua pa le habla, El maga nacion ay principia man guerra con el otro maga nacion, y el maga gobierno ay man contra con el otro maga gobierno,
011	y mucho del maga lugar ay tene gayot grande temblor y el maga gente ay sufri hambre, y ay tene tamen enfermedad que ay resulta epedemia, y ay tene sila grande miedo por causa del maga seales que ay sale na cielo.
012	Pero antes de llegar todo este maga cosas, tiene quien ay persigui y arresta con ustedes y ay entrega con ustedes na mano del maga Judio, y ay celebra vista na di ila maga iglesia despues ay pone con ustedes na prision.
012	Ay lleva tamen sila con ustedes na presencia del maga rey y del maga gobernador cay ustedes el di mio maga siguidores.
013	Entonces este ya el tiempo ay tene ustedes oportunidad para habla canila el Buen Noticia acerca di mio.
014	Poreso tene ustedes pijo pensamiento para no mas man lingasa quemodo ay defende con ustedes mismo,
015	cay yo ay dale con ustedes sabiduria y el maga palabra justo, para el di ustedes maga enemigo no puede contravene si cosa ustedes ay habla canila.
016	Masquin el di ustedes maga tata y nana ay traiciona con ustedes pati el di ustedes maga hermano y maga pariente y el di ustedes maga amigo, y tiene di ustedes ay mata sila.
017	Ademas mucho del maga gente ay odia con ustedes, cay ta sigui ustedes conmigo,
018	pero ay guarda gayot yo con ustedes para nuay gayot ni un pelo na di ustedes cabeza ay queda perdido.
019	Si ay tene ustedes paciencia y ay puede aguanta ese maga sufrimiento deverasan gayot ay tene ustedes vida eterna.
020	Pero si ay mira ustedes el ciudad de Jerusalem encerrao del maga soldao, entonces ay sabe ustedes que ese ciudad cerca ya queda destrosao.
021	Aquel mismo tiempo todo el maga gente na Judea necesita corre para na monte, y el maga gente na ciudad necesita tamen sale ya, y aquellos talla na maga barrio, no mas entra na ciudad,
022	cay este ya el tiempo de castigo para cumpli todo el que Dios ya habla na Sagrada Escritura.
023	Si ay llega ese tiempo maca lastima gayot con el maga mujer preada y con el maga nana tiene maga anak ta mama pa.
023	Y el maga gente de este nacion ay pasa grande calamidad y sufrimiento, cay el gran rabia de Dios ay llega con este nacion de Israel.
024	Tiene di ila ay muri por medio de espada na mano del di ila maga enemigo, y el maga otro ay queda arrestao y lleva canila como preso ya na otro maga nacion.
024	El maga hende-Judio ay destrosa con Jerusalem hasta ay cumpli el tiempo que Dios ta permiti canila.
025	Tiene tamen maga seales que puede ustedes mira na sol, na luna, y na estrellas.
025	Todo el maga nacion aqui na mundo ay pasa grande afliccion, y el maga gente ay tene gayot miedo por causa del bien grande rumor del maga marijada na mar.
026	El maga gente ay desmaya de miedo mientras ta espera pa sila si cosa pa ba ay pasa na mundo, cay todo el elementos que talla na cielo ay man uyuk y ay sale na di ila maga lugar.
027	Aquel tiempo ay mira sila con el Hijo del Hombre quien ay vene envuelto de celaje con grande poder y resplandor.
028	Ansina tamen si ay puede ustedes mira este maga cosas que ta principia sucede, levanta y alsa el di ustedes cara con alegria, cay cerca ya el salvacion di ustedes.
029	Despues si Jesus ya dale canila este ilustracion: Mira con este pono de higuera y todo el maga otro pono de palo.
030	Si ta mira ya ustedes que ta principia ya abuya el maga hojas nuevo, sabe ustedes que cerca ya el tiempo de ese para fruta.
031	Na, ansina tamen si ta mira ya ustedes este maga cosas ta sucede ya, entonces sabe ya ustedes que cerca ya gayot el tiempo que Dios ay vene para reina.
032	Ta habla gayot yo claro con ustedes que este maga cosas ay sucede antes de murir el maga gente de este generacion.
033	El cielo y el tierra ay desaparece, pero nuay ni uno del di mio maga palabra ay perde.
034	Tene ustedes cuidao, no queda tragon o queda borracho, y no ocupa el pensamiento para man lingasa que manera ay vivi este vida, cay si ta hace ustedes ansina derrepente lang ay llega aquel dia ay vene ole el Hijo del Hombre, y ustedes pati el maga otro gente aqui na mundo ay queda cujido como un animal que ya cuji na trampa.
035	Poreso continua visia enbuenamente, y pirmi reza con Dios para tene ustedes fuerza;
035	despues puede tamen ustedes escapa de todo ese maga cosas que ay vene y puede tamen ustedes anda na presencia del Hijo del Hombre.
036	Todol dia si Jesus ta ensea na templo, pero ta pasa le el maga horas del noche na Monte de Olivo.
037	Mucho del maga gente pirmi ta levanta bien temprano y ta anda na templo para oi con el di suyo maga enseanza.
