verse	content
001	Aquel mismo tiempo ya ajunta miles de gente donde si Jesus, y ta man dalasucan gayot sila hasta ta man pisajan ya.
001	Despues si Jesus ya habla anay con su maga dicipulo, Tene cuidao con el maga Pariseo, cay ta man pa bueno sila y el maldad di ila ta man calayat con otros como el apujan ya queda mesclao na masa si ta hace pan.
002	Todo el maga cosas tapao ay queda tamen abierto, y todo el cosas escondido ay puede sabe el publico.
003	Masquin cosa ustedes ay habla durante el oscuridad del noche, tiene quien ay repiti durante el dia.
003	Y masquin cosa ustedes ay man jutik na orejas de otros masquin adentro pa na cuarto, ay sabe man siempre todo ese na publico.
004	Maga amigo, ta habla gayot yo con ustedes, no tene miedo con el maga gente quien ta puede mata con el cuerpo lang, cay despues de matar nuay mas sila cosa que puede pa hace.
005	Pero ay habla yo claro si con quien gayot ustedes necesita tene miedo.
005	Tene miedo con Dios, quien tiene poder mata el cuerpo pati tiene poder manda con el alma na infierno.
005	Ta habla yo otra vez, que con Dios gayot necesita tene miedo.
006	Sabe kita que el maga gente ta vende maga pajaro como el maya bien barato lang, hende ba?
006	Pero Dios hende ta olvida masquin uno de esos.
007	Dios sabe tamen el numero del pelo na di ustedes maga cabeza, poreso no tene miedo cay na vista de Dios un gente tiene mas valor que con el maga pajaro.
008	Ta habla gayot yo si aquellos quien ay habla na publico que sila ta sigui conmigo, el Hijo del Hombre ay conoce tamen canila na presencia del maga angeles de Dios.
009	Pero aquellos quien ay habla na publico que sila no conoce conmigo, ay habla tamen yo que yo no conoce canila na presencia del maga angeles de Dios.
010	Si aquellos quien ta habla contra con el Hijo del Hombre, Dios ay puede pa perdona, pero aquellos quien ta habla contra con el Espiritu Santo, hende sila nunca ay puede queda perdonao.
011	Cuando el maga Judio ay lleva con ustedes para na di ila iglesia para jusga con ustedes, o lleva na presencia del maga gobernador, no man lingasa si paquemodo ustedes ay contesta canila si ay acusa sila con ustedes.
012	No man lingasa, cay ese mismo hora el Espiritu Santo ay guia con ustedes habla el cosa conviene.
013	Despues uno del maga gente quien ta oi con ele ya habla, Maestro, ta pidi yo favor con uste.
013	Habla con el di mio hermano parti ya el bienes del di amon tata que ya deja para di amon dos.
014	Ya contesta si Jesus, Aba, or!
014	Nuay gane quien ya dale conmigo el derecho para parti ese propiedad entre ustedes dos.
015	Y ta continua pa le, Tene gayot cuidao, no abarca que abarca muchas cosas, cay masquin tiene el gente mas que con el ta necesita le, ese maga riqueza no puede sangga con ele de no murir.
016	Despues ya pone le canila un cuento, Un gente bien rico tiene ancho terreno que ta produci buen cosecha de todo el maga clase de siembra.
017	Ya pensa le na di suyo corazon, Ahora, cosa man yo debe hace cay nuay mas man gayot yo lugar donde ay pone el maga producto?
018	Entonces ya habla le con ele mismo, Ahora sabe ya yo si cosa ay hace.
018	Ay bunca yo todo el di mio maga bodega, y ay hace yo ole mas grande para guarda el maga producto y el maga otro cosas.
019	Despues ay habla yo conmigo mismo que tiene gayot yo suerte grande!
019	Nuay mas yo que man lingasa, cay si de comida lang hasta cuanto aos ese ay alcansa.
019	Ahora descansao ya yo cay nuay mas otro para hace sino come, toma, y tene alegria!
020	Pero Dios ya habla con ele, Tu el gente bien ignorante!
020	Este mismo noche ay perde el di tuyo vida, y despues con quien man tu ay deja todo este maga cosas di tuyo?
021	Poreso ansina ta pasa con el maga gente quien ta abarca riqueza para di ila lang mismo, pero sila bien pobre gayot na vista de Dios.
022	Despues ya habla le con su maga dicipulo, Poreso ta habla yo, no man lingasa acerca del di ustedes vida si cosa ustedes ay come, ni no man lingasa por causa del di ustedes cuerpo y si cosa ay visti.
023	El di ustedes vida mas importante que con el comida, hende ba?
023	Y el di ustedes cuerpo mas importante que con el ropa.
024	O, mira lang ustedes con el maga uwak, hende gane esos ta sembra y hende man ta cosecha pati nuay gane maga bodega, pero mira ustedes, hende man ta pasa el hambre de esos, cay Dios ta dale con esos come.
024	El vida di ustedes mas tiene pa valor que con el vida del maga pajaro.
025	Masquin quemodo ustedes ta man lingasa, hende man ay alarga el di ustedes vida masquin por un dia lang.
026	Si hende ustedes ay puede hace un diutay cosa por medio de lingasa, porque man ustedes ta man lingasa pa por causa de masquin cosa?
027	Pensa ya lang si paquemodo el maga flores ta crici.
027	Hende man esos ta trabaja ni ta teje.
027	Ta habla gayot yo que si Solomon, masquin bien rico le, nuay tene vestido mas bonito que con esos maga flores.
028	El maga zacate y flores que ta mira ustedes este dia ay queda lang layung y ay quema lang con esos.
028	Si Dios ta dale visti con esos, asegurao ustedes que mas interesao le dale vestido con ustedes.
028	Ay!
028	Que falta gayot ustedes fe!
