verse	content
001	Cerca ya le Celebracion del Pan Nuay Apujan que ta llama Passover.
002	El maga jefe del maga padre y el maga maestro Judio ta busca gayot si paquemodo sila ay manda mata con Jesus, pero tiene man tamen sila miedo con el maga gente.
003	Despues ya entra el demonio na corazon di Judas con quien ta llama sila Iscariote, uno del doce dicipulo.
004	Ya anda le con el maga jefe del maga padre Judio pati con el maga capitan del maga guardia del templo, para man cuento si paquemodo le ay puede entrega con Jesus na di ila mano.
005	Ya queda sila bien alegre gayot, y ya decidi sila dale cen con ele.
006	Si Judas ya consinti y ya precura gayot busca el oportunidad para entrega secretamente con Jesus na di ila mano.
007	Ahora ya llega ya el dia del celebracion del Pan Nuay Apujan, y ese dia debe sila mata carnero diutay, para celebra el Passover.
008	Si Jesus ya manda con Pedro y con Juan con este instruccion: Anda prepara el comida para celebra kita el Passover.
009	Despues ya pregunta sila con ele, Donde man uste quiere que ay prepara came el cena del Passover?
010	Ya habla le canila, Oi conmigo.
010	Al entrar ustedes el ciudad de Jerusalem ay man encuentro alla un gente cargando un tibor de agua na di suyo hombro.
010	Sigui con ele na casa donde le ay entra,
011	y habla con el dueo del casa que yo el di ustedes maestro ya manda pregunta con ele si donde lugar na casa ay usa yo para come el cena del Passover junto con el di mio maga dicipulo.
012	Y ele ay dale mira con ustedes un lugar grande na piso arriba, daan ya arreglao.
012	Entonces prepara alla el di aton comida.
013	Cuando ya llega sila alla, ya sucede todo el maga cosas que si Jesus ya habla canila.
013	Entonces ya prepara sila alla el cena del Passover.
014	Cuando ya llega ya el hora para come sila, si Jesus ya senta na mesa junto con su maga dicipulo.
015	Y ya habla le canila, Bien grande gayot el di mio deseo para celebra este cena del Passover junto con ustedes antes del di mio sufrimiento.
016	Ta habla yo claro con ustedes, hende na yo ay come este cena del Passover otra vez hasta el significacion de este Passover ay cumpli na Reino de Dios.
017	Despues ya saca le el copa del vino de uvas, y cuando ya acaba ya le dale gracias con Dios, ya habla le, Saca este tasa y parti parti para todo ustedes ay puede toma,
018	cay ta habla yo con ustedes que desde ahora, hende na yo ay toma vino de uvas hasta ay llega el Dios para reina.
019	Ya saca tamen le el pan, y cuando ya acaba ya le dale gracias con Dios, ya parti le ese.
019	Despues ya dale le canila y ya habla, Este pan el di mio cuerpo que ta ofrece yo como un sacrificio na lugar di ustedes.
019	Desde ahora hace este ansina para acorda conmigo siempre.
020	Despues del cena ya saca tamen le el tasa de vino y ya habla, Este tasa de vino amo el sangre que ay derrama yo, y por medio de este sangre ustedes ay tene un nuevo manera para ay puede queda perdonao.
021	Pero mira ustedes!
021	El persona quien ay traiciona conmigo taqui junto conmigo na mesa!
022	El Hijo del Hombre ay muri conforme Dios ya decidi, pero que bien terrible el cosa ay pasa con ese gente quien ay entrega con ele na mano del enemigo!
023	Despues ya principia sila man preguntajan si quien ba di ila ta planea hace ese cosa.
024	Despues ya tene discusion el maga dicipulo si quien man gaja di ila ta pensa el maga gente amo el mas importante entre canila.
025	Si Jesus ya habla canila, El maga rey de este mundo bien estricto gayot, y el maga gente bajo mando canila ta llama con el maga gente na alto puesto Maga Bondadoso.
026	Pero entre con ustedes no hace ansina, sino el mas alto di ustedes necesita queda como el mas menos, y el lider entre con ustedes necesita queda como un servidor del los demas.
027	Quien ba el mas alto, el quien ta senta na mesa o el quien ta sirvi el comida?
027	El mas alto amo el quien ta senta na mesa, hende ba?
027	Pero yo, el di ustedes lider, ta sirvi gayot.
028	Ustedes amo el quien ya esta gayot junto conmigo durante el di mio sufrimiento.
029	Poreso conforme mi Padre ya dale conmigo el derecho para reina, yo tamen na di mio parte ay dale con ustedes
030	el derecho para come y toma junto conmigo na mi mesa alla na Reino di mio, y ay senta tamen ustedes na maga trono para jusga con el maga gente quien ya sale na maga linea del doce hijo di Jacob.
031	Despues si Jesus ya habla con Simon Pedro, Simon, Simon, oi tu conmigo.
031	Dios ya permiti con Satanas para tenta con ustedes todo para puede Dios sabe si quien bueno o malo, como el sementerero quien ta separa el ipa con el grano.
032	Pero, Simon, ya reza ya yo, para hende ay perde el di tuyo fe conmigo.
032	Sabe yo si Satanas ay causa contigo nega conmigo, pero despues de arripintir tu necesita tu ayuda hace fuerte con el fe de estos maga hermano di tuyo.
033	Despues ya contesta si Pedro con Jesus, Seor, ta otorga gayot yo sigui con uste masquin para na prision o masquin muri pa yo junto con uste!
034	Ya habla si Jesus con ele, Pedro, ta habla yo contigo que este dia antes de cantar el gallo, ay nega gayot tu tres veces que tu no conoce conmigo.
035	Despues ya habla si Jesus canila, Cuando ya manda yo con ustedes aquel primera vez para anda habla el Buen Noticia, ya habla yo con ustedes que no lleva cen o suput, y no lleva otro par de sandalias.
035	Ya falta ba ustedes algun cosa?
036	Ya contesta sila, Nuay man.
037	Despues ya habla le, Ahora, si quien di ustedes tiene cen o saquito, lleva gayot ese.
037	Y si quien nuay espada, vende algun pedaso de ropa y compra uno.
038	Hace ansina cay necesita cumpli si cosa antes ya escribi acerca di mio na Sagrada Escritura: Ya trata con ele como si fuera ele un criminal.
038	Ahora todo el que ya escribi antes acerca di mio ta principia ya sucede.
039	Ya habla sila, Seor, tiene aqui ahora mismo dos espada!
040	Ya contesta le, Bastante ya ese.
041	Despues ya sale si Jesus na casa y ya anda camina para na Monte de Olivo como el di suyo costumbre, y ya sigui con ele el di suyo maga dicipulo.
042	Cuando ya llega ya sila ya habla le canila, Reza ya con Dios para hende ay gana el tentacion con ustedes.
043	Despues ya deja le canila y ya anda lejos, el distancia como un guerriada de piedra.
043	Alla ya hinca le para reza con Dios.
044	Y ya habla le, Padre, favor quita conmigo este copa de sufrimiento, pero hende yo ay evita el sufrimiento si ese el di uste querer que ay sufri yo.
045	Despues ya abuya con ele un angel quien ya sale na cielo para dale con ele fuerza.
046	Durante el di suyo agonia mas fuerte ya gayot el di suyo rezo, y el sudor di suyo como sangre que ta man tulu na tierra.
047	Cuando ya acaba le reza, ya levanta y ya bira le con el di suyo maga dicipulo, y ya mira le que bien durmido sila por causa del di ila grande tristeza.
048	Ya habla si Jesus, Porque man ustedes ta durmi?
048	Levanta y reza para hende gana el tentacion con ustedes.
049	Mientras ta man cuento pa le, ya llega un manada de gente y si Judas, uno del doce dicipulo, amo el quien ya guia canila.
049	Despues ya atraca le con Jesus para dale con ele un beso de saludo.
050	Entonces ya habla si Jesus con ele, Judas, con un beso lang gayot tu ay entrega con el Hijo del Hombre na mano del di suyo maga enemigo?
051	Cuando ya mira el maga dicipulo el cosa ta pasa, ya habla sila, Seor, usa ba came este maga espada di amon?
052	Despues uno di ila ya tajia gayot con el ayudante del Padre Superior Judio, y ya tupa na di suyo orejas derecha hasta ya corta gayot.
053	Pero ya habla si Jesus, Husto ya!
053	Despues ya trompesa le el orejas del ayudante y ya hace con ese bueno ole.
054	Despues ya habla si Jesus con el maga jefe del maga padre y con el maga capitan del maga guardia del templo pati con el maga oficial del iglesia del maga Judio quien ya llega para arresta con ele, Cosa?
054	Un bandido ba yo que necesita pa ustedes usa maga espada y maga batuta para arresta conmigo?
055	Todo el dia ya lang gane yo talla na templo junto con ustedes y nuay man ustedes arresta conmigo, pero ahora, este el tiempo que Dios ya dale con ustedes para hace el trabajo del demonio.
056	Despues aquellos quien ya arresta con Jesus ya lleva con ele na casa del Padre Superior, y si Pedro ya sigui canila un poco de distancia.
057	Na medio del patio de aquel casa ya arde sila fuego, y el maga gente ya man tumpuk alla, y si Pedro ya senta tamen junto canila.
058	Despues uno del maga ayudante mujer ya mira con Pedro sentao na claridad del fuego y ya pija gayot con ele.
058	Despues ya habla le, Este gente junto gayot con aquel gente que ya arresta sila!
059	Pero ya nega gayot si Pedro, y ya habla, ora, no conoce yo con ele!
060	Despues de un rato el otro persona sentao alla ya mira tamen con ele, y ya habla, Uste uno tamen di ila!
061	Pero ya habla si Pedro, or, hende yo uno di ila!
062	Despues de un hora, el otro gente ya insisti y ya habla, Sin duda este gente estaba junto con ele, cay de Galilea tamen le.
063	Pero ya contesta si Pedro, or, no sabe yo si cosa uste ta habla.
064	Mientras ta habla pa le, enseguidas el gallo ya canta.
065	Despues el Seor ya bira el di suyo cara y ya mira le con Pedro, y ya acorda gayot dayun si Pedro el maga palabra del Seor cuando ya habla le, Antes de cantar el gallo este dia, tres veces ya ay habla tu que no conoce tu conmigo.
066	Despues si Pedro ya sale na patio del Padre Superior y ya anda afuera, y ya llora que llora gayot ele.
067	Ahora el maga gente quien ta man guardia con Jesus ta ganguia y ta bombia pa con ele.
068	Despues ya tapa tamen sila el di suyo ojos y ya habla, Ahora, adivina dao si quien ya bombia con uste.
069	Ta habla tamen sila todo clase de insulto.
070	Cuando ta amanese ya el dia ya man junto el maga miembro del Consejo Judio y el maga jefe del maga padre pati el maga maestro Judio.
070	Ya manda sila lleva con Jesus na di ila Consejo, y alla ya hace sila pregunta con ele.
071	Y ya habla sila, Habla canamon si deverasan uste el Cristo.
072	Pero ya habla le canila, Si ay habla man yo con ustedes que yo amo el Cristo, hende man ustedes siempre ay cree conmigo.
073	Y si ay hace yo pregunta con ustedes, hende man ustedes ay contesta conmigo.
074	Pero desde ahora, el Hijo del Hombre ay senta na mano derecha de Dios poderoso.
075	Despues ya habla sila todo, Entonces, Hijo de Dios gale uste?
076	Ele tamen ya contesta canila, Ta habla ya man ustedes que yo amo ya ese.
077	Ya habla sila, No necesita mas kita otro maga testigo, cay ya oi ya kita todo el maga palabra que ya sale na di suyo mismo boca.
