verse	content
001	Despues de dos dias tiene un casamiento na pueblo de Cana na Galilea, y talla ya el nana di Jesus.
002	Invitao tamen si Jesus pati el di suyo maga dicipulo.
003	Cuando ya espalca el vino, el nana di Jesus ya habla con ele, Nuay mas sila vino.
004	Ya contesta si Jesus con ele, ora, porque man uste ta tene que ver conmigo?
004	Nuay pa llega el hora para hace yo aclara el di mio persona canila.
005	Despues el nana di Jesus ya habla con el maga ayudante, Hace lang masquin cosa le ay habla con ustedes.
006	Tiene maga reglamento na religion del maga Judio acerca del lavaday mano antes y despues de comer, poreso tiene seis tinaja de piedra alla que ta contene cada uno maga beinte o treinta galon.
007	Ya habla si Jesus con el maga ayudante, Llena de agua todo este maga tinaja hasta na boca.
007	Entonces ya llena dayun sila como ya manda le canila.
008	Despues si Jesus ya habla, Ahora, saca un poco de ese laman, y lleva con el encargao del celebracion.
008	Entonces ya lleva sila un poco laman del tinaja con el encargao.
009	Ya hace le tilam con ese, pero ese laman ya queda ya vino y no sabe le si donde ese ya sale.
009	Sino el maga ayudante lang sabe, cay sila lang el ya saca con ese.
009	Despues el encargao ya llama con el novio,
010	y ya habla con ele, Si tiene celebracion, el di aton costumbre ta dale una con el maga visita el vino mas sabroso, hende ba?
010	Y si ya acaba ya sila ese buen clase de vino, ay dale ya canila el vino de menos valor.
010	Pero uste ya guarda el vino mas sabroso para toma na ultimo ya.
011	Este milagro di Jesus na Cana de Galilea amo el primero del maga milagro que ya hace le para demostra su poder.
011	Y el di suyo maga dicipulo ya cree y ya pone el di ila confianza con ele.
012	Despues de ese suceso, ya anda si Jesus para na Capernaum, y ya sigui junto con ele el di suyo nana y el di suyo maga hermano pati el di suyo maga dicipulo, y ya esta sila alla maga cuanto dias.
013	Cuando cerca ya el dia del Passover, aquel celebracion del maga Judio, ya anda si Jesus na Jerusalem.
014	Alla na templo ya mira le que tiene maga gente ta vende maga baca, maga carnero, y maga paloma para ofrecimiento.
014	Talla tamen sentao el maga cambiador de cen de otro maga nacion.
015	Despues si Jesus ya hace latigo de mecate, y ya usa ese para arria canila todo afuera del templo, junto con el di ila maga carnero y maga baca.
015	Y ya hace le baliscat todo el maga mesa de aquellos quien ta cambia cen hasta ya acaba el di ila cen man calayat.
016	Y ya ordena le con el ta vende maga ofrenda de paloma, Quita todo ese!
016	No hace tiangue el casa del di mio Padre Celestial!
017	Despues pa ya acorda el di suyo maga dicipulo el cosa escribido na Sagrada Escritura, El devocion que tiene yo para el casa di uste, ta gana gayot con el di mio maga otro sentidos.
018	Despues el maga lider Judio ya pregunta con Jesus, Cosa milagro puede uste hace para sabe came si tiene uste el derecho de hacer este cosa?
019	Ya contesta si Jesus, Si ustedes ay destrosa este templo de Dios, ay hace yo ole levanta este dentro de tres dias.
020	Ya habla el maga Judio, Uste?
020	Ay planta ba uste ole este templo dentro de tres dias?
020	Ay, que ver!
020	Este templo ya costa cuarantay seis aos gayot para planta!
021	Pero si Jesus hende ta habla acerca de aquel edificio del templo, sino ta habla le acerca del di suyo mismo cuerpo.
022	Poreso despues de resucitar ele, ya acorda el di suyo maga dicipulo aquel maga palabra di suyo, y ya cree sila el cosa ya habla le, y el cosa escribido acerca del di suyo resureccion na Sagrada Escritura.
023	Mientras talla pa si Jesus na Jerusalem durante el Celebracion del Passover, mucho maga gente alla ta tene fe con ele por causa del maga milagro que ta hace le.
024	Pero si Jesus hende ta confia na di ila fe, cay bien sabe le el maga corazon del maga gente, que falta gayot confianza con ele.
025	Y nuay mas necesidad que tiene pa quien ay habla con ele acerca del maga gente, cay ele mismo sabe gayot si cosa tiene sila na di ila maga corazon.
