verse	content
001	Ya llega ya sila na orilla del Monte de Olivo cerca na Jerusalem y cerca tamen na maga barrio de Betfage y Betania.
001	Despues ya manda si Jesus dos dicipulo para man una canila.
002	Pero antes sila de caminar ya habla anay le canila, Anda ustedes na siguiente barrio, y si ay llega alla, ay puede ustedes mira dayun un asno trincao, que nuay pa ningunos munta.
002	Desata con ese y lleva aqui.
003	Y si algunos ay pregunta con ustedes, Porque man ta desata con ese?
003	habla con ele, El di amon amo ta necesita con este asno, pero ay devolve le dayun con este.
004	Despues ya camina sila para aquel barrio, y ya encontra sila con el asno trincao na puerta del casa cerca na camino, y ya desata sila con ese.
005	El maga gente quien talla parao ya habla canila, Cosa man ustedes ta hace?
005	Porque man ta desata con ese asno?
006	Ya habla sila el cosa lang si Jesus ya habla canila, y el maga gente ya deja canila que desata con ese.
007	Despues ya lleva sila con el asno para con Jesus, y ya pone sila cuanto bilug del di ila ropa na detras del asno, y ya munta si Jesus con ese.
008	Y mucho gente ta pone tamen ropa na camino donde ta pasa si Jesus para dale mira respeto, y el los demas ta corta maga rama diutay na orilla del camino, y ta pone tamen na camino donde ta pasa si Jesus, para dale honor con ele como ta dale con el rey.
009	Aquellos quien talla adelante y atras di suyo ta grita, Hosana!
009	Bendicido el quien ta vene na nombre del Dios el Seor!
010	Bendicido el quien ay reina como el di aton tatarabuelo si David!
010	Alabanza con el Dios na cielo!
011	Cuando ya llega si Jesus na Jerusalem, ya entra le na templo, y ya mira le todo el maga cosas alla.
011	Pero ya sale le dayun para anda na Betania, junto con el di suyo doce dicipulo, cay bien tarde ya gayot.
012	Ala maana cuando ya sale sila na Betania, bien con hambre gayot si Jesus,
013	y ya mira le un pono de higuera poco lejos canila.
013	Entonces ya anda le mira si tiene ese fruta.
013	Cuando ya llega le na pono, ya mira le que tiene lang hojas, pero nuay fruta cay hende pa tiempo.
014	Despues ya habla le con ese pono, Desde ahora nuay ningunos quien ay puede come el di tuyo fruta!
015	Y el maga dicipulo ya oi el cosa le ya habla.
016	Despues ya anda sila na Jerusalem, y cuando ya llega sila, ya entra si Jesus na templo, y ya principia le arria con el maga gente quien ta man compra y ta vende adentro del templo.
016	Y ya hace le baliscat con el maga mesa del maga gente quien ta cambia maga cen, y ya hace tamen le baliscat el maga silla de aquellos quien ta vende maga ofrenda de paloma.
017	Y ya prohibi le con el maga gente hace pasada na lugar del templo si ta lleva el di ila carga.
018	Despues ya ensea le canila hablando, Hende ba ta habla na Sagrada Escritura que Mi casa amo ta llama el lugar donde ta reza todo el clase de gente?
018	Pero ahora ustedes ta hace con este como el casa del maga ladron!
019	Cuando ya oi el maga mayor del maga padre Judio y el maga maestro Judio el cosa ya sucede, ya planea sila si paquemodo para mata con Jesus.
019	Tiene sila miedo con ele, cay todo el maga gente ta asusta por causa del di suyo enseanza.
020	Cuando ta cerra ya el noche, si Jesus pati su maga dicipulo ya anda afuera del ciudad.
021	Ala maana mientras ta pasa sila alla, ya mira sila el mismo pono del higuera, muerto ya y seco gayot hasta el reis.
022	Y si Pedro ya acorda dayun, y ya habla con Jesus, Maestro, mira uste o!
022	El ponoy higuera que ya maldici uste ayer, ya queda gayot bien seco!
023	Ya contesta si Jesus con Pedro, Necesita tu tene fe con Dios.
024	Deverasan gayot el cosa yo ta habla, si quien ay habla con este monte, Sale de aqui y cambia na mar, y si nuay ele duda na su corazon, sino ta cree gayot ele que el cosa le ta habla ay sucede, entonces ay sucede gayot ese.
025	Y ta habla tamen yo con ustedes, si ta reza con Dios y ta cree gayot que ay recibi ustedes aquel cosa ustedes ta pidi, ay dale gayot ele.
026	Cada vez ustedes ta reza y ta llega acorda que tiene ustedes agravio con otros, necesita ustedes perdona canila, para el Padre na cielo ay perdona tamen el di ustedes maga culpa.
027	Pero si hende ta perdona canila, el di ustedes Padre na cielo hende tamen ay perdona el di ustedes maga culpa.
028	Despues ya bira sila otra vez na Jerusalem, y mientras ta camina pa si Jesus adentro del templo, ya atraca con ele el maga padre mayor y el maga maestro Judio y el maga alto oficial del iglesia del maga Judio.
029	Y ya habla sila con ele, Cosa man derecho uste tiene para hace este maga cosas?
029	Y quien man ya dale con uste ese autoridad para arria con el maga negociante aqui?
030	Y ya habla si Jesus canila, Tiene tamen yo un pregunta para con ustedes.
030	Si ay contesta ustedes conmigo, ay habla yo de donde ya sale el di mio autoridad para hace yo este maga cosas.
031	Quien ba ya dale con Juan el autoridad para bautisa?
031	Ya sale ba ese autoridad con Dios o ya sale lang con el gente?
031	Contesta dao ustedes ese mi pregunta.
032	Ta man discutijan sila con uno y otro, Si ay habla kita de Dios ese, ay habla le canaton, Na, porque man ustedes nuay cree con Juan?
033	Pero si ay habla kita ese autoridad ya sale na gente lang, maca miedo kita, cay todo el maga gente ta cree que si Juan el deverasan profeta de Dios.
034	Poreso ya habla ya lang sila con Jesus, No sabe came.
035	Y ya habla si Jesus canila, Na, hende tamen yo ay habla con ustedes si quien conmigo ya dale el autoridad para hace yo este maga cosas.
